BODY_1_x,BODY_1_y,BODY_2_x,BODY_2_y,BODY_3_x,BODY_3_y,BODY_4_x,BODY_4_y
0.8497345310388011,0.0,1.0,0.9447677938373076,0.0,0.3567299380239184,0.0379031391112376,1.0
0.8374008226301303,0.0,1.0,1.0,0.0,0.153027985497394,0.0602198535916392,0.8360224762066621
0.855098558369911,0.0,1.0,0.4101262000532507,0.0,0.6725980317647503,0.0391162968630451,1.0
0.836962129113206,0.0,1.0,0.3637380666530267,0.0,0.6388615017583953,0.0367577028607968,1.0
0.8392237853304232,0.0,1.0,0.4077722097421423,0.0,0.6562249998399989,0.0306176824832021,1.0
1.0,0.0402190466136889,0.0,0.0,0.7023551316757406,1.0,0.1402324861390553,0.9821784041707888
1.0,0.0368589832231262,0.0,0.0,0.6412649934295351,1.0,0.0799316707008525,0.9725716025960344
0.8571350134828495,0.0,1.0,0.1075777641098385,0.0,0.7768616564434175,0.0453382453684293,1.0
0.8664335536979366,0.0,1.0,0.180795943429681,0.0,0.7565590304185761,0.039874658288082,1.0
1.0,0.0062737400827548,0.0,0.0,0.6997026866048038,1.0,0.1818091321003897,0.976638459937551
0.8801656291096824,0.0,1.0,0.5024222253480161,0.0,0.6421317013510581,0.0263958839727648,1.0
0.8634065422546546,0.0,1.0,0.4147959929804036,0.0,0.5562464310087885,0.0422042529893176,1.0
0.8697841367152235,0.0,1.0,0.1341628738304065,0.0,0.8468282773035376,0.0194809744207492,1.0
1.0,0.0,0.0,0.0109149945324397,0.5927531791918782,1.0,0.0787924436994708,0.961360597963406
0.9504397153193246,0.0,1.0,0.444703595494472,0.0,0.504184075712521,0.0297607268093603,1.0
0.9127138224688104,0.0,1.0,0.0143016489879434,0.0,0.7291575391722458,0.040711475845165,1.0
0.8702837769812524,0.0,1.0,0.5518529510911783,0.0,0.5603766360345308,0.0601095322137515,1.0
0.8684876772382557,0.0,1.0,0.4115740714026047,0.0,0.6952182355351156,0.0561835593790316,1.0
1.0,0.0562695190429247,0.0,0.0,0.6810929293879014,1.0,0.1336057233811065,0.9618876312087294
1.0,0.01298147430904,0.0,0.0,0.6084834874880428,1.0,0.0689695637795107,0.9636958414184478
1.0,0.0524672952734806,0.0,0.0,0.6353517116560355,1.0,0.1094921314587149,0.9570399491105082
0.8668074256231069,0.0,1.0,1.0,0.0,0.2235430656961546,0.0299861095992522,0.6543772868826
0.8863615798488633,0.0,1.0,0.3251183304269719,0.0,0.6969372682074475,0.017155895151864,1.0
0.8723678764108556,0.0,1.0,0.8306016202822966,0.0,0.3516550821741107,0.0454763961518956,1.0
1.0,0.0167836460424487,0.0,0.0,0.6682365253793825,1.0,0.1185750993853339,0.9795635330783043
0.8814585318035594,0.0,1.0,0.068453030896771,0.0,0.7406413714650951,0.0549771500365875,1.0
1.0,0.0243870071283893,0.0,0.0,0.6831227469107588,1.0,0.0729623329186523,0.9720252707514612
0.8429174738304168,0.0,1.0,0.1909738322802112,0.0,0.7023108705732537,0.0507813413641467,1.0
0.856361517416213,0.0,1.0,0.2770230555107846,0.0,0.7164698253828179,0.051006890127715,1.0
1.0,0.0,0.0,0.0118229296325154,0.5819070073744917,1.0,0.1329080149492125,0.9584843433743944
0.8716185588065819,0.0,1.0,0.2428571765518916,0.0,0.744837248466594,0.0616062051987138,1.0
1.0,0.0357090797849983,0.0,0.0,0.6716985447818509,1.0,0.1395763906048605,0.9688024765842904
1.0,0.0380331275779203,0.0,0.0,0.5951784777848499,1.0,0.0408395281157053,0.981214521537677
0.848837810420545,0.0,1.0,0.2655765773478298,0.0,0.7266073110178923,0.0684823538122026,1.0
1.0,0.023571116576007,0.0,0.0,0.7861689919472842,1.0,0.2113985880619885,0.964411283773026
1.0,0.0326969330677337,0.0,0.0,0.6009021404134349,1.0,0.0243943077953032,0.971518171558258
0.8614769764360342,0.0,1.0,0.2698841355815891,0.0,0.762252003578256,0.0483278071894826,1.0
0.9005218393210399,0.0,1.0,0.2861354995342871,0.0206906852290819,0.8186979890366616,0.0,1.0
1.0,0.0344814272458751,0.0,0.0,0.6326388113331229,1.0,0.0700711354973415,0.9752577951294664
0.8619332779482086,0.0,1.0,0.3035663901821917,0.0,0.7281733689104413,0.0336039889425267,1.0
1.0,0.0157409727963469,0.0,0.0,0.6405800741675607,1.0,0.0840854598503736,0.9595412410388806
0.9264429009338542,0.0,1.0,0.5993323526945971,0.0,0.5282355362137691,0.0232444358337331,1.0
0.8871374041664107,0.0,1.0,0.1659703986631654,0.0,0.7766973278546142,0.0419192650564668,1.0
0.8371000191656682,0.0,1.0,0.1638524810231627,0.0,0.8106156387037986,0.066024445963577,1.0
1.0,0.0469343663739693,0.0,0.0,0.6728808991346086,1.0,0.14189267395894,0.9588884907531304
1.0,0.0193250755145826,0.0,0.0,0.6384500346340127,1.0,0.079650947406363,0.9583129416486807
1.0,0.0342821499898221,0.0,0.0,0.6718008972262751,1.0,0.1348739097896219,0.9620137617791396
0.8408983742365672,0.0,1.0,0.0700524202719202,0.0,0.8185587963882303,0.0123302883204609,1.0
1.0,0.0034205508679951,0.0,0.0,0.6040014452354664,1.0,0.0209155445570534,0.95827198459129
0.8449778432752955,0.0,1.0,0.1846866620399853,0.0,0.7615981544085262,0.0537523783330015,1.0
1.0,0.0164745723134676,0.0,0.0,0.6437151886297084,1.0,0.0308299750125903,0.968657640555424
1.0,0.0404582256583975,0.0,0.0,0.7221392211040244,1.0,0.1486124488194881,0.9749202562268716
1.0,0.0422130456412625,0.0,0.0,0.663986517327341,1.0,0.1131648333642645,0.9701444275737195
1.0,0.0483495652325646,0.0,0.0,0.6233818125908595,1.0,0.0765608298524448,0.958564676563644
0.8543973628008696,0.0,1.0,0.6692376607118489,0.0,0.4506493737651812,0.015519455115666,1.0
1.0,0.0292007212665127,0.0303590912633465,0.0,0.5136836567687632,1.0,0.0,0.9682056328738696
