FACE_NECK_1_x,FACE_NECK_1_y,FACE_NECK_2_x,FACE_NECK_2_y,FACE_NECK_3_x,FACE_NECK_3_y,FACE_NECK_4_x,FACE_NECK_4_y,FACE_NECK_5_x,FACE_NECK_5_y,FACE_NECK_6_x,FACE_NECK_6_y,FACE_NECK_7_x,FACE_NECK_7_y,FACE_NECK_8_x,FACE_NECK_8_y,FACE_NECK_9_x,FACE_NECK_9_y,FACE_NECK_10_x,FACE_NECK_10_y,FACE_NECK_11_x,FACE_NECK_11_y
0.8822574503477163,0.937459646044067,0.981081026915446,0.5226189096568051,0.9231082697022532,0.4636731619290433,0.860586140783347,0.4042245418273927,1.0,0.5504672781153254,0.9601245231844264,0.5100864195486979,0.919834859811211,0.4696227836365743,0.0,0.0,0.1676319885631066,0.1888792775193285,0.1723884535476414,0.9924279423207456,0.2336546619369233,1.0
0.9531952414680332,0.8429623869014773,1.0,0.4031930995266989,0.95551524262442,0.3553739568176863,0.907597461730822,0.3089429364641334,0.9471458926583888,0.4210421788503655,0.8747705294806377,0.3858457511748853,0.8014194648819762,0.3499469001388109,0.0657333660976279,0.0,0.0,0.1384672955028175,0.1945982278371229,1.0,0.1925962330697735,0.9995191744853004
0.7970577943063243,0.9396477677384774,1.0,0.5157827908376555,0.9623441584728938,0.4612915768731424,0.9133256942109496,0.4044651820803979,0.968492050967113,0.5422013088435912,0.927405465860657,0.5057918196177157,0.878332109701443,0.4671877437056662,0.0,0.0,0.0567239143411806,0.1543020709077768,0.0931584111540198,1.0,0.0981329893440831,0.9996682856960838
0.7399424694110684,0.8796504475459211,1.0,0.4966981999179852,0.9542095049341288,0.4502730121022235,0.9054599006289829,0.3980259901865128,0.9910607374375492,0.5065217874363931,0.9405081409912328,0.4708736589277886,0.8844364617311478,0.4313793221866017,0.0792077845217941,0.0,0.0974097471682012,0.1509535727921168,0.0,1.0,0.0104188171821022,0.9730119002167532
0.8780967850939336,0.8991915072099044,1.0,0.5229148716804377,0.945311620020986,0.4818745131584113,0.8884060634444491,0.4330736156136425,0.9957079255170942,0.5101975879517425,0.9411143980128408,0.4646385130179116,0.8827089866791555,0.4136805327415819,0.0,0.0,0.0126272357024715,0.0952277643821011,0.2103235062217295,1.0,0.2113076006473681,0.950769338845878
0.412476650768031,0.4159148894882035,0.5951175169111913,0.0,0.7275824703940851,0.005484243000256,0.8485904318021074,0.0231398889920415,0.2533187646216019,0.0292911941183864,0.165138009829342,0.0518753817690267,0.0874598755916605,0.0797277063427133,1.0,0.2983575938131917,0.0,0.3401630939333732,0.6929666672711821,1.0,0.208746667633884,0.971702232287573
0.3568023199790761,0.4276831896551724,0.6004505972018923,0.0169924568965517,0.7334478945363943,0.0365,0.8339948516287116,0.064394396551726,0.2268908334212808,0.0,0.1220053869767313,0.0079385775862068,0.0431325223807316,0.0248157327586206,1.0,0.3445991379310344,0.0,0.2528987068965517,0.6247287010227914,1.0,0.1522119183418757,0.9197025862068966
0.6026055599651252,1.0,0.9843117656857846,0.6513079141324725,0.9702109729449,0.5983304570578587,0.9476536241683178,0.5377685687318139,1.0,0.6547855080396088,0.9985399457134178,0.6085826570828051,0.9902107769644588,0.5574035703049224,0.408393842294539,0.0,0.5217146328796386,0.1511524649401567,0.0,0.9492639899618917,0.0178440191668871,0.9290872432993952
0.8113279594678272,0.789515539583002,1.0,0.3475859184982781,0.9641431851096424,0.3127610258573085,0.9148330795415908,0.274951704073299,0.9316299017895804,0.3534475517852068,0.8583842080999134,0.3254618270067605,0.7745956794866401,0.2951707647465648,0.0216677609980211,0.0,0.0,0.1324157256183755,0.2344150915280054,1.0,0.1614767419659794,0.9480655716611476
0.3144366415154037,0.4258691201077738,0.5284631133916146,0.0,0.67910931972368,0.0027916624344451,0.8029924729629655,0.01975440641088,0.1781108352191094,0.0325216377895507,0.0890290511989838,0.0556140641622624,0.0214851855163574,0.0752540669421618,1.0,0.3207353908167023,0.0,0.3848890979754846,0.6150733330123509,0.995708260049074,0.1441027510483514,1.0
0.7012006718785545,0.8848559434552509,0.9926452799148264,0.5003355434461654,0.955519150612765,0.4608446609359287,0.9095175884259667,0.420346115645823,1.0,0.4892491879848603,0.9733253150294676,0.4444432972873635,0.9340356261534823,0.4007152753830874,0.0982795208372201,0.0,0.1290463057047449,0.0680172376411605,0.009227961760999,1.0,0.0,0.9705712911092343
0.9510827005736892,0.7928537683167651,1.0,0.3877550213584403,0.9617559877721138,0.3447238425820684,0.9144802863225304,0.2977155067613646,0.946407336724809,0.3878617641419363,0.8776052391918465,0.3479122890594577,0.8025325854298029,0.3050609916404587,0.0403786696675619,0.0,0.0,0.1089171735301617,0.4115248298944853,1.0,0.3642201249470686,0.9616160857421292
0.7331350965264656,0.8678618364877005,1.0,0.4408361238779041,0.9634004873180788,0.402915036270892,0.914759861605718,0.3595031964419629,0.9489734406581328,0.4227155278027338,0.8803335241404814,0.3741322087005591,0.7967498619603155,0.3194530037644508,0.0420755089738459,0.0,0.0116155962047951,0.0449246738589704,0.0853110578652226,1.0,0.0,0.933426021487812
0.4434453169856214,0.4440372411672998,0.6271310574927794,0.0106014360685994,0.7456361638930719,0.0014744955095408,0.848917009127776,0.0,0.3023196936611994,0.027773874091478,0.1999972874367669,0.0366548824136511,0.0969357077303571,0.0521486133374322,1.0,0.1847873344898004,0.0,0.2033870578160339,0.6655680785558283,1.0,0.271523059047984,0.9717331635229792
0.7551647079629105,0.8312595651645815,1.0,0.4041442973399732,0.9678542145624668,0.3691922749908903,0.9343901223453,0.3241613020770071,0.9306200864937862,0.4028980930402041,0.869318821240816,0.3687428640835661,0.8009678300991946,0.3311502489979351,0.1007620456262761,0.0,0.0,0.0534944734604639,0.1352148679281683,1.0,0.0778685230140994,0.968614113931738
0.4952415366580209,1.0,0.9728610024495944,0.7578169394498502,0.9798694941532796,0.7061816434339112,0.9868275650533328,0.6431147092456312,0.9824241482035406,0.7393681204969729,0.992373853451926,0.6797703149225146,1.0,0.6115031955269637,0.7452488896918806,0.0,0.7928251196443586,0.084306139200101,0.0,0.863442961071396,0.0183951898553341,0.8209715664746778
0.8934438760510378,0.8414369944790399,0.9959898865173163,0.4213327546317582,0.934867995531252,0.3704744494672145,0.8635738225436584,0.3218598389689303,1.0,0.4581606117562244,0.9524254718645264,0.4325843316548535,0.8930322808255424,0.411508314543923,0.0,0.0,0.0638325395425413,0.2425673016445178,0.2810489798318222,0.9887870439506682,0.2740930205209619,1.0
0.8887043107968383,0.8042497899456461,0.9490270447740716,0.3107466038114641,0.8671037737235935,0.2455052086044211,0.7736059862105464,0.1935362743421395,1.0,0.3984749682130137,0.9704119685008502,0.3941010045431224,0.9234621623078372,0.3823398196135,0.0,0.0,0.2709083692280552,0.2690238606874912,0.3335636475897858,0.9393742239142234,0.405926426845812,1.0
0.3309349421282399,0.4266087971221953,0.5660286311725958,0.0,0.705163262023484,0.0112241171606425,0.8253040844390778,0.0340543240554592,0.2029396905803487,0.0367847983310736,0.1176691805974984,0.0636110259951225,0.0412000715892543,0.0940796349853297,1.0,0.3820072029113865,0.0,0.4182536717638318,0.6397655678319556,1.0,0.1491231448527096,0.9700130542275128
0.4077495828871652,0.4398657147547435,0.6163195820042678,0.0,0.7278862283718212,0.0083547774432967,0.8158953380707985,0.0226030159822489,0.279677266728089,0.0108052222523001,0.1809330197157981,0.0122359167370598,0.0904268926282482,0.0159594187205721,1.0,0.3305730496731472,0.0,0.3152963635790429,0.6429627349018722,1.0,0.2222843520998273,0.9696836273540956
0.4291073783880576,0.3931751075767226,0.629787828760602,0.0,0.7504345623367705,0.018410490271204,0.8322633054689342,0.0395421491766276,0.2800459456862547,0.0024446576032476,0.1788715355118227,0.0266575925320568,0.0829752015583143,0.0469907990418553,1.0,0.3660287978736504,0.0,0.3065285540509389,0.6718333726404794,1.0,0.2257780631185416,0.9618446929709394
0.9751804929324224,0.8338798300352893,1.0,0.4165745247808717,0.9680091837016956,0.3707344661489775,0.9314403474315924,0.3228630496210533,0.9167104644408176,0.4344902965062339,0.8383792979447319,0.3971611826358087,0.7606912671848497,0.3592093167096662,0.1946142568670299,0.0,0.0,0.1178378218081838,0.3117133689247877,0.9905782274019376,0.254266825260712,1.0
0.8387081642704693,0.7792172430100747,1.0,0.3115182013417872,0.9417172878016746,0.2621255269186595,0.8709219691816966,0.2206374001183327,0.990724019044492,0.3740318925259953,0.9386624293454042,0.3600469236548859,0.8776356216431621,0.3516653598196755,0.0,0.0,0.1404765813729859,0.2303926887540869,0.1725027558224077,0.96522285665151,0.1910371273776297,1.0
0.8402459679774417,0.8624945337933045,1.0,0.4482754249909689,0.9504559752363486,0.4063900220338303,0.8937531809800522,0.3657045438701377,0.9883690854630424,0.4450495708367574,0.939492545034318,0.3991461098564949,0.8872618958223842,0.3525180464041338,0.0,0.0,0.060791135808047,0.0497060395510422,0.1071312357638254,1.0,0.110568780088957,0.9912561818308572
0.4197482906943501,0.4625248141566304,0.6227983073891324,0.0,0.7467303323461952,0.0003441339001768,0.8428966429302507,0.0094343589482559,0.2674744177012703,0.0080865933842194,0.1721024732283387,0.0048953323935121,0.0916663575040318,0.0053910622561462,1.0,0.292249352120903,0.0,0.2559802947379603,0.6803396569822338,1.0,0.2290524128870625,0.9752312115062424
0.4819107342337768,1.0,0.9595392843844232,0.7791983786083644,0.9643800142175196,0.730448936932738,0.9730543989709216,0.6699980756567042,0.9757032598761044,0.745171045871754,0.9866118276293964,0.6790972181763935,1.0,0.6048970123246243,0.7722148877830811,0.0,0.8124978842964016,0.0464861314873761,0.0,0.8665706260471341,0.0149961071053789,0.8093752593008455
0.3840544103417747,0.4549322035381962,0.5998471765543725,0.0157400274862349,0.7212617242207887,0.006665849666049,0.8256297473218016,0.0,0.2611527563418526,0.0474214147532804,0.159890988828303,0.0607563966771417,0.0677639938437694,0.0763257293918889,1.0,0.24074527963305,0.0,0.2540200807079893,0.6289572289169667,0.9888807675137192,0.2011533191477387,1.0
0.6193170947830653,0.9504362546206908,1.0,0.560607340132738,0.9856561710183162,0.5170317796040889,0.963463261874314,0.4664316176160115,0.9667660178630766,0.5458172912676142,0.9319108658658156,0.4960097960562429,0.8878170595402322,0.4396229746692103,0.2641650975219261,0.0,0.2635760389080766,0.0836772061279091,0.0367683338200199,1.0,0.0,0.9480755279007188
0.9180360981662362,0.7621631101571168,1.0,0.313955217336602,0.9490268499949504,0.2725752890895158,0.888839193394026,0.2304690627513925,0.9780987144897636,0.3345717891333605,0.9173868505720592,0.3089111628775892,0.8482636233786844,0.2820114453903899,0.0,0.0,0.08526304146048,0.1478197713209475,0.2958068223899044,1.0,0.2849283182563614,0.9762971378898848
