LEFT_LEG_1_x,LEFT_LEG_1_y,LEFT_LEG_1_z,LEFT_LEG_2_x,LEFT_LEG_2_y,LEFT_LEG_2_z,LEFT_LEG_3_x,LEFT_LEG_3_y,LEFT_LEG_3_z,LEFT_LEG_4_x,LEFT_LEG_4_y,LEFT_LEG_4_z,LEFT_LEG_5_x,LEFT_LEG_5_y,LEFT_LEG_5_z,label
835.6449508666992,805.8135652542114,0.0763838142156601,752.2543716430664,950.711431503296,0.0932940393686294,665.3800392150879,817.0067453384399,0.1527225524187088,669.9892616271973,780.4014158248901,0.1603498309850692,596.7247581481934,805.7555651664734,0.1725002229213714,1
837.1871566772461,812.0429420471191,0.0711873024702072,746.9680023193359,947.7993893623352,0.0874204188585281,633.9200592041016,812.6942682266235,0.1446074098348617,631.4960861206055,785.310308933258,0.1516313850879669,589.3048095703125,810.1375651359558,0.160113587975502,1
829.0679740905762,806.805682182312,0.0678471848368644,738.0549430847168,950.2892088890076,0.0857969373464584,644.4197845458984,820.6530904769897,0.1399770677089691,622.4851226806641,789.9028086662292,0.1468516886234283,577.4549102783203,810.8733487129211,0.1535722613334655,1
809.5763397216797,797.5589489936829,0.0744742304086685,737.713565826416,956.8183708190918,0.0955882221460342,622.8713035583496,823.9504051208496,0.1570845395326614,643.5959243774414,786.8551325798035,0.1645722836256027,570.8340454101562,816.8969249725342,0.1681658178567886,1
802.8046989440918,791.4132571220398,0.0774994641542434,736.2000846862793,952.5570702552797,0.105013370513916,641.411190032959,821.8858981132507,0.1704170405864715,641.1517524719238,786.0310935974121,0.1785755306482315,566.5929222106934,820.0803637504578,0.1876600533723831,1
793.8125610351562,787.6083612442017,0.0731085836887359,740.8407211303711,946.2977600097656,0.1099549382925033,639.2923736572266,822.9782438278198,0.1829324662685394,642.6696395874023,787.2816681861877,0.1919638961553573,575.8098793029785,822.5568580627441,0.2093851119279861,1
786.7449188232422,787.4389314651489,0.0732713267207145,739.4035720825195,946.3128876686096,0.1111667975783348,632.2674751281738,829.7165536880493,0.1817286312580108,634.0743255615234,794.6191620826721,0.1904392540454864,563.8022232055664,832.3495388031006,0.2091023623943328,1
788.5567474365234,792.5955963134766,0.0729972347617149,730.7633399963379,956.9572877883912,0.1000860035419464,633.8540267944336,829.9842166900635,0.1663189530372619,630.9988403320312,795.3742575645447,0.1745504587888717,558.3370971679688,837.3555707931519,0.1836109757423401,1
820.7460594177246,805.4898977279663,0.0700823217630386,738.8528251647949,938.1344890594482,0.1029653251171112,642.4134635925293,821.8363308906555,0.1572369188070297,632.958869934082,794.1095209121704,0.1638923287391662,573.2162475585938,823.1681442260742,0.1674514263868332,1
836.5997886657715,810.0046992301941,0.0714010074734687,736.5759658813477,927.3986792564392,0.105105847120285,653.1145477294922,816.3338541984558,0.1495184451341629,622.3991203308105,800.7647252082825,0.155225858092308,585.6944847106934,811.667582988739,0.155570849776268,1
832.2754669189453,807.2879004478455,0.0724696367979049,737.4159049987793,942.29877948761,0.0929797068238258,622.6678848266602,835.2380204200745,0.1493277549743652,617.8118133544922,811.5184307098389,0.1566107869148254,575.1624298095703,823.0567789077759,0.1597939580678939,1
875.7151222229004,833.0245542526245,0.0688119977712631,752.7878952026367,927.2410941123962,0.0785640627145767,662.9612159729004,819.2548441886902,0.131711721420288,662.138786315918,798.2082796096802,0.1387318223714828,622.5876617431641,798.9071130752563,0.1484765410423278,1
878.2852935791016,841.3322138786316,0.0666366666555404,746.5739250183105,934.17902469635,0.0638499483466148,677.1050262451172,802.8925108909607,0.1087971627712249,681.9411849975586,781.0672903060913,0.1147553399205207,635.7005882263184,783.2445788383484,0.1246290951967239,1
