RIGHT_LEG_1_x,RIGHT_LEG_1_y,RIGHT_LEG_1_z,RIGHT_LEG_2_x,RIGHT_LEG_2_y,RIGHT_LEG_2_z,RIGHT_LEG_3_x,RIGHT_LEG_3_y,RIGHT_LEG_3_z,RIGHT_LEG_4_x,RIGHT_LEG_4_y,RIGHT_LEG_4_z,RIGHT_LEG_5_x,RIGHT_LEG_5_y,RIGHT_LEG_5_z,label
827.508659362793,806.4677882194519,-0.0764671042561531,721.1856079101562,965.8422446250916,-0.1072537526488304,627.0358085632324,830.0366163253784,-0.0326853021979332,623.6837768554688,794.1502690315247,-0.0217927768826484,548.1764602661133,832.4460983276367,0.0071511520072817,1
827.3032379150391,810.954909324646,-0.0712246969342231,714.4613456726074,966.6649961471558,-0.0947947800159454,613.1312942504883,821.8984508514404,-0.0369930416345596,608.4148406982422,790.4378128051758,-0.028438102453947,534.5996475219727,835.9128427505493,-0.0091582275927066,1
827.2555160522461,814.2219042778015,-0.0678820312023162,712.8647232055664,965.1624011993408,-0.0895496234297752,619.5719146728516,821.7181420326233,-0.0229626130312681,612.1119117736816,795.2496957778931,-0.0131077310070395,534.843578338623,829.8359656333923,0.0101023018360137,1
808.6470222473145,803.4007358551025,-0.0744888931512832,712.1617698669434,959.670867919922,-0.091974027454853,610.6689834594727,828.0033946037292,-0.0167965479195117,602.8642845153809,806.082193851471,-0.005872240755707,520.6481552124023,844.6427893638611,0.0144135300070047,1
801.0191917419434,800.6269669532776,-0.0774966329336166,710.6168746948242,965.270676612854,-0.0991303175687789,609.1854286193848,833.4819889068604,-0.0085551729425787,604.7360229492188,808.000123500824,0.0042678448371589,519.3838691711426,850.2041673660278,0.0332731306552886,1
788.4505462646484,796.803982257843,-0.0730948969721794,706.8103408813477,966.192820072174,-0.097367063164711,595.3842544555664,840.8993053436279,-9.324307757196948e-05,586.1907577514648,811.9125866889954,0.0133460443466901,515.5099868774414,857.2103977203369,0.0465055480599403,1
776.414680480957,795.2411985397339,-0.073276400566101,706.9466972351074,972.8219532966614,-0.1052877977490425,595.2243232727051,843.6441707611084,-0.0084388004615902,585.2499389648438,814.4765639305115,0.0051273256540298,511.4781188964844,860.3928065299988,0.0417754538357257,1
786.719799041748,797.7968716621399,-0.0729986950755119,705.5874252319336,971.1063480377196,-0.0922807306051254,589.7374534606934,844.04141664505,-0.010522979311645,582.4671363830566,818.3088827133179,0.0012504446785897,508.24853897094727,863.6392664909363,0.0278517100960016,1
820.4791259765625,818.9108991622925,-0.0700584575533866,709.5423316955566,967.6853084564208,-0.0811002776026725,595.7200241088867,839.6229815483093,-0.0251088701188564,595.2087020874023,808.3385324478149,-0.0165172796696424,522.5168037414551,853.6734867095947,-0.0033807605504989,1
837.3801040649414,826.4725399017334,-0.0714176222681999,714.5466041564941,964.0123128890992,-0.0866352766752243,616.6474342346191,824.5503616333008,-0.0245451629161834,620.8620071411133,795.5118227005005,-0.0152186416089534,553.8210296630859,825.9585213661194,-0.0003242029924876,1
836.3804054260254,819.9071359634399,-0.0724543780088424,717.8546333312988,965.6817626953124,-0.0915074497461319,619.2360305786133,828.2821297645569,-0.0136041939258575,642.3790168762207,784.9732518196106,-0.0020479136146605,552.1392059326172,811.9028663635254,0.0187725722789764,1
886.0040473937988,852.9420161247253,-0.0687645450234413,723.6270332336426,962.143177986145,-0.0967321097850799,671.0586547851562,812.4137949943542,-0.0357810705900192,698.5301971435547,776.2159466743469,-0.0255380626767873,628.1987571716309,775.5095171928406,-0.0002243462076876,1
893.4920310974121,865.9393787384033,-0.0666046813130378,729.7623252868652,970.3503513336182,-0.0998113304376602,691.5937042236328,803.9573049545288,-0.0371634550392627,725.9648895263672,771.1301565170288,-0.0272242072969675,647.9854202270508,768.5119771957397,0.0005813488969579,1
891.0738945007324,870.2240467071533,-0.0627681389451026,727.8024101257324,964.0968346595764,-0.0965329557657241,679.8369598388672,796.9550657272339,-0.042740412056446,690.2554893493652,771.7455625534058,-0.0338910222053527,630.1257133483887,749.8869323730469,-0.0132079115137457,1
906.8931770324708,878.0810308456421,-0.0674296244978904,739.0752983093262,956.4802193641664,-0.1052878275513649,695.8295059204102,799.5981574058533,-0.0578154809772968,731.898021697998,766.1332654953003,-0.0501258373260498,641.7593765258789,747.3989152908325,-0.038574643433094,1
894.5536422729492,883.5379314422607,-0.0691229924559593,730.2065849304199,964.3750548362732,-0.1070775985717773,701.759033203125,805.8014631271362,-0.0367977544665336,717.3232269287109,786.359395980835,-0.0266347229480743,656.700439453125,758.6618757247925,-0.006070121191442,1
892.8885841369629,870.4151701927185,-0.0609964467585086,733.3526229858398,960.2364492416382,-0.1007210090756416,695.5781936645508,804.5014500617981,-0.0106011442840099,710.1211738586426,780.3488230705261,0.0026211387012153,645.0423431396484,759.7713446617126,0.0314101204276084,1
890.1960182189941,868.0331110954285,-0.0668105706572532,729.6805572509766,963.5095596313477,-0.09695415943861,698.1069374084473,801.3151144981384,-0.0238721370697021,698.0256271362305,780.967447757721,-0.0131828188896179,638.9258766174316,772.9418063163757,0.009746516123414,1
875.7064247131348,860.166985988617,-0.0724231153726577,727.2700881958008,970.0465750694276,-0.111010618507862,656.4340209960938,819.2742204666138,-0.0161878410726785,664.7661209106445,792.3048233985901,-0.0035970930475741,603.171558380127,783.4160041809082,0.0173888392746448,1
865.2017211914062,847.5006294250488,-0.0704383924603462,723.2647705078125,965.7012677192688,-0.1084440201520919,657.3294067382812,818.6962795257568,-0.0193201564252376,666.6910743713379,793.6207365989685,-0.0073353648185729,604.6532249450684,783.3450651168823,0.0143059203401207,1
855.5256271362305,841.3951706886292,-0.0695268735289573,716.8437767028809,968.4544372558594,-0.0910018607974052,651.6347694396973,809.119119644165,-0.0233086422085762,645.3432083129883,786.4865970611572,-0.0138152530416846,583.7691879272461,800.2505779266357,0.0009330944740213,1
838.2081985473633,830.455105304718,-0.0703504234552383,712.4179458618164,961.1242818832396,-0.0861305519938469,612.6810836791992,820.0596356391907,-0.0161604136228561,617.1976089477539,790.355544090271,-0.0064618149772286,551.6389846801758,820.8921718597412,0.0089893797412514,1
834.6195602416992,831.3050222396851,-0.0696985870599746,712.9516983032227,965.167293548584,-0.0796213969588279,607.122917175293,824.0745806694031,-0.0103516578674316,610.4129219055176,792.5440335273743,-0.0006131798145361,544.8040580749512,826.228244304657,0.0131514994427561,1
881.9576454162598,850.979733467102,-0.063834547996521,718.4263229370117,963.0095100402832,-0.0876617506146431,633.5467529296875,811.3991475105286,-0.0409743152558803,637.089729309082,785.4146575927734,-0.032928641885519,568.1819343566895,805.1513600349426,-0.0267092976719141,1
889.8365020751953,865.4325699806213,-0.0616230107843875,726.1845016479492,964.0190076828004,-0.0877295508980751,651.9466781616211,818.7356114387512,-0.0434935018420219,656.4860343933105,791.3430261611938,-0.0357272438704967,591.1917114257812,795.5094408988953,-0.0234756115823984,1
885.2597236633301,862.5855445861816,-0.0609216131269931,720.8633422851562,961.4962935447692,-0.0941865220665931,670.308723449707,800.2546977996826,-0.0517685823142528,680.288200378418,773.9870953559875,-0.0441597178578376,617.0605087280273,777.4531316757202,-0.0233940202742815,1
905.8892440795898,873.6585402488708,-0.0678166896104812,762.9918479919434,948.4512948989868,-0.1025881767272949,704.289665222168,803.5531067848206,-0.0544731169939041,714.5372772216797,781.8107986450195,-0.0470089949667453,657.733039855957,769.2536187171936,-0.033951062709093,1
887.2368049621582,867.5711059570312,-0.0616075359284877,724.6025276184082,959.8603177070618,-0.0945764780044555,687.2531890869141,806.6558861732483,-0.0366441458463668,717.3049163818359,771.2184119224548,-0.0280413329601287,640.4546356201172,762.2807335853577,-0.0087153576314449,1
893.6713027954102,871.5144681930542,-0.0619343146681785,724.6919631958008,962.1751070022584,-0.0884575694799423,680.4547119140625,817.5918316841125,-0.0361221805214881,691.9396591186523,793.034234046936,-0.0268694497644901,617.4538421630859,783.0035662651062,-0.0014158189296722,1
861.2017250061035,842.7114701271057,-0.0695011764764785,718.8696670532227,969.4460391998292,-0.1009998172521591,647.3161697387695,810.7591509819031,-0.0259192008525133,637.6148414611816,795.825834274292,-0.015913700684905,578.1869888305664,792.261950969696,-0.0045848609879612,1
852.0554351806641,845.4130125045776,-0.0747191831469535,712.7717971801758,965.1815843582152,-0.0891917794942855,626.1398506164551,824.6250343322754,-0.0153662962839007,633.5987091064453,795.3478646278381,-0.0050889700651168,553.5228538513184,814.2603993415833,0.0103985629975795,1
