BODY_1_x,BODY_1_y,BODY_1_z,BODY_2_x,BODY_2_y,BODY_2_z,BODY_3_x,BODY_3_y,BODY_3_z,BODY_4_x,BODY_4_y,BODY_4_z,label
1027.126235961914,757.6357698440552,0.1250720769166946,1045.528335571289,763.3874988555908,-0.1210227832198143,835.6449508666992,805.8135652542114,0.0763838142156601,827.508659362793,806.4677882194519,-0.0764671042561531,1
1027.4655532836914,755.2188205718994,0.1167791411280632,1046.759033203125,762.977249622345,-0.1166722699999809,837.1871566772461,812.0429420471191,0.0711873024702072,827.3032379150391,810.954909324646,-0.0712246969342231,1
1024.4986724853516,742.3801374435425,0.1098904684185981,1040.7115173339844,756.0685443878174,-0.1122519448399543,829.0679740905762,806.805682182312,0.0678471848368644,827.2555160522461,814.2219042778015,-0.0678820312023162,1
1007.4443435668944,734.433867931366,0.1307514458894729,1030.5818939208984,753.0944466590881,-0.1102805510163307,809.5763397216797,797.5589489936829,0.0744742304086685,808.6470222473145,803.4007358551025,-0.0744888931512832,1
1005.088119506836,734.3741297721863,0.1316648870706558,1024.7148513793943,753.8628029823303,-0.1184932291507721,802.8046989440918,791.4132571220398,0.0774994641542434,801.0191917419434,800.6269669532776,-0.0774966329336166,1
997.1391677856444,734.5610046386719,0.1156928464770317,1020.9607315063477,756.3036346435547,-0.1238884925842285,793.8125610351562,787.6083612442017,0.0731085836887359,788.4505462646484,796.803982257843,-0.0730948969721794,1
992.0018005371094,736.2711381912231,0.1194328218698501,1014.6290588378906,750.8597373962402,-0.1201242506504058,786.7449188232422,787.4389314651489,0.0732713267207145,776.414680480957,795.2411985397339,-0.073276400566101,1
991.267433166504,737.1921873092651,0.1255913376808166,1018.2558059692384,753.5693907737732,-0.1091959401965141,788.5567474365234,792.5955963134766,0.0729972347617149,786.719799041748,797.7968716621399,-0.0729986950755119,1
1004.3815612792968,733.4080195426941,0.1203157231211662,1038.5625457763672,752.3251247406006,-0.1100680530071258,820.7460594177246,805.4898977279663,0.0700823217630386,820.4791259765625,818.9108991622925,-0.0700584575533866,1
1019.0123748779296,731.4723873138428,0.1281751245260238,1048.293800354004,749.445333480835,-0.1035041958093643,836.5997886657715,810.0046992301941,0.0714010074734687,837.3801040649414,826.4725399017334,-0.0714176222681999,1
1015.5522537231444,737.5209403038025,0.135800302028656,1042.99072265625,748.5741090774536,-0.0969368666410446,832.2754669189453,807.2879004478455,0.0724696367979049,836.3804054260254,819.9071359634399,-0.0724543780088424,1
1064.2845153808594,765.6053423881531,0.1465519070625305,1100.1179122924805,785.9315729141235,-0.0742667391896247,875.7151222229004,833.0245542526245,0.0688119977712631,886.0040473937988,852.9420161247253,-0.0687645450234413,1
1074.4987106323242,781.9872450828552,0.1535170674324035,1110.091552734375,808.350248336792,-0.0634216144680976,878.2852935791016,841.3322138786316,0.0666366666555404,893.4920310974121,865.9393787384033,-0.0666046813130378,1
1084.943389892578,790.8289432525635,0.1351827681064605,1120.2325057983398,820.7961273193359,-0.0758046135306358,879.7691917419434,844.8059749603271,0.0628842264413833,891.0738945007324,870.2240467071533,-0.0627681389451026,1
1095.094757080078,819.7801280021667,0.1484117358922958,1126.8479919433594,853.5084986686707,-0.0714609250426292,892.2687721252441,853.2343983650208,0.0675861611962318,906.8931770324708,878.0810308456421,-0.0674296244978904,1
1084.7397994995115,809.5872402191162,0.1221756488084793,1116.3741302490234,840.2616906166077,-0.1027533635497093,884.7793579101562,850.7220482826233,0.069238469004631,894.5536422729492,883.5379314422607,-0.0691229924559593,1
1079.619140625,781.1689352989197,0.1282293200492859,1109.8508834838867,817.9003715515137,-0.074869804084301,879.9732398986816,843.214545249939,0.061027705669403,892.8885841369629,870.4151701927185,-0.0609964467585086,1
1070.5577087402344,767.0296597480774,0.1307910829782486,1107.2816848754885,797.816891670227,-0.0821238383650779,880.0768089294434,840.5162215232849,0.066850796341896,890.1960182189941,868.0331110954285,-0.0668105706572532,1
1048.0688095092771,739.1495132446289,0.1241818815469741,1078.8103866577148,772.6741433143616,-0.1109787747263908,864.7899055480957,825.8548808097839,0.0724365711212158,875.7064247131348,860.166985988617,-0.0724231153726577,1
1039.1994094848633,734.590744972229,0.127490609884262,1067.3162841796875,755.0043940544128,-0.0996563509106636,856.8077659606934,820.0137376785278,0.0704762786626815,865.2017211914062,847.5006294250488,-0.0704383924603462,1
1034.5914459228516,733.042573928833,0.1198788434267044,1066.1322784423828,753.1995677947998,-0.1004629805684089,850.6108474731445,814.3949389457703,0.0695186778903007,855.5256271362305,841.3951706886292,-0.0695268735289573,1
1019.421844482422,727.9806017875671,0.1073958426713943,1042.2216796875,750.5073595046997,-0.1191061958670616,833.9895629882812,805.8037805557251,0.0703631117939949,838.2081985473633,830.455105304718,-0.0703504234552383,1
1019.666862487793,728.8812446594238,0.1033707112073898,1044.807014465332,752.0917725563049,-0.1205474585294723,829.5883941650391,807.6698899269104,0.0696707814931869,834.6195602416992,831.3050222396851,-0.0696985870599746,1
1058.7804794311523,767.2722816467285,0.1563784033060073,1098.7807846069336,790.357346534729,-0.0528325699269771,868.8847160339355,828.7764501571655,0.0638302937150001,881.9576454162598,850.979733467102,-0.063834547996521,1
1068.148956298828,784.2686891555786,0.1400337666273117,1104.5589065551758,810.9834265708923,-0.0620509833097457,880.1761436462402,840.0731420516968,0.061662171036005,889.8365020751953,865.4325699806213,-0.0616230107843875,1
1074.4563674926758,802.2362279891968,0.1442574858665466,1112.0745849609375,826.8450021743774,-0.0640017390251159,878.0958366394043,841.8389582633972,0.0610380321741104,885.2597236633301,862.5855445861816,-0.0609216131269931,1
