LEFT_LEG_1_x,LEFT_LEG_1_y,LEFT_LEG_1_z,LEFT_LEG_2_x,LEFT_LEG_2_y,LEFT_LEG_2_z,LEFT_LEG_3_x,LEFT_LEG_3_y,LEFT_LEG_3_z,LEFT_LEG_4_x,LEFT_LEG_4_y,LEFT_LEG_4_z,LEFT_LEG_5_x,LEFT_LEG_5_y,LEFT_LEG_5_z,label
1.0,0.14921112729686262,0.0763838142156601,0.6509688935255338,1.0,0.0932940393686294,0.28735654481822603,0.21493351032666896,0.1527225524187088,0.30664843622206367,0.0,0.1603498309850692,0.0,0.14887057135535206,0.1725002229213714,1
1.0,0.16451956675039023,0.0711873024702072,0.6360404223581494,1.0,0.0874204188585281,0.17998558652723487,0.16852799721097544,0.1446074098348617,0.1702068624196629,0.0,0.1516313850879669,0.0,0.1527933824053752,0.160113587975502,1
1.0,0.10538844623112996,0.0678471848368644,0.6382817742970219,1.0,0.0857969373464584,0.2661422791526627,0.1917262421754466,0.1399770677089691,0.17896611455732517,0.0,0.1468516886234283,0.0,0.13075011358546362,0.1535722613334655,1
1.0,0.06297724451925113,0.0744742304086685,0.698994373399573,1.0,0.0955882221460342,0.21796413701332878,0.21825468216144683,0.1570845395326614,0.3047716332672151,0.0,0.1645722836256027,0.0,0.1767546482636168,0.1681658178567886,1
1.0,0.032320263977106085,0.0774994641542434,0.7180300864804632,1.0,0.105013370513916,0.3167423269785131,0.21531057937887588,0.1704170405864715,0.3156440008720719,0.0,0.1785755306482315,0.0,0.20446822073291826,0.1876600533723831,1
1.0,0.0020544653957183727,0.0731085836887359,0.7570128978052549,1.0,0.1099549382925033,0.29120052033230504,0.22448404581113734,0.1829324662685394,0.30669237531014815,0.0,0.1919638961553573,0.0,0.22183408906623636,0.2093851119279861,1
1.0,0.0,0.0732713267207145,0.7876523982561497,1.0,0.1111667975783348,0.3070979819855521,0.26610794640726315,0.1817286312580108,0.31520253292562045,0.0451945100953355,0.1904392540454864,0.0,0.2826807389402278,0.2091023623943328,1
1.0,0.0,0.0729972347617149,0.7489640550979525,1.0,0.1000860035419464,0.3280212159925237,0.22747770506056922,0.1663189530372619,0.31561920574243546,0.01690577181418337,0.1745504587888717,0.0,0.27232607597316366,0.1836109757423401,1
1.0,0.0790166938565714,0.0700823217630386,0.6691580959972001,1.0,0.1029653251171112,0.2795510387787781,0.1925139115471428,0.1572369188070297,0.24135526111694292,0.0,0.1638923287391662,0.0,0.20176101191141305,0.1674514263868332,1
1.0,0.07296600735058636,0.0714010074734687,0.6013483126592971,1.0,0.105105847120285,0.26870720529235864,0.12294592794798673,0.1495184451341629,0.14628879916659218,0.0,0.155225858092308,0.0,0.08609742831144933,0.155570849776268,1
1.0,0.0,0.0724696367979049,0.6310589187283682,1.0,0.0929797068238258,0.18476486276688173,0.20702124281404688,0.1493277549743652,0.16587795012035494,0.031334736075212116,0.1566107869148254,0.0,0.11679709496066638,0.1597939580678939,1
