LEFT_ARM_1_x,LEFT_ARM_1_y,LEFT_ARM_1_z,LEFT_ARM_2_x,LEFT_ARM_2_y,LEFT_ARM_2_z,LEFT_ARM_3_x,LEFT_ARM_3_y,LEFT_ARM_3_z,LEFT_ARM_4_x,LEFT_ARM_4_y,LEFT_ARM_4_z,LEFT_ARM_5_x,LEFT_ARM_5_y,LEFT_ARM_5_z,LEFT_ARM_6_x,LEFT_ARM_6_y,LEFT_ARM_6_z,label
0.3677591028421396,0.0,0.1250720769166946,0.0,0.48139250879758355,0.1753095537424087,0.5763682798767237,0.9505487442353735,0.1277747452259063,0.9230443632766383,0.9813389466467421,0.13077974319458,1.0,0.9953056122421657,0.1102090626955032,0.895153235931967,1.0,0.116967111825943,1
0.3172609999023304,0.0,0.1167791411280632,0.0,0.49523318851268355,0.1526608020067215,0.5283484306246724,0.9524272081630828,0.1032318845391273,0.9190155747948375,0.9788976567024952,0.1060449257493019,1.0,0.9926050433472436,0.0873616635799408,0.8744574867455308,1.0,0.0933042243123054,1
0.33950237945410044,0.0,0.1098904684185981,0.0,0.5062214923336269,0.1440366357564926,0.6036291591284434,0.9584198308668214,0.1041620597243309,0.9370870368913664,0.975849942753376,0.1062779799103736,1.0,0.9885834617473421,0.0876440033316612,0.9080812947376656,1.0,0.0944466739892959,1
0.0,0.0,0.1307514458894729,0.03471236599728711,0.5081058727545797,0.165336400270462,0.5825079269213358,0.9515740982655346,0.1209883615374565,0.9389073430972874,0.9783311240444893,0.1224577575922012,1.0,0.9911415798846248,0.1015315726399421,0.8789773013236704,1.0,0.1102661713957786,1
0.0,0.0,0.1316648870706558,0.040666607159655616,0.5141164929547042,0.1645000725984573,0.5832402531138613,0.9510698182972117,0.1101371571421623,0.9343259745679865,0.9732093376030714,0.1113819628953933,1.0,0.9885317850374324,0.088112361729145,0.8862193830409806,1.0,0.0983646586537361,1
0.0,0.0,0.1156928464770317,0.12943588195215727,0.5211092815011216,0.1461068540811538,0.6239424897154091,0.9657842218048731,0.09747826308012,0.9315585501655667,0.9671081623069409,0.1004438921809196,1.0,0.9836884358827411,0.0763794481754303,0.8936361668020771,1.0,0.0858394652605056,1
0.0,0.0,0.1194328218698501,0.10388874976171876,0.5096801660640662,0.1470648944377899,0.6290269528782504,0.9519136946131795,0.0923358723521232,0.9308124736021769,0.9708345841037128,0.0951845422387123,1.0,0.9886171928824957,0.0696844011545181,0.9030840132914207,1.0,0.0801088139414787,1
0.0,0.0,0.1255913376808166,0.13111884835787257,0.5281046168363739,0.1550110876560211,0.6559727755519678,0.9574681679939306,0.1072691157460212,0.9351414254607089,0.9659297113600571,0.1095186397433281,1.0,0.9852498421948622,0.0869466736912727,0.9053759290005616,1.0,0.0961592644453048,1
0.0,0.0,0.1203157231211662,0.17582354270722036,0.5278788202960919,0.1395982950925827,0.5847319414468168,0.9589801557475308,0.099160723388195,0.8789825430661984,0.9611611282312275,0.1035947129130363,1.0,0.9812635479852605,0.0831159502267837,0.9062426598002981,1.0,0.0891707763075828,1
0.13016119577959595,0.0,0.1281751245260238,0.0,0.5242143308773827,0.1553339213132858,0.5143493552168802,0.9588520794471909,0.1283733993768692,0.876365767878077,0.9746877719228261,0.1347082704305648,1.0,0.9876953866459324,0.1136258095502853,0.888736811254396,1.0,0.1185652539134025,1
0.07248531181425617,0.0,0.135800302028656,0.0,0.5264187576101732,0.1707785427570343,0.5064622118402129,0.9670715408324705,0.1474613845348358,0.8766546329723228,0.9690599695708635,0.1532414555549621,1.0,0.9810985333975771,0.133817583322525,0.8986338217597512,1.0,0.1382193118333816,1
1.0,0.0,0.1465519070625305,0.0,0.5180702278388516,0.1808527559041977,0.37531426663167566,0.9743565299594907,0.1611293703317642,0.7490399064952407,0.9779624560314817,0.1662093549966812,0.8712449013667912,0.9848343042897049,0.147624522447586,0.7711041671636042,1.0,0.1524399220943451,1
1.0,0.0,0.1535170674324035,0.0,0.54017215095208,0.1951723247766494,0.3349506580616911,0.9585958024123192,0.1926001161336898,0.6169356230320575,0.9713984608205981,0.2002408802509308,0.6745218572301521,0.9832866721637367,0.1818113029003143,0.599976044646287,1.0,0.1846283972263336,1
1.0,0.0,0.1351827681064605,0.0,0.5093092153990483,0.1681099832057953,0.3113425224169187,0.9435867472060826,0.1647460013628006,0.5506241705235203,0.9669803479434469,0.1741078794002533,0.6277612724590251,0.9848363151571006,0.1543895155191421,0.5701088677351354,1.0,0.156459778547287,1
1.0,0.0,0.1484117358922958,0.0,0.3569750660345869,0.1784099042415619,0.47814366734870495,0.9331463720048073,0.1783341914415359,0.6690954532346453,0.9330532772256414,0.1887781620025634,0.750087200120846,0.9870496962119589,0.1742001473903656,0.6796075307946897,1.0,0.1722156256437301,1
1.0,0.0,0.1221756488084793,0.0,0.43111225487481447,0.1662962436676025,0.45874109813514513,0.9338316151282708,0.1744167059659958,0.7628727299902879,0.9347870094296906,0.1867414116859436,0.8748935968546626,0.9782232458183466,0.165603682398796,0.7657909558693556,1.0,0.1656836867332458,1
1.0,0.0,0.1282293200492859,0.0,0.5502456323385758,0.1497687548398971,0.24058959481518594,0.9425225321430918,0.1403532773256302,0.6344424408523405,0.965084445359529,0.1493542343378067,0.7435622738743648,0.983937193103625,0.1312884390354156,0.6299447485748457,1.0,0.1327186673879623,1
1.0,0.0,0.1307910829782486,0.0,0.5504159697236991,0.1487548649311065,0.3844983938990027,0.9690443859642696,0.1276870667934417,0.6607696173764839,0.9760344341677122,0.13457852602005,0.7408736315363903,0.9820333288192163,0.115811750292778,0.698962043572319,1.0,0.1191622763872146,1
0.6719941660156823,0.0,0.1241818815469741,0.0,0.5485940411419933,0.1420966237783432,0.5132054853902042,0.9458921586745584,0.11444853246212,0.7459010841638031,0.981546970131111,0.1218219324946403,0.8149583899648201,0.995669121125243,0.0987062975764274,1.0,1.0,0.1039165034890174,1
0.5476528596999956,0.0,0.127490609884262,0.0,0.5317067142176165,0.1493859887123108,0.4714690515664132,0.9577938242615779,0.1265685856342315,0.889191991915296,0.9545032429126995,0.1339327991008758,1.0,0.9768725192640736,0.1110894232988357,0.9111475128305055,1.0,0.1162485107779502,1
0.4528820508042271,0.0,0.1198788434267044,0.0,0.51597638226822,0.1384085267782211,0.5366239998136493,0.9516030870019628,0.1156612187623977,0.8810520737488269,0.9552690611537383,0.1239099875092506,1.0,0.976533623084962,0.1010840907692909,0.8924166365785768,1.0,0.1055955663323402,1
0.16403143825523872,0.0,0.1073958426713943,0.0,0.5420676702735246,0.128553107380867,0.4348919221281122,0.9568230331465201,0.0984418019652366,0.853359886659555,0.9661317689048189,0.1046383753418922,1.0,0.9855132740096203,0.0817694664001464,0.862047270912518,1.0,0.0880052000284195,1
0.15863619297694564,0.0,0.1033707112073898,0.0,0.5184138147503076,0.1183988377451896,0.4864707868644175,0.9541530306955038,0.0758672282099723,0.8666937431964274,0.9670995898105123,0.081239528954029,1.0,0.9865502798833072,0.0586593933403492,0.8500936265469592,1.0,0.0651939958333969,1
1.0,0.0,0.1563784033060073,0.0,0.5190672798761912,0.1799116283655166,0.33966977408963883,0.971118268867949,0.1597931981086731,0.6184674787209079,0.964655142556631,0.1658095270395279,0.7244917550184568,0.9811199276689829,0.1522864699363708,0.6511487509866246,1.0,0.1532215029001236,1
1.0,0.0,0.1400337666273117,0.0,0.5239873299044323,0.1619410365819931,0.3534671337873377,0.9543219499797782,0.1354526877403259,0.6547899550312032,0.9678532742186193,0.1394676268100738,0.7376532622530164,0.9772171504992266,0.124645285308361,0.6698476609288828,1.0,0.1283140480518341,1
1.0,0.0,0.1442574858665466,0.0,0.5179916257714722,0.1756732612848281,0.32254848715696194,0.9557624302041695,0.1750992089509964,0.6070562892061622,0.9698139653522863,0.1853217035531997,0.7378030333405013,0.9894165411775266,0.1685418784618377,0.6258205729157168,1.0,0.1682333797216415,1
1.0,0.0,0.1465093195438385,0.0,0.3055774424957492,0.1802816390991211,0.47098067437385527,0.9384289105295494,0.1754880100488662,0.6977903862963181,0.9635524181611631,0.1839454025030136,0.7994035834411783,1.0,0.1683541387319564,0.7035800436733824,0.9959135746577167,0.1685937047004699,1
1.0,0.0,0.1254684180021286,0.0,0.49996579586880147,0.1653605103492736,0.2889952153110048,0.94507429844968,0.1720683425664901,0.5783569995369656,0.9339732886965498,0.1822915077209472,0.7432821423059153,0.9734991109284802,0.1640543490648269,0.6115777897823739,1.0,0.1648937612771988,1
1.0,0.0,0.1352879554033279,0.0,0.5183580655518366,0.1643557399511337,0.2843441937545141,0.944798938908261,0.1640227735042572,0.5508495626567844,0.9843341460941193,0.1727258414030075,0.6273130459679643,0.9965476038254137,0.1561895310878753,0.5517312647779892,1.0,0.1574067175388336,1
0.5315764683557584,0.0,0.1268031448125839,0.0,0.5242328263901149,0.1455677598714828,0.4661497954992883,0.9472684147680107,0.1139294654130935,0.847015848381445,0.9529566438905565,0.1189343407750129,1.0,0.980991464624041,0.0972183123230934,0.8909182708761776,1.0,0.1036246195435524,1
0.32021557235106896,0.0,0.1378244906663894,0.0,0.5479057677807333,0.1536192148923874,0.49456375730307983,0.975498063172013,0.1148393526673317,0.8485782258978135,0.9627909756824936,0.1207794472575187,1.0,0.9774171514197071,0.0982482731342315,0.8896243667966726,1.0,0.1042339354753494,1
0.33826344483298515,0.0,0.1315839141607284,0.0,0.5150733792745205,0.1554833352565765,0.5127538997725025,0.9575382441113768,0.1252620369195938,0.8549156625104007,0.9659783908666874,0.1306463032960891,1.0,0.9860651110914643,0.1079692840576171,0.8854127271352021,1.0,0.1145387515425682,1
0.7491958275246777,0.0,0.1447158902883529,0.0,0.52061337245714,0.1674843579530716,0.4904177357323841,0.9772174793151012,0.1454462856054306,0.8499384326637822,0.969929114405233,0.1519425809383392,1.0,0.9780375211096964,0.1338507086038589,0.9048364261653093,1.0,0.1368835568428039,1
1.0,0.0,0.1384972929954528,0.0,0.531058996549748,0.1593597680330276,0.3196661677206078,0.963418133665332,0.1330003440380096,0.7004785046564636,0.9633194909738214,0.1385898441076278,0.8148866161566207,0.9777400062623176,0.1245937645435333,0.7328308704740427,1.0,0.1262016147375106,1
1.0,0.0,0.1339809894561767,0.0,0.5150806138826787,0.1613055765628814,0.4549404194429708,0.958589012673077,0.1363748013973236,0.6975034474883055,0.972686982269045,0.1410969197750091,0.7857158923587714,0.9843821441747673,0.1240239664912223,0.7202162098564401,1.0,0.1284780502319336,1
1.0,0.0,0.1414111405611038,0.0,0.5090845655438084,0.172547772526741,0.42645238733041496,0.9420122452769298,0.1599675267934799,0.7083730345765332,0.9727833197879143,0.1664194166660308,0.8166802865949389,0.9910113499295059,0.1524989604949951,0.7193644862348302,1.0,0.1537293046712875,1
1.0,0.0,0.1433396637439727,0.0,0.30377666019584404,0.1833301931619644,0.44033685657815635,0.9451112760764278,0.1957733035087585,0.6464309243504925,0.9554953780668146,0.209019050002098,0.7723081550227741,0.9860604307453528,0.1952536851167678,0.6934920225716839,1.0,0.1906888335943222,1
1.0,0.0,0.1318093389272689,0.0,0.4213226617928393,0.1827462017536163,0.35383015215908953,0.9521844355514949,0.2127078175544738,0.5363191139092295,0.9523867864369683,0.2268510460853576,0.6615841352280338,0.9747448018919557,0.2077116519212722,0.5840346611377851,1.0,0.2057603448629379,1
1.0,0.0,0.1376855820417404,0.0,0.5236051298945973,0.1704030036926269,0.36940180620547824,0.9410200212660612,0.1542390137910843,0.7116449584215075,0.9688122767112971,0.1611752957105636,0.8237906470746028,0.9934698596006012,0.1418544352054596,0.6945366755089267,1.0,0.1455319672822952,1
1.0,0.0,0.1248623356223106,0.0,0.5239174148738235,0.1493221819400787,0.3848684305698208,0.9538492370440593,0.1262169629335403,0.746379851577537,0.9609564189428516,0.1312637776136398,0.857236680313047,0.9814460762240459,0.1132450252771377,0.7472738582608821,1.0,0.1176145300269126,1
0.6008959571212409,0.0,0.1450031548738479,0.0,0.531657082848243,0.1751019954681396,0.5022555067580036,0.9709765006345517,0.1452886015176773,0.8739953839471567,0.964279955004563,0.1494891792535781,1.0,0.9855351205646986,0.1285007745027542,0.8840138651919522,1.0,0.134982019662857,1
0.5686375253166356,0.0,0.1339287161827087,0.0,0.5014616401496329,0.1567197442054748,0.5156905187301717,0.94712094079998,0.1216736584901809,0.8626089320105093,0.9773744230162227,0.1232409328222274,1.0,0.9952472475100235,0.1041042432188987,0.8776845587528412,1.0,0.1119316592812538,1
0.5226725695952491,0.0,0.1277869194746017,0.0,0.5100483644658352,0.1466628015041351,0.5692169746557026,0.9533070477295347,0.110339768230915,0.8839346007817703,0.9724559271946253,0.1135500445961952,1.0,0.9880739654942655,0.0944748893380165,0.8997968533281032,1.0,0.1007404699921608,1
1.0,0.0,0.1482182592153549,0.0,0.5164168748841576,0.1870380192995071,0.043047620139724296,1.0,0.1673154830932617,0.6007946723696533,0.9672708151115503,0.1722200065851211,0.7681918910163601,0.9711314108746727,0.1535280793905258,0.7037867342463074,0.9949250171663824,0.1584073156118393,1
1.0,0.0,0.1377098560333252,0.0,0.5363989340363349,0.1710999011993408,0.3258066703303744,0.9730814723543547,0.146405354142189,0.5797285048496535,0.9783921873905548,0.1504328548908233,0.6402118290237165,0.9811768901115002,0.1317807883024215,0.5831097043100926,1.0,0.1376565247774124,1
1.0,0.0,0.133060336112976,0.0,0.5144101399504297,0.1716718524694442,0.2899454004152632,0.9596531365966713,0.1619719117879867,0.5632912087710874,0.9733686326657183,0.1680046021938324,0.6492059074480272,0.9856799586190141,0.1492133140563964,0.5755623830466634,1.0,0.1536840945482254,1
1.0,0.0,0.1394587457180023,0.0,0.4511493354839402,0.1747088879346847,0.3953183859393959,0.9503533528523604,0.1763547211885452,0.6416512469795034,0.9622989228463574,0.1873982101678848,0.7630103050679874,0.9948682092513099,0.1722204685211181,0.653310500851737,1.0,0.1701443791389465,1
1.0,0.0,0.132668912410736,0.0,0.3187121281573573,0.1799868643283844,0.4093960399818744,0.8488275429134357,0.2081681340932846,0.636449027752654,0.8699163873622309,0.2234041839838028,0.8349013314569355,1.0,0.2098694145679474,0.6487230592807842,0.9107111502681167,0.2031795531511306,1
1.0,0.0,0.1569820344448089,0.0,0.46731602916656256,0.1978889852762222,0.4615473128161493,0.9468302515989341,0.211225539445877,0.655268006788933,0.9624134584276915,0.2236257940530777,0.7647342037012084,0.986167284672621,0.2081586271524429,0.7176008006213567,1.0,0.2049679160118103,1
1.0,0.0,0.1314993649721145,0.0,0.46424285538735705,0.1842964142560959,0.2935832970422938,0.9165274609648019,0.2066265791654586,0.7231399964316467,0.8718731519243044,0.2211783677339553,0.8889532641789236,0.9444065228911775,0.2032847106456756,0.6361182467496288,1.0,0.1997259259223938,1
1.0,0.0,0.1224078983068466,0.0,0.5195338534868522,0.1454142779111862,0.3023821121456807,0.9577580951825463,0.1048230901360511,0.6357724300728732,0.9662123088457171,0.1060444861650466,0.7749030481293441,0.9835834399697844,0.0857938453555107,0.6751995241396107,1.0,0.0948218181729316,1
1.0,0.0,0.1411299109458923,0.0,0.44951834218214454,0.1747527122497558,0.33585665035973145,0.9664895295765206,0.1737785190343856,0.5544689521610641,0.9527293943011788,0.1845032125711441,0.6742003450636038,0.9755358750865006,0.1702522933483123,0.5804007658267151,1.0,0.1677415370941162,1
1.0,0.0,0.140821486711502,0.0,0.14563926706930086,0.1950551718473434,0.4951581366471139,0.8511218112763806,0.2303513139486313,0.6709015595896695,0.8133833870091419,0.2437045574188232,0.8467422831354888,1.0,0.2277225106954574,0.7852637464130056,0.9924059885929052,0.2246577441692352,1
1.0,0.0,0.1513240933418274,0.0,0.42272368319835824,0.1924706548452377,0.32814406813619834,0.9527248419390113,0.1949155926704406,0.5986980390442564,0.9682729019247762,0.2045801132917404,0.7568750022767919,0.9941371617864859,0.187942698597908,0.6469332517330937,1.0,0.1879298239946365,1
1.0,0.0,0.1515993922948837,0.0,0.44019089146598644,0.191156804561615,0.3355416100422316,0.9291542684269192,0.1975277811288833,0.6147758221136149,0.9561669258756877,0.2083906084299087,0.9005854798794987,1.0,0.1923099011182785,0.6379773599814145,0.9823027703408066,0.1907180249691009,1
1.0,0.0,0.1435592472553253,0.0,0.49056915167722204,0.1737245172262191,0.36121565639912034,0.9326393568590621,0.157473474740982,0.7156336581501743,0.9754229264559258,0.164207324385643,0.7916661928964797,0.9954947812643878,0.1435892283916473,0.6883463904396973,1.0,0.1480302959680557,1
1.0,0.0,0.1239689588546752,0.0,0.5463587853175185,0.1461551338434219,0.2329145244146257,0.9662756314791994,0.10225510597229,0.5189547326707779,0.9709459715668001,0.1033369377255439,0.5836697021105101,0.9791152562460176,0.0817373469471931,0.5163959466749855,1.0,0.0916967540979385,1
1.0,0.0,0.1103092655539512,0.0,0.5275825491360295,0.1286531537771225,0.306177618880498,0.9759926193754973,0.0955883637070655,0.7276907132830314,0.9677015559935989,0.098514899611473,0.8362898096157216,0.9805848016689249,0.0785842761397361,0.7049125943147913,1.0,0.0861249193549156,1
0.5510809849943318,0.0,0.1132927909493446,0.0,0.5276726172081915,0.1362628489732742,0.37523897046492755,0.9550215726663517,0.1019398421049118,0.8498997162540164,0.9714113138421919,0.1049532741308212,1.0,0.9894555600521853,0.083547443151474,0.8538406326931787,1.0,0.0913548693060875,1
1.0,0.0,0.1507981121540069,0.0,0.5220942232316805,0.1938557028770446,0.3264484637120383,0.969903395770988,0.1890376955270767,0.6797246900694894,0.9686384464099276,0.1945598572492599,0.8516120204668686,0.9705884134058278,0.1777269393205642,0.786733447038159,1.0,0.1814099252223968,1
1.0,0.0,0.1306331902742386,0.0,0.5451809428099332,0.1657675802707672,0.30814808626928963,0.983247096988462,0.1455593854188919,0.6534311107663564,0.9763966150471712,0.1490958780050277,0.8146833222448627,0.9803602793361144,0.1310016512870788,0.7075120158241907,1.0,0.1371658891439438,1
1.0,0.0,0.1334106475114822,0.0,0.5284461558836601,0.1659876257181167,0.26825629848522703,0.9645043250821559,0.1412292569875717,0.5931971853366114,0.967933810392939,0.1449963152408599,0.7183961067143491,0.9787307815419402,0.1264079958200454,0.6522747593377399,1.0,0.132310077548027,1
1.0,0.0,0.1289199590682983,0.0,0.5073266323042646,0.1628623306751251,0.2153150137367263,0.9535167086001171,0.1478019058704376,0.4713152989693989,0.9612848697510716,0.154039591550827,0.5749934138983581,0.9785735746857904,0.1350292861461639,0.5136366967679573,1.0,0.1392168253660202,1
1.0,0.0,0.1306278705596923,0.0,0.48415073514953855,0.1632201075553894,0.31225435699720394,0.9582743270474435,0.1512288302183151,0.6022340392517659,0.9789184963476956,0.1591292470693588,0.6851936027397004,0.9856042668621131,0.1417952179908752,0.6202516625684326,1.0,0.1438133865594864,1
1.0,0.0,0.1294127404689788,0.0,0.3369426151338868,0.1696212887763977,0.41774688673339533,0.9456594890768896,0.1784023195505142,0.6416938690804785,0.9507504868202553,0.1900635063648224,0.7390609311238991,0.9800549663860975,0.1738760769367218,0.680859865675097,1.0,0.1718515008687973,1
1.0,0.0,0.1371925473213195,0.0,0.32389532751257394,0.1768558770418167,0.42513574321688546,0.9548747605215436,0.1886749565601349,0.6105968112659784,0.9304622619293537,0.2009506970643997,0.7037484428164407,0.9711445398911935,0.1878227889537811,0.656576072212827,1.0,0.1835412681102752,1
1.0,0.0,0.1415628492832183,0.0,0.12148998432131664,0.1834919303655624,0.44551478943398237,0.8989198972112309,0.2134093940258026,0.7724769795370129,1.0,0.2278325706720352,0.7723353396333917,0.9784205849224248,0.2165433466434478,0.6975526534405769,0.9825468520939803,0.2093958705663681,1
1.0,0.0,0.1221654787659645,0.0,0.18721509993055827,0.1622361242771148,0.4836021353140535,0.92489427480685,0.1762382239103317,0.8122628546561712,0.9453254036917581,0.1869120448827743,0.775756257060337,1.0,0.1763594299554824,0.7002214598466179,0.9948318850107836,0.1719918400049209,1
1.0,0.0,0.0967292338609695,0.0,0.4194100439573046,0.133048728108406,0.4376888423486807,0.9221423841232274,0.1310962438583374,0.8519825037904775,0.875121104199148,0.136527806520462,0.9565452621704462,0.9400845773997925,0.120827741920948,0.6859910337380193,1.0,0.1240314990282058,1
1.0,0.0,0.1549891084432602,0.0,0.46727586648734165,0.1887065917253494,0.4444913859904253,0.914701731453681,0.19501394033432,0.7740486375747025,0.9632654904863605,0.2051750123500824,0.8781428131667498,0.9893271731204782,0.1901203840970993,0.8020465570499008,1.0,0.1885063648223877,1
1.0,0.0,0.1006682366132736,0.0,0.5291308359838222,0.1237284988164901,0.2131556085404288,0.9494326745622533,0.1133255213499069,0.5420775284247682,0.9716839439274355,0.121794655919075,0.6638595957225988,0.9875713970719272,0.1004282310605049,0.5673475081961018,1.0,0.1042125076055526,1
1.0,0.0,0.1251912415027618,0.0,0.5441840022287174,0.1469199657440185,0.3490043703181925,0.9925839354244129,0.1121158897876739,0.7126446358194409,0.9697792775765344,0.1156857907772064,0.8092359896081862,0.9733852079963471,0.0944431945681572,0.711723107142226,1.0,0.1020636186003685,1
1.0,0.0,0.1175225228071212,0.0,0.5148086308586441,0.1407536417245865,0.23493285262967584,0.9588720553675698,0.1096030697226524,0.7003896501258847,0.9739724238924736,0.1129230409860611,0.8721343021133939,0.9915281669856602,0.0915739461779594,0.7329145608233839,1.0,0.0994049981236457,1
1.0,0.0,0.1316651403903961,0.0,0.5292761856621684,0.1623453497886657,0.19472683037776048,0.969572422640763,0.1301797181367874,0.641013005451677,0.9717357890861934,0.1334597468376159,0.7837076909292668,0.9825282405169004,0.1126307100057601,0.6524780657922862,1.0,0.1199378073215484,1
0.5668370986446412,0.0,0.133006289601326,0.0,0.5424454741012033,0.1613820195198059,0.37369236961554625,0.9605526062784767,0.1384869515895843,0.8624522279032808,0.9774468728195274,0.1428248733282089,1.0,0.9930144469917915,0.1238501742482185,0.8447979723509577,1.0,0.1293064802885055,1
0.6273414627213566,0.0,0.1268335133790969,0.0,0.5305303597612282,0.1550324410200119,0.49489070805264385,0.9531244162538083,0.127165213227272,0.8538166908274358,0.9720922620671186,0.1319923996925354,1.0,0.984382299410344,0.111756719648838,0.8896421363804401,1.0,0.117300733923912,1
1.0,0.0,0.1366781443357467,0.0,0.519711472080935,0.1654766649007797,0.37801450774381445,0.9774957148973731,0.1465171128511428,0.8024102452434743,0.9731440171041492,0.1521180123090744,0.9454054274748904,0.9827975269832465,0.1338591277599334,0.8506219548708457,1.0,0.1379685252904892,1
1.0,0.0,0.1302731782197952,0.0,0.5428827983984963,0.1621224731206894,0.23504382877983238,0.9814489408661998,0.1487840712070465,0.5928344162076384,0.9623246695209688,0.1548914909362793,0.7050267858700899,0.9743420199072707,0.1369171738624572,0.6276531389782397,1.0,0.1406057924032211,1
1.0,0.0,0.1184282526373863,0.0,0.533683962367892,0.1479783207178115,0.3607755978876637,0.9673726706133333,0.1185216829180717,0.6666914303284652,0.9724943599296684,0.1224381402134895,0.7565505044564274,0.9830340665263996,0.1019499376416206,0.6821707825936221,1.0,0.1090864688158035,1
1.0,0.0,0.1356774121522903,0.0,0.5309147010706372,0.1727713644504547,0.24714746205408572,0.9309747561556462,0.1694167256355285,0.4933474874626139,0.9574532502226173,0.1764654666185379,0.8181696815966891,0.9927722669759158,0.1582827866077423,0.554668171081219,1.0,0.1613233536481857,1
1.0,0.0,0.1315522044897079,0.0,0.4862426447704589,0.1763911694288253,0.32783393448219683,0.9543812922043614,0.1760951876640319,0.5703511154651119,0.9707188583380981,0.1853141188621521,0.6713515459173834,0.986193790847308,0.1668816357851028,0.6001822000564049,1.0,0.1681075096130371,1
1.0,0.0,0.1227701529860496,0.0,0.506874948882274,0.1570092737674713,0.2782433974053967,0.9541537185551496,0.1509332805871963,0.796739834555346,0.9831470764359516,0.1581043601036071,0.8885684967237831,0.9940298605611182,0.1369294375181198,0.742907262710747,1.0,0.1419642120599746,1
1.0,0.0,0.0928541496396064,0.0,0.5307797896847659,0.122399128973484,0.22502485442408748,0.94433410122664,0.1194507405161857,0.6187118307058657,0.9837906874037646,0.1280137449502945,0.6868863324338399,0.9929759645416321,0.1061030477285385,0.5797850684088435,1.0,0.1102434694766998,1
1.0,0.0,0.1162666454911232,0.0,0.5525062773143703,0.1366603672504425,0.17459675495379637,0.9569211706646404,0.1107275560498237,0.5705005714389583,0.9767925498530053,0.1159970834851265,0.6268992108916538,0.9823506107193268,0.0949988365173339,0.5135384454588212,1.0,0.101240150630474,1
1.0,0.0,0.1230960041284561,0.0,0.5399418595701918,0.1459308415651321,0.21911999122465126,0.9672124478572262,0.120679035782814,0.5417564233919057,0.9819857756785065,0.1257353574037552,0.6721357004992147,0.9873178805277204,0.1049710512161254,0.566703152824094,1.0,0.1112162917852401,1
1.0,0.0,0.133171871304512,0.0,0.5332380754675273,0.1526529639959335,0.3241335448486682,0.974461831639251,0.1033991202712059,0.6371915535736797,0.9730288566367868,0.1057720109820365,0.7673992319671898,0.9809016317545461,0.0834217965602874,0.6723866087579011,1.0,0.0921929106116294,1
1.0,0.0,0.1311755180358886,0.0,0.5144560864899407,0.1507763564586639,0.3989113254367119,0.9709996145043609,0.105535939335823,0.8268248538833851,0.97547900437937,0.1089519336819648,0.9383839679840138,0.9822484467304066,0.0860765874385833,0.8158371028371602,1.0,0.094221606850624,1
0.4697643102341566,0.0,0.1183395758271217,0.0,0.5349890210662415,0.1432308554649353,0.4861607267449991,0.9491207046067155,0.1223685517907142,0.8686856353436972,0.9672577295455669,0.1284604221582412,1.0,0.9800006237847858,0.1086550503969192,0.8788304819848739,1.0,0.1129740178585052,1
0.2902188697910226,0.0,0.1171293184161186,0.0,0.5308067175015161,0.1406233161687851,0.4945036827069719,0.9602050717808275,0.1176420971751213,0.8751779525861386,0.9688168063029968,0.1223812103271484,1.0,0.9795511313616707,0.1031222641468048,0.8797785619845716,1.0,0.1082893759012222,1
