RIGHT_ARM_1_x,RIGHT_ARM_1_y,RIGHT_ARM_1_z,RIGHT_ARM_2_x,RIGHT_ARM_2_y,RIGHT_ARM_2_z,RIGHT_ARM_3_x,RIGHT_ARM_3_y,RIGHT_ARM_3_z,RIGHT_ARM_4_x,RIGHT_ARM_4_y,RIGHT_ARM_4_z,RIGHT_ARM_5_x,RIGHT_ARM_5_y,RIGHT_ARM_5_z,RIGHT_ARM_6_x,RIGHT_ARM_6_y,RIGHT_ARM_6_z,label
0.0,0.0,-0.1210227832198143,0.0346833826823957,0.5013501930721427,-0.1478046029806137,0.538069276683743,0.9563294536692448,-0.1190631315112114,0.9761420783005123,1.0,-0.1417823880910873,1.0,0.978601626354019,-0.1219168975949287,0.8250986981247357,0.9684519462459157,-0.1108118668198585,1
0.0,0.0,-0.1166722699999809,0.0325408800766316,0.5070601953871516,-0.1449879109859466,0.4947824391567133,0.9584564202163673,-0.1186494082212448,0.960950943908042,1.0,-0.140535831451416,1.0,0.9811839100189749,-0.119095541536808,0.8342756872684733,0.9715458147912747,-0.1098775044083595,1
0.0,0.0,-0.1122519448399543,0.05619090590063669,0.5067517346554647,-0.1417172998189926,0.5604391637840277,0.9551556270426589,-0.1123738214373588,0.9716268110492806,1.0,-0.1329222470521927,1.0,0.9784946035317675,-0.1120129898190498,0.8496094650824686,0.9647603993771501,-0.1038111224770546,1
0.0,0.0,-0.1102805510163307,0.17457849089484292,0.4947369424055888,-0.1433247774839401,0.6317438388754403,0.9414556472029664,-0.1062304601073265,0.9915812135885769,1.0,-0.127728521823883,1.0,0.9708180799639605,-0.1056654155254364,0.8596208565703205,0.9568992783990585,-0.0972318649291992,1
0.0,0.0,-0.1184932291507721,0.15565955851208169,0.5049736503897546,-0.1512755751609802,0.6240443571066514,0.9379242254958317,-0.1176455840468406,0.9864022692395826,1.0,-0.1418645530939102,1.0,0.9691156304424108,-0.1192635595798492,0.874181497503698,0.9525634360408419,-0.108589194715023,1
0.0,0.0,-0.1238884925842285,0.22635205832468716,0.5342307630040959,-0.1566734164953231,0.6312854230720264,0.9664718548139034,-0.1308258771896362,0.9818203635927282,1.0,-0.1564352065324783,1.0,0.975375458023712,-0.1323754638433456,0.8673133854396053,0.9657498097751295,-0.12156493216753,1
0.0,0.0,-0.1201242506504058,0.23035896330799624,0.5143745303674971,-0.1600552648305893,0.6512712765810492,0.9635881941439058,-0.1398909986019134,0.9819606640531138,1.0,-0.1660460829734802,1.0,0.9790655171925263,-0.1409956365823745,0.8768203028519804,0.9706195500242327,-0.130267396569252,1
0.0,0.0,-0.1091959401965141,0.19407824165831852,0.5050781287695938,-0.1451651751995086,0.653942274222307,0.9494731012505535,-0.1171445101499557,0.9809162528681741,1.0,-0.1413703560829162,1.0,0.9734859166633606,-0.1168849691748619,0.8770823121567957,0.9633218853839746,-0.1076243594288826,1
0.0,0.0,-0.1100680530071258,0.1538447745671995,0.5283687322905818,-0.1370399296283722,0.6078840964309088,0.9637520509130046,-0.0958112850785255,0.9651876888319093,1.0,-0.1163367107510566,1.0,0.9753280798153057,-0.0917583405971527,0.8383141625052671,0.9654685888923351,-0.0857209935784339,1
0.0,0.0,-0.1035041958093643,0.08685702419271069,0.4970312625850933,-0.1302785575389862,0.5435863357906737,0.9552576075945947,-0.0932148024439811,0.9675817672100469,1.0,-0.1131180897355079,1.0,0.9738211694813116,-0.0884297266602516,0.8072266638978266,0.9593577735899251,-0.0830020681023597,1
0.0,0.0,-0.0969368666410446,0.15081616002397327,0.5128609304560638,-0.1178261414170265,0.5817797339223968,0.9531849965241451,-0.0700023919343948,0.9662084034048757,1.0,-0.0877684876322746,1.0,0.9811990359515277,-0.0650129243731498,0.828712774204052,0.9688673864888185,-0.0603425428271293,1
0.9453100872551482,0.0,-0.0742667391896247,0.0,0.4762071928640055,-0.0801218450069427,0.522456156243952,0.9583352644744776,-0.0325563214719295,0.9296955746527747,1.0,-0.0453358925879001,1.0,0.9792238441024202,-0.0270762350410223,0.8224981573063278,0.9669975285568801,-0.0238825399428606,1
1.0,0.0,-0.0634216144680976,0.0,0.44570437783892003,-0.0665695741772651,0.46395418742803574,0.9614459702934285,-0.027292214334011,0.8310440633523201,1.0,-0.0389990285038948,0.8771860999874328,0.9596947940239535,-0.0246616341173648,0.7198752110102338,0.9481220389756274,-0.0201260969042778,1
1.0,0.0,-0.0758046135306358,0.0,0.43569245896020387,-0.074848748743534,0.45332319623759393,0.9636719924361576,-0.0345970056951046,0.742149874511046,1.0,-0.0466216132044792,0.7851213625161106,0.9667869212927663,-0.0300068296492099,0.6698199063920239,0.9607596664822182,-0.0266926027834415,1
1.0,0.0,-0.0714609250426292,0.0,0.3600556630625518,-0.0878903195261955,0.4213873271255575,0.9460415623548092,-0.0627503246068954,0.6284931186294241,1.0,-0.075067289173603,0.7058704183838481,0.9723033411369888,-0.0581284426152706,0.6261866739025717,0.9508387801038383,-0.0550505146384239,1
1.0,0.0,-0.1027533635497093,0.0,0.40498178572489185,-0.0979969799518585,0.402065935354427,0.9631837365001542,-0.052848856896162,0.7296956629362794,1.0,-0.0659235641360282,0.7760057714605801,0.9663741218706589,-0.0537453293800354,0.6732512995557408,0.9527179526098886,-0.0467842631042003,1
1.0,0.0,-0.074869804084301,0.0,0.4421801720616364,-0.0754243284463882,0.46549557026337457,0.951876039882393,-0.0444787144660949,0.7692539838734784,1.0,-0.0581923499703407,0.8033354255324265,0.9470220573410219,-0.0410171039402484,0.6860946883292202,0.9348721985634056,-0.0370912551879882,1
1.0,0.0,-0.0821238383650779,0.0,0.45209950628591383,-0.0850385427474975,0.5738779978838467,0.9628597243565393,-0.0510785430669784,0.89023924288737,1.0,-0.0645417943596839,0.9615914501528297,0.9653032149718037,-0.0477467775344848,0.8214367064425075,0.9520223125674631,-0.0434941090643405,1
0.5478830084109431,0.0,-0.1109787747263908,0.0,0.5043326700336027,-0.11154206097126,0.5520738335113685,0.9665813988677274,-0.0729262828826904,0.9282013627016567,1.0,-0.0916474610567092,1.0,0.9741098983923784,-0.0721156671643257,0.8298263326765234,0.9632117030054039,-0.0646666511893272,1
0.31065513287453744,0.0,-0.0996563509106636,0.0,0.5180359261946579,-0.1051458269357681,0.5283013185267114,0.9546494517491817,-0.0670321658253669,0.9219274713501725,1.0,-0.0849146544933319,1.0,0.9769649214411159,-0.0655930638313293,0.8245836712654121,0.9633278858607571,-0.0587773658335208,1
0.21360123350641866,0.0,-0.1004629805684089,0.0,0.5019141712671824,-0.1178219839930534,0.49283096446944574,0.9583834301697313,-0.0864917561411857,0.9362400149865269,1.0,-0.1051550060510635,1.0,0.9753625856891961,-0.081014446914196,0.8422764149538643,0.9637005142925488,-0.0765669047832489,1
0.11312462035065605,0.0,-0.1191061958670616,0.0,0.5259095494212539,-0.1374952495098114,0.5180251807286365,0.9520717043667701,-0.1079592928290367,0.9474078112917304,1.0,-0.1301953047513961,1.0,0.9734642347027435,-0.106565423309803,0.8613028217923389,0.9610999148092116,-0.0986014530062675,1
0.11246872761456124,0.0,-0.1205474585294723,0.0,0.5165417899599922,-0.146012008190155,0.4786057087295914,0.9590671915961675,-0.1169808879494667,0.9518528955593748,1.0,-0.137925922870636,1.0,0.9741419515312727,-0.1134653091430664,0.8264794016353058,0.9658260796774948,-0.1070983111858367,1
1.0,0.0,-0.0528325699269771,0.0,0.4571737697354304,-0.0699891224503517,0.447904967522402,0.9715686078663986,-0.028618786484003,0.8213630009708937,1.0,-0.0384916439652442,0.8875953954024568,0.9716665560453687,-0.0173605475574731,0.7302902099395001,0.9630248846370221,-0.0187309756875038,1
1.0,0.0,-0.0620509833097457,0.0,0.4413200513112544,-0.0780570581555366,0.4151922167001102,0.9548145805846633,-0.0463170632719993,0.7415945127321331,1.0,-0.0584875606000423,0.7843532739524008,0.9613245113243185,-0.0396865271031856,0.6529980002970198,0.9465143133707892,-0.0376110449433326,1
1.0,0.0,-0.0640017390251159,0.0,0.45326872950721775,-0.0619734078645706,0.36369827257072956,0.9739887684197798,-0.0159931275993585,0.7270692919643793,1.0,-0.0249918326735496,0.7715601405630313,0.9685388967130547,-0.008797881193459,0.6292720175158367,0.9593198597676431,-0.007890386506915,1
1.0,0.0,-0.0698201209306716,0.0,0.2503207365071782,-0.0918789207935333,0.39494325595237273,0.957304973225145,-0.0680460557341575,0.6276813405290417,1.0,-0.0803102105855941,0.7001169738896091,0.9731294925252578,-0.0655611604452133,0.6182448956535038,0.9527091417116372,-0.0610306896269321,1
1.0,0.0,-0.079987809062004,0.0,0.4491141593622523,-0.078768253326416,0.38285388876425824,0.9607881317919704,-0.0452021732926368,0.7308342009544792,1.0,-0.0586277469992637,0.8284832831934632,0.9609719228757556,-0.0465546399354934,0.6873841174519357,0.9466730575225617,-0.0393308773636817,1
1.0,0.0,-0.0637186989188194,0.0,0.40843013615334683,-0.0632726624608039,0.3677578104008798,0.9440986478212512,-0.0213398355990648,0.673228822787222,1.0,-0.0318697765469551,0.7282406308971829,0.9457441583800072,-0.0162371061742305,0.5909475870759744,0.9219034247859437,-0.0140623031184077,1
0.3174842731477182,0.0,-0.098880223929882,0.0,0.5135309106802923,-0.111769326031208,0.46856409270715205,0.9524641793760178,-0.0738868191838264,0.9310889792199057,1.0,-0.0921691954135894,1.0,0.9789846422818702,-0.0718074813485145,0.8236433142783881,0.9639752572562006,-0.0651790350675582,1
0.09611015773941993,0.0,-0.1059398353099823,0.0,0.5125830182096807,-0.1252967119216919,0.4247643942687925,0.9517775885747742,-0.087631732225418,0.9499175412100989,1.0,-0.1075146198272705,1.0,0.9749318303018015,-0.0840513631701469,0.7990038051965761,0.9594729324374529,-0.0776326283812522,1
0.21188723201383555,0.0,-0.1023233011364936,0.0,0.49441360289575104,-0.1245684400200843,0.4443311281713587,0.9469284217018017,-0.0931391716003418,0.9703040371174961,1.0,-0.1131657212972641,1.0,0.9761486253455577,-0.0912163406610488,0.8179586360106555,0.9605065522920935,-0.0838536545634269,1
0.7083608698388721,0.0,-0.0754361897706985,0.0,0.49857621029515875,-0.088174782693386,0.5194938790281974,0.9722839940139345,-0.0478249825537204,0.9341208773917422,1.0,-0.0617357157170772,1.0,0.9757042230619644,-0.0402576476335525,0.8308589816213494,0.9685054524405168,-0.0381644144654274,1
0.9303256821457123,0.0,-0.0657875314354896,0.0,0.4807434193595217,-0.082134410738945,0.5278610413391026,0.975463069887754,-0.0446813069283962,0.9202200166980123,1.0,-0.0568049289286136,1.0,0.9735926436720931,-0.0345840044319629,0.8228557146377046,0.9658298304771583,-0.0345986038446426,1
1.0,0.0,-0.0781339779496193,0.0,0.4185211432258488,-0.099130779504776,0.5557131410994355,0.9425708263176115,-0.0788542851805687,0.8811124516115169,1.0,-0.0939243659377098,0.8989237112009554,0.9583598707355148,-0.0755006521940231,0.7611980389809332,0.9420292639427843,-0.0703239142894744,1
1.0,0.0,-0.0629516094923019,0.0,0.4342874000103137,-0.0699614137411117,0.5427691227796504,0.9620490415853952,-0.0268498715013265,0.8809054926199619,1.0,-0.0355149880051612,0.9222100067343469,0.9694472166693455,-0.0205363817512989,0.7810571279871485,0.9570487989103892,-0.0188747588545084,1
1.0,0.0,-0.0760408118367195,0.0,0.23978071672723658,-0.127718985080719,0.46541877930692555,0.9156254186238466,-0.1434684246778488,0.6947606521545746,1.0,-0.1601657122373581,0.7672245307714785,0.9404236149222396,-0.1390649974346161,0.6803273480487456,0.9138628771935889,-0.1348970383405685,1
