RIGHT_LEG_1_x,RIGHT_LEG_1_y,RIGHT_LEG_1_z,RIGHT_LEG_2_x,RIGHT_LEG_2_y,RIGHT_LEG_2_z,RIGHT_LEG_3_x,RIGHT_LEG_3_y,RIGHT_LEG_3_z,RIGHT_LEG_4_x,RIGHT_LEG_4_y,RIGHT_LEG_4_z,RIGHT_LEG_5_x,RIGHT_LEG_5_y,RIGHT_LEG_5_z,label
1.0,0.07174196199527434,-0.0764671042561531,0.6193670053202952,1.0,-0.1072537526488304,0.2823138490733935,0.20901586792154297,-0.0326853021979332,0.27031368683429735,0.0,-0.0217927768826484,0.0,0.22304961640587564,0.0071511520072817,1
1.0,0.11642413009379769,-0.0712246969342231,0.6144840857917107,1.0,-0.0947947800159454,0.268297517714275,0.17852318495730193,-0.0369930416345596,0.252184105692535,0.0,-0.028438102453947,0.0,0.25804776018649955,-0.0091582275927066,1
1.0,0.11165856286526776,-0.0678820312023162,0.6088025894527275,1.0,-0.0895496234297752,0.2897567623152519,0.15577673364142175,-0.0229626130312681,0.2642447980722737,0.0,-0.0131077310070395,0.0,0.2035531702571167,0.0101023018360137,1
1.0,0.0,-0.0744888931512832,0.6649804446325309,1.0,-0.091974027454853,0.31257354993746456,0.15743673102177802,-0.0167965479195117,0.285473794218128,0.017159120306215418,-0.005872240755707,0.0,0.2639151382533657,0.0144135300070047,1
1.0,0.0,-0.0774966329336166,0.6790093081296905,1.0,-0.0991303175687789,0.3188575872817474,0.19955224540017383,-0.0085551729425787,0.303059122694453,0.04478249769026345,0.0042678448371589,0.0,0.30111809625316355,0.0332731306552886,1
1.0,0.0,-0.0730948969721794,0.7008865022970736,1.0,-0.097367063164711,0.2926434523233002,0.26032012294764256,-9.324307757196948e-05,0.2589603063491644,0.08919480543170773,0.0133460443466901,0.0,0.356613908224024,0.0465055480599403,1
1.0,0.0,-0.073276400566101,0.7377938974130591,1.0,-0.1052877977490425,0.31609908377828394,0.2725687943360106,-0.0084388004615902,0.27845088509929156,0.10831897531411527,0.0051273256540298,0.0,0.36688439622550545,0.0417754538357257,1
1.0,0.0,-0.0729986950755119,0.7086508180801613,1.0,-0.0922807306051254,0.29262953192737984,0.26683217761672423,-0.010522979311645,0.2665215699215763,0.11835481521348729,0.0012504446785897,0.0,0.3799122598819066,0.0278517100960016,1
1.0,0.066348168311272,-0.0700584575533866,0.6276818040320176,1.0,-0.0811002776026725,0.24567945308759737,0.19632935089194906,-0.0251088701188564,0.2439633904067564,0.0,-0.0165172796696424,0.0,0.2845049984527543,-0.0033807605504989,1
1.0,0.18374259425939526,-0.0714176222681999,0.5668151330809835,1.0,-0.0866352766752243,0.2215637242576713,0.1723350412826581,-0.0245451629161834,0.2364268455151533,0.0,-0.0152186416089534,0.0,0.18069204802633276,-0.0003242029924876,1
1.0,0.19331620837636254,-0.0724543780088424,0.5830098792646163,1.0,-0.0915074497461319,0.23605594391516818,0.23966152858586603,-0.0136041939258575,0.31747618256760224,0.0,-0.0020479136146605,0.0,0.14902239199147632,0.0187725722789764,1
1.0,0.4148903182992309,-0.0687645450234413,0.3701563919800669,1.0,-0.0967321097850799,0.16624910053858927,0.19773645142386675,-0.0357810705900192,0.27280836600100233,0.0037851129239152292,-0.0255380626767873,0.0,0.0,-0.0002243462076876,1
1.0,0.48270009089604365,-0.0666046813130378,0.3330945133000772,1.0,-0.0998113304376602,0.17762570157269283,0.1756124320273007,-0.0371634550392627,0.3176267597148051,0.012971662759731458,-0.0272242072969675,0.0,0.0,0.0005813488969579,1
1.0,0.561771949147067,-0.0627681389451026,0.3743145338128234,1.0,-0.0965329557657241,0.19050236821331462,0.2197290267712655,-0.042740412056446,0.23042803262871678,0.10204304258129272,-0.0338910222053527,0.0,0.0,-0.0132079115137457,1
1.0,0.6250301342532937,-0.0674296244978904,0.36704456993980195,1.0,-0.1052878275513649,0.20393525567550913,0.24966001788812367,-0.0578154809772968,0.33997417530277535,0.08960318230030183,-0.0501258373260498,0.0,0.0,-0.038574643433094,1
1.0,0.6070396474199402,-0.0691229924559593,0.3090399650114295,1.0,-0.1070775985717773,0.18943866727803643,0.22915200477650352,-0.0367977544665336,0.25487479990550393,0.13464144774619694,-0.0266347229480743,0.0,0.0,-0.006070121191442,1
1.0,0.5519355888041457,-0.0609964467585086,0.3563107493211821,1.0,-0.1007210090756416,0.20390000801121663,0.22313162928688934,-0.0106011442840099,0.2625774369509171,0.10264868018767438,0.0026211387012153,0.0,0.0,0.0314101204276084,1
1.0,0.49898948339851107,-0.0668105706572532,0.3611837047374059,1.0,-0.09695415943861,0.2355276294023771,0.14888829661997988,-0.0238721370697021,0.23520403236972315,0.042114372981458044,-0.0131828188896179,0.0,0.0,0.009746516123414,1
1.0,0.4112454966102774,-0.0724231153726577,0.4553491870065498,1.0,-0.111010618507862,0.19543357271170542,0.1921347403857263,-0.0161878410726785,0.2260061743999234,0.04762788419583987,-0.0035970930475741,0.0,0.0,0.0173888392746448,1
1.0,0.351814544241485,-0.0704383924603462,0.455237881897433,1.0,-0.1084440201520919,0.20217419233696027,0.19385803117404835,-0.0193201564252376,0.23810480705141088,0.056349448691314794,-0.0073353648185729,0.0,0.0,0.0143059203401207,1
1.0,0.3017487791728516,-0.0695268735289573,0.4896832956855849,1.0,-0.0910018607974052,0.2497294331276604,0.12437649729090283,-0.0233086422085762,0.22657796284411474,0.0,-0.0138152530416846,0.0,0.07563963418344316,0.0009330944740213,1
1.0,0.2348179282267794,-0.0703504234552383,0.5610475703651641,1.0,-0.0861305519938469,0.2130099677326603,0.17394338057901096,-0.0161604136228561,0.22877064630522986,0.0,-0.0064618149772286,0.0,0.17881860675512679,0.0089893797412514,1
1.0,0.22454093792197147,-0.0696985870599746,0.5801885646942591,1.0,-0.0796213969588279,0.2150294191802275,0.1826552640597492,-0.0103516578674316,0.22638148525546345,0.0,-0.0006131798145361,0.0,0.19513135583897578,0.0131514994427561,1
1.0,0.36918342491771905,-0.063834547996521,0.47882733839713415,1.0,-0.0876617506146431,0.20831701202196795,0.14631330559220543,-0.0409743152558803,0.21960844171048802,0.0,-0.032928641885519,0.0,0.111133302402459,-0.0267092976719141,1
1.0,0.42906687523392956,-0.0616230107843875,0.45201789700942446,1.0,-0.0877295508980751,0.20343554831050606,0.15863575835027063,-0.0434935018420219,0.21863539901548054,0.0,-0.0357272438704967,0.0,0.024128513421422665,-0.0234756115823984,1
1.0,0.4725018830329295,-0.0609216131269931,0.3870363065088356,1.0,-0.0941865220665931,0.1985397859368256,0.140087007450425,-0.0517685823142528,0.23574898109095113,0.0,-0.0441597178578376,0.0,0.018484620238432833,-0.0233940202742815,1
1.0,0.5826243049366338,-0.0678166896104812,0.42416351614215314,1.0,-0.1025881767272949,0.1876101607528424,0.19140587533529543,-0.0544731169939041,0.22890516698317948,0.0700744574114168,-0.0470089949667453,0.0,0.0,-0.033951062709093,1
1.0,0.5329010729510258,-0.0616075359284877,0.3409804372116598,1.0,-0.0945764780044555,0.18963506800985247,0.2245938151208813,-0.0366441458463668,0.3114093735646029,0.045235839405309106,-0.0280413329601287,0.0,0.0,-0.0087153576314449,1
1.0,0.4940008974851371,-0.0619343146681785,0.38823802371950905,1.0,-0.0884575694799423,0.22808431301465637,0.1930455321012612,-0.0361221805214881,0.26966368014915326,0.05598359951899392,-0.0268694497644901,0.0,0.0,-0.0014158189296722,1
