BODY_1_x,BODY_1_y,BODY_1_z,BODY_2_x,BODY_2_y,BODY_2_z,BODY_3_x,BODY_3_y,BODY_3_z,BODY_4_x,BODY_4_y,BODY_4_z,label
0.9155943173139256,0.0,0.1250720769166946,1.0,0.11778601833164377,-0.1210227832198143,0.037319069752793185,0.986602581932798,0.0763838142156601,0.0,1.0,-0.0764671042561531,1
0.912084892111842,0.0,0.1167791411280632,1.0,0.13653407829329853,-0.1166722699999809,0.04503831283759049,1.0,0.0711873024702072,0.0,0.9808526257119942,-0.0712246969342231,1
0.9240459637991922,0.0,0.1098904684185981,1.0,0.19053549971640368,-0.1122519448399543,0.00849101467022159,0.8967700486459509,0.0678471848368644,0.0,1.0,-0.0678820312023162,1
0.8957462151867953,0.0,0.1307514458894729,1.0,0.2705730924065886,-0.1102805510163307,0.004187343193781869,0.9152957494331987,0.0744742304086685,0.0,1.0,-0.0744888931512832,1
0.9122614542259435,0.0,0.1316648870706558,1.0,0.2941560548852412,-0.1184932291507721,0.00798185894640179,0.8609310903010293,0.0774994641542434,0.0,1.0,-0.0774966329336166,1
0.8975461496624751,0.0,0.1156928464770317,1.0,0.34931860326338204,-0.1238884925842285,0.023061418857560523,0.8522625143368935,0.0731085836887359,0.0,1.0,-0.0730948969721794,1
0.9050130455732726,0.0,0.1194328218698501,1.0,0.24738993175179136,-0.1201242506504058,0.04336530151344023,0.8676910447696022,0.0732713267207145,0.0,1.0,-0.073276400566101,1
0.883437685736775,0.0,0.1255913376808166,1.0,0.2702299935950613,-0.1091959401965141,0.007933748271605392,0.9141770078633104,0.0729972347617149,0.0,1.0,-0.0729986950755119,1
0.8432664687281236,0.0,0.1203157231211662,1.0,0.22124524088625483,-0.1100680530071258,0.0012239969522082322,0.8430345095506011,0.0700823217630386,0.0,1.0,-0.0700584575533866,1
0.861680426184195,0.0,0.1281751245260238,1.0,0.1891886031484453,-0.1035041958093643,0.0,0.8266545871460167,0.0714010074734687,0.0036860532470758493,1.0,-0.0714176222681999,1
0.8697841367152235,0.0,0.135800302028656,1.0,0.1341628738304065,-0.0969368666410446,0.0,0.8468282773035376,0.0724696367979049,0.01948097442074929,1.0,-0.0724543780088424,1
0.8403166159364137,0.0,0.1465519070625305,1.0,0.23273419580048468,-0.0742667391896247,0.0,0.7719461822856166,0.0688119977712631,0.045850255104707804,1.0,-0.0687645450234413,1
