LEFT_LEG_1_x,LEFT_LEG_1_y,LEFT_LEG_1_z,LEFT_LEG_2_x,LEFT_LEG_2_y,LEFT_LEG_2_z,LEFT_LEG_3_x,LEFT_LEG_3_y,LEFT_LEG_3_z,LEFT_LEG_4_x,LEFT_LEG_4_y,LEFT_LEG_4_z,LEFT_LEG_5_x,LEFT_LEG_5_y,LEFT_LEG_5_z
1207.0545959472656,718.2186913490295,-0.034687455743551254,1153.1830215454102,809.9708390235901,-0.1972644031047821,1204.6703338623047,961.402051448822,-0.13332082331180573,1202.8993606567383,974.8291039466858,-0.13116620481014252,1195.5150604248047,1019.6524214744568,-0.22422631084918976
1203.596076965332,713.9828824996948,-0.039513178169727325,1153.4739303588867,804.0312695503235,-0.19743265211582184,1202.4700927734375,963.2440209388733,-0.15056045353412628,1202.864112854004,977.5867795944214,-0.149589404463768,1192.4219512939453,1021.2238311767578,-0.2412562370300293
1202.530174255371,715.3998613357544,-0.046413592994213104,1146.8841934204102,807.2886729240417,-0.20737725496292114,1195.7067489624023,961.2332653999329,-0.16062940657138824,1197.9726791381836,975.6068587303162,-0.1593744307756424,1175.6611633300781,1017.9614067077637,-0.2535386085510254
1196.3940811157227,718.6176753044128,-0.0368596650660038,1100.2178192138672,793.7232184410095,-0.18553426861763,1154.3068313598633,955.9116768836975,-0.13176539540290833,1167.9293060302734,979.2530107498169,-0.13023711740970612,1128.2529830932617,997.9352188110352,-0.21979472041130066
1202.2275924682617,713.4776186943054,-0.033941224217414856,1160.8076477050781,809.6603035926819,-0.19733649492263794,1204.8710632324219,966.1064958572388,-0.15571361780166626,1199.1130828857422,980.1501131057739,-0.1558038592338562,1188.2614517211914,1020.4437589645386,-0.25626140832901
1206.7182540893555,714.6705794334412,-0.026131054386496544,1181.1779022216797,806.0067486763,-0.18972858786582947,1205.8434677124023,956.6325902938843,-0.14344044029712677,1204.3929290771484,971.2724947929382,-0.14310312271118164,1193.4749221801758,1019.1611909866333,-0.24117782711982727
1204.9455642700195,716.0016202926636,-0.03609124943614006,1177.3909378051758,840.9311699867249,-0.11810827255249023,1204.401969909668,956.2259459495544,-0.03694935142993927,1198.0537033081055,966.9658756256104,-0.03400386497378349,1195.2779388427734,1014.4625401496887,-0.12516652047634125
1200.395164489746,713.5673546791077,-0.03154563158750534,1161.3856887817383,828.0718231201172,-0.14098979532718658,1200.2032470703125,952.1452760696411,-0.08386542648077011,1196.3905334472656,968.2400107383728,-0.08298589289188385,1190.0852966308594,1017.4583315849304,-0.17519736289978027
1207.0668411254883,715.8227276802063,-0.021733414381742477,1196.4070129394531,839.8246622085571,-0.1410360336303711,1206.8306350708008,956.859827041626,-0.05232947692275047,1201.0410690307617,972.7508211135864,-0.04940451309084892,1200.2648162841797,1015.3864860534668,-0.1499020755290985
1196.7486190795898,710.7991862297058,-0.029600901529192924,1176.7577362060547,830.2754402160645,-0.14925171434879303,1200.3033828735352,962.2302103042603,-0.07861412316560745,1196.393051147461,977.329158782959,-0.07709252089262009,1194.3687057495117,1016.7898178100586,-0.17630942165851593
1193.2081604003906,712.7123522758484,-0.04474122077226639,1097.9743194580078,804.6452593803406,-0.09905547648668289,1143.6407089233398,968.4683418273926,-0.045788440853357315,1156.325454711914,969.2157769203186,-0.04535786435008049,1119.3432998657227,1007.1808576583862,-0.13048900663852692
1199.7942352294922,718.91037940979,-0.04221563786268234,1155.996437072754,838.3397054672241,-0.12798510491847992,1199.5967102050781,955.2794694900513,-0.06240539625287056,1200.8235168457031,968.0794644355774,-0.06031409651041031,1191.3468933105469,1010.3440189361572,-0.14447316527366638
1200.9582138061523,726.0539174079895,-0.03992847725749016,1160.1228332519531,830.3147721290588,-0.17686963081359863,1175.4426956176758,964.4501781463623,-0.12395703792572021,1189.7894668579102,970.6075215339661,-0.12266542762517929,1170.486717224121,1002.1936225891113,-0.21128271520137787
1192.8422927856445,714.0580058097839,-0.047827932983636856,1078.839111328125,793.7115669250488,-0.1536865085363388,1135.3002548217773,959.3453979492188,-0.11948354542255402,1161.8119812011719,968.5331010818481,-0.11961613595485687,1106.7145156860352,1000.0653219223022,-0.20251768827438354
1202.445945739746,716.6952395439148,-0.03747023269534111,1158.969383239746,814.2813849449158,-0.19396929442882538,1197.477035522461,963.380298614502,-0.12947608530521393,1191.0958099365234,977.5507307052612,-0.12708501517772675,1180.3588485717773,1016.0018920898438,-0.2203654944896698
1205.7594680786133,718.3952021598816,-0.03373440355062485,1174.5247650146484,823.2632875442505,-0.18959933519363403,1200.9936904907227,969.463677406311,-0.11510221660137177,1198.707160949707,980.7016611099243,-0.11245786398649216,1199.0922546386719,1026.2396478652954,-0.21175464987754822
1205.6113815307617,717.3796534538269,-0.03326396644115448,1167.9175186157227,816.8877196311951,-0.2025076299905777,1203.691520690918,966.7636156082153,-0.1306774765253067,1203.2926940917969,979.5361876487732,-0.12784498929977417,1200.0967025756836,1026.3735437393188,-0.22548557817935944
1203.6531829833984,713.2917737960815,-0.04162674769759178,1150.0337219238281,795.5239248275757,-0.23958615958690643,1203.1133651733398,962.961745262146,-0.18345236778259277,1199.4731140136719,974.4370722770691,-0.18171164393424988,1187.4468612670898,1025.08962392807,-0.280784547328949
1204.5621871948242,714.4945192337036,-0.034800417721271515,1155.9258270263672,800.6046295166016,-0.23315149545669556,1200.2117156982422,961.869592666626,-0.18850864470005035,1200.1835632324219,975.7177090644836,-0.18808811902999878,1188.028793334961,1015.2294158935547,-0.28723278641700745
1201.0388946533203,711.9125175476074,-0.037137195467948914,1159.3448638916016,796.5784192085266,-0.22862447798252106,1206.8170166015625,966.0502338409424,-0.1914052516222,1205.2236557006836,978.1954908370972,-0.1915719360113144,1195.0100326538086,1026.2883138656616,-0.29124221205711365
1206.2202072143555,719.8130178451538,-0.03182880952954292,1162.7977752685547,798.1352162361145,-0.23077912628650665,1207.2857666015625,962.0381212234497,-0.18556343019008636,1205.3074264526367,977.8230285644531,-0.18507583439350128,1192.4937057495117,1019.6586656570435,-0.28658026456832886
1198.6621856689453,714.9690771102905,-0.04043649137020111,1156.9508743286133,803.4699368476868,-0.20978973805904388,1202.709732055664,953.6118221282959,-0.15624748170375824,1206.2564849853516,970.7439923286438,-0.15452030301094055,1191.8680572509766,1015.2931451797485,-0.2487090528011322
1200.9643936157227,713.4297251701355,-0.025640016421675682,1176.2357711791992,798.7021493911743,-0.21620696783065796,1203.1514739990234,955.2364683151245,-0.1491136997938156,1207.0144271850586,966.1376523971558,-0.1464518904685974,1196.2557220458984,1020.1957941055298,-0.24224521219730377
1200.607681274414,714.0826606750488,-0.03374369814991951,1157.6581192016602,838.8982057571411,-0.117484912276268,1200.6931686401367,948.0223774909973,-0.009721639566123486,1190.2836227416992,964.9112820625305,-0.003404083428904414,1195.2636337280273,1002.48046875,-0.08607903122901917
1198.498764038086,712.6759171485901,-0.03441862761974335,1158.749656677246,820.1474404335022,-0.17924043536186218,1194.949722290039,946.965823173523,-0.10638859868049622,1198.2135772705078,963.1983160972595,-0.10361878573894501,1186.867790222168,1003.2208228111267,-0.1976594179868698
1197.0489120483398,720.1054000854492,-0.04508109390735626,1107.8859329223633,794.1917896270752,-0.21577094495296478,1169.6650314331055,945.9261345863342,-0.15126965939998627,1186.7893981933594,966.1439609527588,-0.1474543660879135,1171.962890625,997.3539304733276,-0.23187534511089325
1200.831642150879,717.9275321960449,-0.04527886211872101,1142.3057556152344,796.8649435043335,-0.2177894115447998,1193.6515045166016,956.8886017799377,-0.1830044537782669,1202.6319122314453,975.7033538818359,-0.18275028467178345,1184.5584869384766,1016.6760063171387,-0.2771008312702179
1195.7146453857422,718.912889957428,-0.0453621968626976,1142.5297164916992,822.3440408706665,-0.19443640112876892,1193.6456680297852,953.1079745292664,-0.127193421125412,1202.1635055541992,968.0456042289734,-0.12420257180929184,1183.6801528930664,1009.3123769760132,-0.2171044647693634
1190.5293273925781,712.9058575630188,-0.04829219728708267,1084.723892211914,795.8530640602112,-0.1403178721666336,1148.8454818725586,951.4404559135437,-0.09404182434082031,1176.8725204467773,968.2725191116333,-0.09250018745660782,1127.6067352294922,1003.9790725708008,-0.165538027882576
1197.4433898925781,717.4767923355103,-0.03350237384438515,1156.233901977539,831.4499258995056,-0.13968010246753693,1206.6986846923828,956.5795469284058,-0.10036540776491165,1199.2518997192383,971.4629101753235,-0.10128555446863174,1190.731430053711,1007.8122282028198,-0.19254007935523987
1192.4433517456055,718.5792446136475,-0.03941874951124191,1086.0185623168945,799.1693687438965,-0.105138398706913,1141.0450744628906,957.6845741271973,-0.05669824406504631,1153.9918899536133,969.2770600318909,-0.05603759363293648,1119.6154403686523,1000.6495714187622,-0.134416401386261
1203.5020065307617,712.8367853164673,-0.0320948027074337,1187.7659225463867,847.6837062835693,-0.09923563152551651,1213.333396911621,961.2629413604736,-0.02228732965886593,1206.144905090332,975.2899503707886,-0.020795870572328568,1200.6245040893555,1016.5695333480835,-0.11755525320768356
1202.6747131347656,722.3672747612,-0.0378943607211113,1146.1915969848633,827.1693778038025,-0.15011923015117645,1156.853256225586,957.6617860794067,-0.09406188130378723,1170.0569915771484,969.4152045249939,-0.09284282475709915,1161.6636657714844,991.3909292221069,-0.18000732362270355
1204.1005325317383,716.7405581474304,-0.029595332220196724,1174.8723220825195,829.1328835487366,-0.12104212492704391,1204.0678024291992,960.0606465339661,-0.06553005427122116,1196.1925506591797,974.1092848777771,-0.06477091461420059,1195.9360885620117,1018.5925841331482,-0.15612736344337463
1196.5201950073242,721.1426424980164,-0.043075744062662125,1073.9196395874023,789.9584269523621,-0.14699110388755798,1134.949607849121,954.9480772018433,-0.1066216304898262,1151.2819290161133,977.8964138031006,-0.1059589833021164,1071.7662048339844,991.1034393310547,-0.18829680979251862
1203.0009841918945,718.1847667694092,-0.034683626145124435,1155.8980178833008,798.647882938385,-0.19352489709854126,1199.9843215942383,960.9884548187256,-0.15275345742702484,1195.9470748901367,975.5508542060852,-0.15267930924892426,1186.4007568359375,1015.129508972168,-0.2424761801958084
1209.415397644043,718.5475087165833,-0.03644174337387085,1167.1881866455078,795.4387593269348,-0.2211310863494873,1201.1627197265625,966.1779499053955,-0.1861879825592041,1195.9696197509766,981.4302349090576,-0.1871715933084488,1190.8715057373047,1026.0080337524414,-0.28903672099113464
1199.3233108520508,714.7951412200928,-0.03429761901497841,1102.3448181152344,790.624623298645,-0.20471619069576263,1172.809066772461,955.7452726364136,-0.1625088006258011,1197.7167892456055,973.5850310325623,-0.1620260328054428,1177.723045349121,1014.9567317962646,-0.2558039128780365
1197.3350143432617,708.3474111557007,-0.03885554149746895,1155.6159210205078,810.7923674583435,-0.16954578459262848,1204.6662139892578,961.2450456619263,-0.12708906829357147,1201.3230514526367,976.0540580749512,-0.12701725959777832,1194.4678115844727,1018.2183837890625,-0.21926584839820862
1196.3315963745117,716.1880445480347,-0.030000898987054825,1172.0379638671875,815.9795451164246,-0.19547630846500397,1204.5359802246094,955.2223062515259,-0.12481970340013504,1207.0172882080078,970.242977142334,-0.12244383245706558,1196.0846328735352,1014.0401887893677,-0.2202863097190857
1197.1006393432617,720.0300192832947,-0.03638804703950882,1144.705810546875,840.4125809669495,-0.11483900994062424,1168.0707550048828,963.4325695037842,-0.06397110223770142,1187.508316040039,973.2505488395691,-0.06346791982650757,1176.3079833984375,996.7459917068481,-0.14515931904315948
