FACE_NECK_1_x,FACE_NECK_1_y,FACE_NECK_1_z,FACE_NECK_2_x,FACE_NECK_2_y,FACE_NECK_2_z,FACE_NECK_3_x,FACE_NECK_3_y,FACE_NECK_3_z,FACE_NECK_4_x,FACE_NECK_4_y,FACE_NECK_4_z,FACE_NECK_5_x,FACE_NECK_5_y,FACE_NECK_5_z,FACE_NECK_6_x,FACE_NECK_6_y,FACE_NECK_6_z,FACE_NECK_7_x,FACE_NECK_7_y,FACE_NECK_7_z,FACE_NECK_8_x,FACE_NECK_8_y,FACE_NECK_8_z,FACE_NECK_9_x,FACE_NECK_9_y,FACE_NECK_9_z,FACE_NECK_10_x,FACE_NECK_10_y,FACE_NECK_10_z,FACE_NECK_11_x,FACE_NECK_11_y,FACE_NECK_11_z
1173.5020065307617,438.7531864643097,-0.18723167479038239,1184.9406051635742,427.8620445728302,-0.169922336935997,1191.4679718017578,428.69516015052795,-0.16991524398326874,1196.385841369629,429.87788558006287,-0.16995860636234283,1165.4506301879883,427.5067698955536,-0.16755250096321106,1160.0297927856445,427.9580247402191,-0.16760000586509705,1155.5576705932617,428.59898686408997,-0.16757316887378693,1205.016746520996,441.3782858848572,-0.09122271835803986,1151.2597274780273,438.8036870956421,-0.07894498854875565,1187.3480987548828,458.3318531513214,-0.16014769673347473,1162.0294189453125,456.68367862701416,-0.15669460594654083
1170.0753021240234,443.16428303718567,-0.17444594204425812,1181.272201538086,431.34098768234253,-0.15877102315425873,1187.5880813598633,431.7209815979004,-0.15876372158527374,1192.767448425293,432.390718460083,-0.158808171749115,1164.0043258666992,431.44588351249695,-0.15409399569034576,1158.998680114746,431.91155791282654,-0.15413297712802887,1154.9097061157227,432.46973633766174,-0.15411558747291565,1201.128273010254,441.95281505584717,-0.08709771186113358,1152.3390197753906,440.7036566734314,-0.063313327729702,1183.6572647094727,459.9892330169678,-0.1496099978685379,1159.9193572998047,458.5037612915039,-0.1429375261068344
1166.0294723510742,447.19213485717773,-0.16134725511074066,1176.5431594848633,435.1254451274872,-0.14722409844398499,1182.897834777832,435.4534900188446,-0.14721588790416718,1188.4878158569336,435.92630982398987,-0.14726050198078156,1159.852638244629,435.0548279285431,-0.14012247323989868,1155.0819396972656,435.45117259025574,-0.1401509791612625,1151.3639831542969,436.08585834503174,-0.14014524221420288,1198.2908248901367,444.80486154556274,-0.079408198595047,1149.9766159057617,443.9446771144867,-0.04436970502138138,1178.9739990234375,463.7517714500427,-0.13789041340351105,1157.3492431640625,462.5524699687958,-0.1280505508184433
1172.6355743408203,445.2710831165314,-0.15554483234882355,1182.9207229614258,433.48055362701416,-0.13833270967006683,1189.00634765625,434.0468752384186,-0.13833396136760712,1194.151840209961,434.9344503879547,-0.13838839530944824,1165.99365234375,433.5274815559387,-0.1340280920267105,1160.8526229858398,433.69114995002747,-0.1340811550617218,1156.2900924682617,434.0748453140259,-0.13411326706409454,1202.2431564331055,444.8182189464569,-0.06552688032388687,1151.6510009765625,442.36374020576477,-0.044400885701179504,1184.6605682373047,462.29745626449585,-0.1308194398880005,1162.1099853515625,461.13919258117676,-0.12498269230127335
1171.5726470947266,447.1137285232544,-0.12964190542697906,1182.4358367919922,436.73139095306396,-0.11302175372838974,1188.9567947387695,437.29249835014343,-0.11300832778215408,1194.5454025268555,437.98125743865967,-0.11304590106010437,1165.0027084350586,436.08144879341125,-0.10837658494710922,1160.3625869750977,436.1897563934326,-0.10842017829418182,1156.2645721435547,436.41963243484497,-0.10842650383710861,1202.0023727416992,445.50517559051514,-0.042307544499635696,1152.8014755249023,442.6146984100342,-0.018495501950383186,1185.0666046142578,463.9069426059723,-0.10559599101543427,1161.2307357788086,461.60232424736023,-0.09907916188240051
1172.8692626953125,447.4513649940491,-0.10373010486364365,1182.7001953125,437.07372665405273,-0.08607742190361023,1188.9707565307617,437.6330316066742,-0.08605401962995529,1194.228630065918,438.31947326660156,-0.08609312027692795,1165.8312606811523,436.41847372055054,-0.08281529694795609,1160.8420944213867,436.4762485027313,-0.08285658061504364,1156.391716003418,436.7629015445709,-0.08285798877477646,1201.6242599487305,445.73633909225464,-0.015865085646510124,1152.6939010620117,443.2202875614166,0.0018588895909488201,1184.579086303711,463.74024868011475,-0.07987062633037567,1162.2496032714844,461.91932916641235,-0.07514049857854843
1170.4880905151367,455.9272313117981,-0.16453811526298523,1180.8037948608398,444.18890833854675,-0.15077662467956543,1187.256088256836,443.7172794342041,-0.15075673162937164,1193.0080032348633,443.34224224090576,-0.150786355137825,1163.755760192871,444.71248626708984,-0.14493288099765778,1158.4502792358398,444.7112309932709,-0.14499203860759735,1153.6287689208984,444.75889921188354,-0.14500896632671356,1200.6404113769531,447.01372504234314,-0.0836310088634491,1151.7969131469727,446.83396339416504,-0.05350024625658989,1182.4600982666016,471.3448905944824,-0.14005409181118011,1162.4284744262695,471.72462701797485,-0.13160543143749237
1174.9240493774414,454.4317817687988,-0.13748683035373688,1184.9078750610352,441.73739075660706,-0.1221744641661644,1190.8201217651367,441.8656539916992,-0.1221652701497078,1195.4689407348633,442.1515667438507,-0.1222037598490715,1168.147087097168,441.73607110977173,-0.11850724369287491,1162.5317001342773,441.9518172740936,-0.11856154352426529,1157.5471115112305,442.4423396587372,-0.11858180165290833,1202.1012496948242,449.2371690273285,-0.052672598510980606,1152.3930358886719,448.8277244567871,-0.03248016536235809,1186.6615676879883,469.9201226234436,-0.11227302253246307,1165.184211730957,469.7515296936035,-0.10680623352527618
1170.7670974731445,458.46198320388794,-0.15683917701244354,1181.2781524658203,445.81390857696533,-0.14073655009269714,1187.6490783691406,445.4168236255646,-0.14071859419345856,1192.961769104004,445.0296199321747,-0.14074397087097168,1163.5569763183594,446.2915885448456,-0.13703709840774536,1158.0374908447266,446.24659180641174,-0.13709625601768494,1153.026351928711,446.42271637916565,-0.13711152970790863,1200.9869384765625,448.31087350845337,-0.06870577484369278,1149.9118423461914,448.9408278465271,-0.048710186034440994,1183.6540603637695,473.6157774925232,-0.13095088303089142,1161.9043350219727,473.9841842651367,-0.12544593214988708
1166.3471603393555,457.91165828704834,-0.18502242863178253,1176.837272644043,444.7192454338074,-0.17155958712100983,1182.9766845703125,444.40861344337463,-0.1715528964996338,1188.1536483764648,444.16863083839417,-0.17160694301128387,1160.1287841796875,445.3887891769409,-0.16643108427524567,1155.0246047973633,445.6636941432953,-0.16648627817630768,1150.4160690307617,446.1739146709442,-0.1665007472038269,1196.38916015625,449.2806851863861,-0.09931318461894989,1147.5022888183594,451.07978224754333,-0.07150766253471375,1179.023323059082,473.129278421402,-0.15753459930419922,1157.8762435913086,473.5129737854004,-0.14988255500793457
