BODY_1_x,BODY_1_y,BODY_1_z,BODY_2_x,BODY_2_y,BODY_2_z,BODY_3_x,BODY_3_y,BODY_3_z,BODY_4_x,BODY_4_y,BODY_4_z
1248.6405944824219,524.6500933170319,-0.06999292224645615,1112.8971862792969,518.9671790599823,-0.028601907193660736,1207.0545959472656,718.2186913490295,-0.034687455743551254,1133.6074447631836,710.52006483078,0.03463079780340195
1247.8240585327148,519.3977057933807,-0.06845501065254211,1114.4407653808594,513.4530508518219,-0.006521354895085096,1203.596076965332,713.9828824996948,-0.039513178169727325,1131.1967468261719,708.0919790267944,0.039487045258283615
1245.4364776611328,518.895628452301,-0.061451587826013565,1118.0084609985352,513.4140086174011,0.02302827127277851,1202.530174255371,715.3998613357544,-0.046413592994213104,1132.8070449829102,707.7891683578491,0.046389903873205185
1245.230598449707,517.7159285545349,-0.052191171795129776,1118.4123229980469,510.6338667869568,0.00599330011755228,1196.3940811157227,718.6176753044128,-0.0368596650660038,1128.9753341674805,711.4908742904663,0.036859843879938126
1241.5044021606445,513.9105176925659,-0.030708009377121925,1120.0221633911133,506.32988691329956,0.0236198827624321,1202.2275924682617,713.4776186943054,-0.033941224217414856,1133.0080032348633,707.5897407531738,0.033912427723407745
1244.1618347167969,513.6752986907959,-0.003988252952694893,1119.4950485229492,506.9189643859863,0.03209545835852623,1206.7182540893555,714.6705794334412,-0.026131054386496544,1132.8049850463867,709.2839097976685,0.026112079620361328
1242.1221542358398,506.63501501083374,-0.07135545462369919,1127.0928955078125,506.7042803764343,-0.010859054513275623,1204.9455642700195,716.0016202926636,-0.03609124943614006,1135.8602142333984,708.529200553894,0.03611978515982628
1242.3399353027344,507.56266236305237,-0.04366922751069069,1127.252082824707,503.77254009246826,-0.00011500379332574084,1200.395164489746,713.5673546791077,-0.03154563158750534,1132.8793716430664,706.2059140205383,0.0315452441573143
1242.6139068603516,503.388329744339,-0.06156464293599129,1126.7682266235352,503.21635723114014,-0.025194643065333366,1207.0668411254883,715.8227276802063,-0.021733414381742477,1134.422607421875,707.6427841186523,0.021747354418039322
1235.3224182128906,502.15729236602783,-0.07941810041666031,1128.054542541504,503.32984685897827,-0.028831718489527702,1196.7486190795898,710.7991862297058,-0.029600901529192924,1129.881706237793,702.1675372123718,0.029606211930513382
1236.0361862182617,503.334481716156,-0.11052756756544113,1125.7277297973633,502.7253198623657,-0.03000996820628643,1193.2081604003906,712.7123522758484,-0.04474122077226639,1131.5748596191406,704.1266012191772,0.044775139540433884
1242.5127410888672,505.84052324295044,-0.09812545031309128,1124.043960571289,510.0508403778076,-0.02631491608917713,1199.7942352294922,718.91037940979,-0.04221563786268234,1135.6671524047852,712.4117946624756,0.04221213981509209
1243.1318664550781,512.6296234130859,-0.07866106927394867,1123.6388397216797,516.1970794200897,0.00417668279260397,1200.9582138061523,726.0539174079895,-0.03992847725749016,1131.020622253418,718.811502456665,0.039974845945835114
1245.1745223999023,515.9539103507996,-0.05705619603395462,1116.9082260131836,510.7812809944153,0.02435452863574028,1192.8422927856445,714.0580058097839,-0.047827932983636856,1126.9562530517578,704.9655103683472,0.04787173122167587
1247.2069931030273,519.9765479564667,-0.09511900693178177,1116.2794876098633,516.9270050525665,-0.03774046525359154,1202.445945739746,716.6952395439148,-0.03747023269534111,1130.6300354003906,706.3990330696106,0.03746630251407623
1247.6141738891602,523.1964218616486,-0.09267009049654007,1118.0408477783203,519.8238551616669,-0.03973079472780228,1205.7594680786133,718.3952021598816,-0.03373440355062485,1134.4422912597656,710.5001735687256,0.03372035548090935
1248.1775665283203,526.4934146404266,-0.07230526953935623,1116.17431640625,520.990777015686,-0.023106789216399193,1205.6113815307617,717.3796534538269,-0.03326396644115448,1131.9114303588867,709.7867918014526,0.03327147662639618
1248.9137649536133,524.0966784954071,-0.08618633449077606,1114.9652481079102,517.6999962329865,-0.02116764895617962,1203.6531829833984,713.2917737960815,-0.04162674769759178,1132.001724243164,706.8253111839294,0.04164228215813637
1250.4756546020508,523.2465362548828,-0.06382155418395996,1116.4398193359375,517.72008061409,-0.010556099936366081,1204.5621871948242,714.4945192337036,-0.034800417721271515,1131.170654296875,708.0644917488098,0.03479289263486862
1247.4946975708008,521.357284784317,-0.0671532154083252,1117.9957580566406,514.0648198127747,-0.00586211122572422,1201.0388946533203,711.9125175476074,-0.037137195467948914,1128.346824645996,706.4858722686768,0.037128839641809464
1246.8177795410156,520.1335537433624,-0.02686971426010132,1120.5900192260742,514.5806729793549,0.020971572026610374,1206.2202072143555,719.8130178451538,-0.03182880952954292,1132.3300552368164,715.7980728149414,0.03181487321853638
1241.4949035644531,512.4912858009338,-0.04286890849471092,1126.1800003051758,508.14932584762573,0.03632967174053192,1198.6621856689453,714.9690771102905,-0.04043649137020111,1131.4944076538086,711.5806102752686,0.040484920144081116
