RIGHT_LEG_1_x,RIGHT_LEG_1_y,RIGHT_LEG_1_z,RIGHT_LEG_2_x,RIGHT_LEG_2_y,RIGHT_LEG_2_z,RIGHT_LEG_3_x,RIGHT_LEG_3_y,RIGHT_LEG_3_z,RIGHT_LEG_4_x,RIGHT_LEG_4_y,RIGHT_LEG_4_z,RIGHT_LEG_5_x,RIGHT_LEG_5_y,RIGHT_LEG_5_z
1133.6074447631836,710.52006483078,0.03463079780340195,1039.760627746582,785.2859115600586,-0.1574760377407074,1068.1640625,945.5718898773193,-0.08308345824480057,1085.8451843261719,969.2759656906128,-0.07981923222541809,1021.0223007202148,999.8048686981201,-0.15853461623191833
1131.1967468261719,708.0919790267944,0.039487045258283615,1041.1149215698242,787.5544166564941,-0.12097137421369553,1066.9089889526367,946.1123013496399,-0.06984465569257736,1085.9098434448242,970.6733751296997,-0.06901030242443085,1020.6059646606445,999.3830966949463,-0.14409330487251282
1132.8070449829102,707.7891683578491,0.046389903873205185,1039.4658279418945,785.9518504142761,-0.12054964154958725,1066.992416381836,944.2271375656128,-0.06448180228471756,1085.504150390625,968.4890699386597,-0.06323190778493881,1023.0743408203125,998.2510328292847,-0.14030461013317108
1128.9753341674805,711.4908742904663,0.036859843879938126,1042.8944778442383,789.1117286682129,-0.15676361322402954,1069.160041809082,946.3403749465942,-0.09258366376161575,1086.5326309204102,969.0136456489563,-0.09026290476322174,1023.9060974121094,997.2824120521545,-0.17300251126289368
1133.0080032348633,707.5897407531738,0.033912427723407745,1042.9914093017578,785.1610279083252,-0.15881672501564026,1067.6051330566406,946.8061137199402,-0.1102123111486435,1086.3922119140625,969.8049187660217,-0.10982314497232437,1022.2050476074219,999.7406244277954,-0.19525766372680664
1132.8049850463867,709.2839097976685,0.026112079620361328,1048.8237762451172,788.7651443481445,-0.16293546557426453,1069.6047592163086,949.2711496353149,-0.11644022911787033,1086.8458557128906,971.6980004310608,-0.11595074832439423,1024.3302154541016,998.7682700157166,-0.19790349900722504
1135.8602142333984,708.529200553894,0.03611978515982628,1048.4041213989258,793.0402851104736,-0.10412400215864182,1069.9193572998047,949.2405724525452,-0.009535090997815132,1088.727035522461,971.5066194534302,-0.004935333039611578,1021.973991394043,1000.4471826553345,-0.07465832680463791
1132.8793716430664,706.2059140205383,0.0315452441573143,1048.5178756713867,788.6307334899902,-0.1371142566204071,1068.046531677246,948.1309747695923,-0.06770018488168716,1085.617790222168,970.4151749610901,-0.06542308628559113,1021.5202331542969,998.4655237197876,-0.14267104864120483
1134.422607421875,707.6427841186523,0.021747354418039322,1052.4232864379883,788.6309909820557,-0.16328738629817963,1068.7506866455078,951.4474725723267,-0.06891320645809174,1087.8124237060547,973.4448909759521,-0.06467138230800629,1024.8070907592773,1002.5798606872559,-0.14654503762722015
1129.881706237793,702.1675372123718,0.029606211930513382,1046.543083190918,790.1118922233582,-0.13491125404834747,1068.171615600586,946.5997982025146,-0.059850458055734634,1086.5242767333984,969.3917727470398,-0.057465966790914536,1020.7137680053711,999.6643424034119,-0.1390846222639084
1131.5748596191406,704.1266012191772,0.044775139540433884,1046.0388565063477,794.7832489013672,-0.08877670019865036,1067.9010772705078,947.2476482391357,-0.006824601907283068,1088.3729553222656,972.1001386642456,-0.0033952996600419283,1019.0462493896484,996.9446468353271,-0.07469470053911209
1135.6671524047852,712.4117946624756,0.04221213981509209,1049.4501113891602,795.3183817863464,-0.10283838212490082,1072.0037841796875,946.0424566268921,-0.022533204406499863,1091.79931640625,970.4055190086365,-0.018928635865449905,1020.4767608642578,1000.7225704193115,-0.08674176037311554
1131.020622253418,718.811502456665,0.039974845945835114,1049.8148345947266,790.9396004676819,-0.14960545301437378,1070.4218673706055,944.5808029174805,-0.08981724828481674,1088.8962936401367,969.8389720916748,-0.08755109459161758,1020.384635925293,1002.1168255805969,-0.15673261880874634
1126.9562530517578,704.9655103683472,0.04787173122167587,1040.4481887817383,790.7296800613403,-0.100892074406147,1068.335952758789,944.0538454055786,-0.04657017067074776,1088.115463256836,967.9622411727905,-0.04507249593734741,1020.1472854614258,996.1732006072998,-0.11727069318294525
1130.6300354003906,706.3990330696106,0.03746630251407623,1042.5872039794922,789.9758076667786,-0.12834236025810242,1070.2568435668945,945.3880405426025,-0.05446721240878105,1088.8889694213867,968.4518623352051,-0.051304712891578674,1021.116828918457,999.086594581604,-0.12677663564682007
