LEFT_LEG_1_x,LEFT_LEG_1_y,LEFT_LEG_2_x,LEFT_LEG_2_y,LEFT_LEG_3_x,LEFT_LEG_3_y,LEFT_LEG_4_x,LEFT_LEG_4_y,LEFT_LEG_5_x,LEFT_LEG_5_y
1.0,0.6870050742480424,0.3804787905101633,1.0,0.1527155451506313,0.2387909451883561,0.1819990562307623,0.1124976232449226,0.0,0.0
1.0,0.6365357669787597,0.3276439649554877,1.0,0.1718499465829064,0.2111346701680477,0.2175374146126702,0.0870015867566138,0.0,0.0
1.0,0.490979499742507,0.4185256601404939,1.0,0.2487696384387072,0.1718223654067264,0.2186997507199456,0.0288874188052062,0.0,0.0
1.0,0.4640804662249011,0.4444495464770479,1.0,0.1582123394486514,0.1706892291565272,0.1709221301864651,0.0308961351752711,0.0,0.0
1.0,0.3694547097311856,0.4741075956427064,1.0,0.2422851700726184,0.1383586220545261,0.1836533062619456,0.011411760727126,0.0,0.0
1.0,0.0,0.0,0.2542825793165188,0.9888315152979889,0.792955400838208,0.9337675858318728,0.8258328712893983,0.6993665149958854,1.0
0.8782839703195137,0.0,0.0,0.2693143131644353,1.0,0.808388302374982,0.966435882724472,0.847021228759262,0.7512861061959702,1.0
1.0,0.4431633403335893,0.432884382661949,1.0,0.207175951307341,0.2009892872734994,0.1620331055433598,0.0544372327270116,0.0,0.0
1.0,0.1085208025812105,0.5753226799470884,1.0,0.2491948013857465,0.087777841084973,0.1466713049253334,0.0,0.0,0.0349935416871028
1.0,0.0,0.0,0.2007854282140997,0.5088913520026868,0.8495571625310838,0.666012856595631,0.9650520942319208,0.185596578441648,1.0
1.0,0.6111440255226782,0.4421713403337602,1.0,0.1736425161565514,0.218568844353327,0.1084816560174544,0.1571960137261137,0.0,0.0
1.0,0.5709109479408754,0.4598300106787539,1.0,0.1773800789995232,0.2160420826262617,0.2094706945408554,0.0855331991376752,0.0,0.0
1.0,0.0,0.6310589187283682,1.0,0.1847648627668817,0.2070212428140468,0.1658779501203549,0.0313347360752121,0.0,0.1167970949606663
1.0,0.0,0.0,0.281120593633986,0.5276997284125542,0.8453570953762554,0.6760492843050001,0.8790041749665124,0.3209531331675777,1.0
1.0,0.8185535574667709,0.5012748150360171,1.0,0.1468333633927524,0.2352089974138449,0.1295625024022896,0.114019967522704,0.0,0.0
1.0,0.434445049490157,0.4382881559798247,1.0,0.2181375721851928,0.1876969396123798,0.2062455725307514,0.0736072696242334,0.0,0.0
1.0,0.5098868453432922,0.4540670419094056,1.0,0.2108117230744768,0.1827445003522008,0.1649294670286745,0.028715628890198,0.0,0.0
1.0,0.4300171106005767,0.4704129188759318,1.0,0.220766985445877,0.1849530657825301,0.2267136747938663,0.0,0.0,0.0022503193801094
0.9172955472060076,0.0,0.0,0.2301114138966416,0.9598888800063914,0.7964662557957602,1.0,0.8485170832906913,0.693786473738908,1.0
0.8806795636268759,0.0,0.0,0.3777219347892158,0.977447532491534,0.8453969279981073,1.0,0.8874231349552504,0.7436742747498247,1.0
0.9514094319332695,0.0,0.0,0.2690498240013186,0.675356817814789,0.8324377606634814,1.0,0.8902731178551363,0.3462481706866701,1.0
1.0,0.7081635967644881,0.3642346237357152,1.0,0.1865198907172348,0.1728330963677705,0.2042526419913079,0.0832947265843411,0.0,0.0
1.0,0.5483618044771027,0.4331727816638921,1.0,0.2319432159516516,0.2061218219848573,0.2183518154441178,0.1268769280624891,0.0,0.0
1.0,0.6520629325473101,0.3807182217899973,1.0,0.2470463926645255,0.2130152933175053,0.2223636239310302,0.1110179938081436,0.0,0.0
1.0,0.0,0.0,0.2416008441901646,0.5641373180103694,0.8550833624035579,0.8620580041589221,0.92147807539678,0.2105509467949368,1.0
1.0,0.4042590023227633,0.4433357674203581,1.0,0.2062224195175254,0.1809882208252915,0.2107955261830713,0.0451879526352641,0.0,0.0
1.0,0.0,0.0,0.4107015804245734,0.9634625989545114,0.8186052500227825,0.644306099289484,0.8581896476045319,0.3601875863074608,1.0
1.0,0.2392324104062355,0.5193331069731129,1.0,0.2497470388235206,0.1734524713367227,0.1618605454861827,0.0057614869345429,0.0,0.0
1.0,0.1840784494090458,0.5500675872482067,1.0,0.259287521914206,0.0841394895905197,0.1467503265376989,0.0,0.0,0.0239328614785351
1.0,0.0,0.110986647164452,0.2835005029266496,0.5358138568716115,0.8678905461943072,0.67437313089487,0.937712635743132,0.0,1.0
1.0,0.4222377457684135,0.4884304738224217,1.0,0.2560941770042649,0.1940133115711774,0.1706455477253259,0.0372263290811431,0.0,0.0
0.946945634460856,0.0,0.0,0.2164548128833844,0.9987824816502618,0.7853018603018609,1.0,0.832889986461416,0.8423808772019042,1.0
0.8620829101523916,0.0,0.0,0.3522709322140043,0.9699981174742548,0.8303124826485806,1.0,0.8787750769703568,0.7475370288165839,1.0
1.0,0.143288757531296,0.5490401540943305,1.0,0.218794607856023,0.1963967238015306,0.159175903057746,0.0,0.0,0.0500424909910565
1.0,0.0,0.0,0.3223379513656332,0.7869044062733367,0.7949097927950262,0.785638536221059,0.8276202279307453,0.5076064227035064,1.0
0.9993383621531984,0.0,0.0,0.3546662164996533,0.557314029514073,0.8013374371485769,1.0,0.8479201796200315,0.7669946008118325,1.0
1.0,0.4907768285522582,0.4534756323860475,1.0,0.2445139626068669,0.1730946768568807,0.2527958919260079,0.0641877947203036,0.0,0.0
1.0,0.0740206518260454,0.6296449737841759,1.0,0.2873615183052124,0.1978567245023584,0.3066568486477796,0.0,0.0,0.1417983295609236
0.9038970345709656,0.0,0.0,0.3503634048645653,0.953218025594232,0.8270550239198434,1.0,0.8773169089544959,0.6722058359415599,1.0
1.0,0.4542333258641802,0.4692603232560072,1.0,0.2010985380674674,0.1338039648180438,0.1505649312293371,0.0095795255995117,0.0,0.0
0.9823985963972788,0.0,0.0,0.329150371811414,1.0,0.799205878431368,0.8842168678943493,0.8446440363716917,0.8548342205671485,1.0
1.0,0.6157790401225288,0.4429760671707376,1.0,0.21242514840422,0.1463982783857926,0.1791827605743501,0.0664062272802178,0.0,0.0
1.0,0.4647012618196739,0.4443145827131519,1.0,0.21808235590126,0.1714984960727694,0.1713017617471848,0.0451418761865342,0.0,0.0
1.0,0.3643162282874996,0.4649105422758272,1.0,0.1706341924582756,0.1551063086684835,0.1854155259051346,0.0044861604316348,0.0,0.0
0.832835131132561,0.0,0.0,0.3230565655934292,0.9606990935730866,0.8203164414464692,1.0,0.8655962568396802,0.6580218256677374,1.0
0.8653705184090258,0.0,0.0,0.3564970706955376,1.0,0.8206589601542188,0.9495889832425828,0.870259307013686,0.864658592135628,1.0
0.89295214216714,0.0,0.0,0.2718491198440488,0.9279881143890868,0.8238135966673685,1.0,0.8748676347043458,0.6998427021119163,1.0
1.0,0.1348092474587669,0.584778140306103,1.0,0.2372972127469933,0.0792589051901856,0.1493151990262526,0.0,0.0,0.0429749165955541
0.90216442089154,0.0,0.0,0.4016610473942661,1.0,0.8008108461667838,0.7259528543673854,0.8577030935496177,0.5727508825227777,1.0
1.0,0.4382265449873063,0.444710046413377,1.0,0.2183236843345982,0.1475588976518445,0.2085554401445332,0.0227250616719299,0.0,0.0
0.9134977056040324,0.0,0.0,0.4038837189551205,1.0,0.8061507382827189,0.8429872322214033,0.8526587075300383,0.6641099407974418,1.0
1.0,0.0,0.0,0.2176460900321835,0.9254855681997712,0.7923212311060497,0.8937853972874248,0.836865735158815,0.8320534855107502,1.0
0.9301001234180856,0.0,0.0,0.2865528555580446,0.5620364380984885,0.8131530782561457,1.0,0.8468034496566477,0.699601966752517,1.0
0.8745810181660664,0.0,0.0,0.3110164180768783,0.9804614536712823,0.7993818892988505,1.0,0.8444753321491217,0.8536142343381755,1.0
1.0,0.6263941534754661,0.4275518750397843,1.0,0.205167981450842,0.1110523436330333,0.192934699525996,0.0725498509125049,0.0,0.0
