RIGHT_ARM_1_x,RIGHT_ARM_1_y,RIGHT_ARM_2_x,RIGHT_ARM_2_y,RIGHT_ARM_3_x,RIGHT_ARM_3_y,RIGHT_ARM_4_x,RIGHT_ARM_4_y,RIGHT_ARM_5_x,RIGHT_ARM_5_y,RIGHT_ARM_6_x,RIGHT_ARM_6_y
0.6083399000054345,0.0,0.0,0.5218180016709214,0.3463942177055595,0.9680014262770128,0.8925975490462474,1.0,1.0,0.9726830032060652,0.7734701918374002,0.965284955713243
1.0,0.0,0.0,0.3816741917399278,0.318801858759005,0.9488016475577548,0.5723913739944214,1.0,0.6465962430965237,0.9615513853739456,0.5444717791356977,0.9426874150002732
1.0,0.0,0.0,0.4421801720616364,0.4654955702633745,0.951876039882393,0.7692539838734784,1.0,0.8033354255324265,0.947022057341022,0.6860946883292202,0.9348721985634056
1.0,0.4580145514337038,0.1803351502704085,1.0,0.0842293652090887,0.2401140925707189,0.0,0.0713267234804523,0.1280857726957234,0.0,0.1761730141019924,0.0588266234293409
1.0,1.0,0.0654065984692686,0.9380419988637144,0.0153261414868971,0.1963807430808323,0.0,0.0308022363598903,0.1285993840306447,0.0,0.1431768824331333,0.0576990112650438
1.0,1.0,0.3028585068315059,0.8673843982783902,0.1077479744175769,0.1661574585234236,0.0,0.0443027218658691,0.1237497938305908,0.0,0.1526350243151847,0.0424196108147527
1.0,0.0,0.0,0.0833959280893316,0.3348782773959985,0.9225397541844464,0.5473503777776627,1.0,0.6208966199385846,0.9446864019718548,0.5515916376234444,0.9125064662365596
1.0,0.0,0.0,0.4571762914313245,0.3234027424714664,0.9622131230501894,0.6471665303536072,1.0,0.6852789260004237,0.9528601056541914,0.5663347259370602,0.9438411245937656
1.0,0.0,0.0,0.2694702947928603,0.4237529987331209,0.9465707909065598,0.7093671662308981,1.0,0.8021139383810878,0.9479080615053214,0.6897490498396173,0.9267764476068342
1.0,0.9708314978427453,0.0,1.0,0.2215421207363257,0.2096986559477064,0.1894105286698681,0.0070082922961897,0.3292888325653549,0.0,0.3607343698312927,0.076295657923778
0.4729202167464561,0.0,0.0,0.5353376032184847,0.3610938302994217,0.972031469787884,0.8834672220569222,1.0,1.0,0.978376408372924,0.7791151623344377,0.9743626320645864
1.0,1.0,0.1476085080841805,0.6038364507425635,0.0931987845594027,0.1041062242518686,0.0,0.0067594971148758,0.2684423103374973,0.0,0.3233947305898388,0.0272872055289997
0.4639266064637565,0.0,0.0,0.5080608036131536,0.411390635005687,0.9589175052754716,0.8963002652935919,1.0,1.0,0.9734127871031786,0.7971066009749254,0.9673301037098104
0.5478830084109431,0.0,0.0,0.5043326700336027,0.5520738335113685,0.9665813988677274,0.9282013627016568,1.0,1.0,0.9741098983923784,0.8298263326765234,0.963211703005404
1.0,1.0,0.0,0.6421930958143597,0.1618471160802168,0.1301998916830098,0.1647317183402769,0.0102003996250464,0.3411732232472856,0.0,0.3794905082632783,0.0377645009205624
0.7691968118383387,0.0,0.0,0.4976272439221952,0.4325359318168892,0.9681260414726248,0.9111366289225736,1.0,1.0,0.9782602260539406,0.808683217735842,0.9703282150613124
1.0,0.7363082759366116,0.0,1.0,0.1154203220323997,0.2228007128591571,0.0852273285457456,0.0300603774252145,0.213924855832048,0.0,0.2495198494955374,0.0713908653299088
1.0,1.0,0.1045951291662509,0.7059210694275269,0.0679553995182691,0.1292827618670916,0.0,0.0159327187286559,0.1619039927281134,0.0,0.2032501785507852,0.0388495974154009
0.0,0.0,0.0352528675703858,0.5184268318821617,0.413589676746611,0.9692569118153692,0.9270385818561,1.0,1.0,0.9760379926811128,0.7759723670490094,0.970698357907306
1.0,0.0,0.5068338938040325,0.5288333127345105,0.1352403769826951,0.8917265756463919,0.0,1.0,0.0603518697591178,0.9813348143268084,0.2253121076103799,0.9488569244666806
1.0,1.0,0.1229041674612371,0.6292388292801847,0.1426779715714893,0.0891540995461773,0.0,0.0068773418908233,0.3366167431899194,0.0,0.4040134367986387,0.0274720437705723
1.0,0.0,0.0,0.4304776129237733,0.3639720590073779,0.9545095291251467,0.6706853981747729,1.0,0.733141642705339,0.967612275472968,0.6118889861232697,0.9598751862977009
0.0,0.0,0.1489894012759663,0.5062609287565641,0.6183926659457617,0.943197886797028,0.9658191593821523,1.0,1.0,0.9760208784894508,0.8577135947412964,0.9574154326099632
1.0,1.0,0.1039436557651355,0.7422065888694462,0.0485144703535668,0.1511050282731111,0.0,0.0330962606412811,0.1382489375187125,0.0,0.1829904490093228,0.0296255455970126
1.0,0.0,0.0,0.4304092184897167,0.4126376314406695,0.9531143405554564,0.7305609745785737,1.0,0.7719213741702848,0.9616690191164547,0.6559621668307463,0.9534196979978976
1.0,1.0,0.0,0.9040914995942524,0.0732897165316673,0.1775456919060052,0.0625825479651942,0.028087394680239,0.2031933875784071,0.0,0.2219931692900089,0.0553423813499801
1.0,0.0,0.0,0.5450602593659514,0.4729669748339122,0.9579218391169408,0.7533103974288571,1.0,0.8546758627686468,0.9639083516114044,0.7320412411476622,0.944361436187754
0.7798888779963066,0.0,0.0,0.4995336397179062,0.3602244696269225,0.9737090905126566,0.911483931821855,1.0,1.0,0.9802220844003092,0.7620282812653177,0.9724344733520518
0.7953152794709217,0.0,0.0,0.4870697194430843,0.4650785683057328,0.9706174850826088,0.8860904142734543,1.0,1.0,0.9756093142497332,0.8006958147023241,0.96498973023758
1.0,0.5569338092281134,0.1053192234271273,1.0,0.0520443408279305,0.2358065671837835,0.0,0.0488574948443754,0.1214964857242227,0.0,0.1635472662343705,0.048401008784351
1.0,1.0,0.0388470120139966,0.8536938723825257,0.0030719425445209,0.1634013969329956,0.0,0.0215554193284204,0.1302216178973438,0.0,0.1463980817754951,0.0507068689245126
1.0,0.7381930389269135,0.0116679996342548,1.0,0.0758958178768892,0.2421649530378684,0.0,0.0472829510371111,0.1348492512040121,0.0,0.1875433310917882,0.0680942041617595
0.2118872320138355,0.0,0.0,0.494413602895751,0.4443311281713587,0.9469284217018016,0.970304037117496,1.0,1.0,0.9761486253455576,0.8179586360106555,0.9605065522920936
1.0,1.0,0.1490902871409627,0.6112314239556722,0.1379462768521336,0.1005232289243036,0.0,0.0089638221513263,0.2759836249464124,0.0,0.3562062830272081,0.0309978868470137
1.0,0.0,0.0,0.4553033986853632,0.4966571354893476,0.9655768993803108,0.8611734724834658,1.0,0.902410351313634,0.9613641512958891,0.7541657818093525,0.9552921364244044
1.0,1.0,0.3436498837228185,0.6350806076077731,0.0857178286253236,0.0860595808763739,0.0,0.0070080313374304,0.1011103250882206,0.0,0.1619993169732122,0.0240109346058285
1.0,0.7562078923150376,0.0699887324797651,1.0,0.0538125145265127,0.2132300875770652,0.0,0.0484629037205837,0.1389782936022753,0.0,0.1653723334377568,0.067342600003229
1.0,0.7746945828353246,0.1112572356779639,1.0,0.0958922002601215,0.2074058418644399,0.0,0.0391990131660125,0.1223218920774559,0.0,0.1759783864647468,0.0609304376680734
1.0,1.0,0.1691293884535272,0.794310535236718,0.0585420861668812,0.1327291064761797,0.0,0.0353343806207993,0.1093119819383191,0.0,0.1501793902992289,0.0301133717997017
1.0,0.0,0.0,0.339589665982524,0.3134259875449213,0.9572843868263576,0.5972536479093244,1.0,0.6733115941521358,0.9661057130238248,0.5689915448361841,0.9460923765728796
1.0,1.0,0.1998951604448365,0.6620664312573414,0.0654973023975969,0.111413175262557,0.0,0.0095679927508943,0.1680900652424589,0.0,0.2246937475302195,0.0287222051706511
0.0,0.0,0.1468894974141589,0.5054934442752292,0.6316856718160108,0.9417674371622792,0.973242324911348,1.0,1.0,0.9773790865053742,0.8595781897176406,0.960178634064904
1.0,0.7051862749524296,0.0112044607712541,1.0,0.049176801087677,0.2273991385108762,0.0,0.0403474713059826,0.1281033341963698,0.0,0.1640531680306394,0.0708397807944695
0.0,0.0,0.10914510146333,0.5202124072498412,0.6241451094885799,0.9567677104629642,0.97601090150923,1.0,1.0,0.9773121772047888,0.8524813292393825,0.9662282890305668
1.0,0.6627689758817229,0.0071401101395706,1.0,0.0319642447000004,0.208823304092,0.0,0.0489984321871116,0.1361908907844903,0.0,0.1645069625087461,0.0612906240187133
1.0,0.0,0.0,0.4303846583308148,0.3640491034382635,0.9470623257466246,0.636960549303884,1.0,0.7104919747454801,0.9422902568139624,0.6002830987100498,0.9266819829285045
1.0,1.0,0.0181439721610544,0.7728050282177612,0.0247301627870399,0.1604000454367183,0.0,0.0180714220533725,0.1232354907203523,0.0,0.1525501828405158,0.0550654670192859
0.0,0.0,0.0561909059006366,0.5067517346554647,0.5604391637840277,0.9551556270426588,0.9716268110492806,1.0,1.0,0.9784946035317676,0.8496094650824686,0.96476039937715
1.0,0.0,0.0,0.2685209781936046,0.3848823443761435,0.9292479047320322,0.568213672995233,1.0,0.6642538348073258,0.9506090572407248,0.5922727761915916,0.9271342517343212
0.7865051135934751,0.0,0.0,0.4876117884043265,0.4936127254887138,0.9601998757156104,0.9084081817495616,1.0,1.0,0.9796707964708032,0.8313150992527699,0.9679034064129548
1.0,0.0,0.0,0.4267992707262688,0.450089340938767,0.9709618815975016,0.7699002255390133,1.0,0.8235516459349873,0.9715887783855052,0.6907241614134612,0.9626814173699006
1.0,1.0,0.0279200321937239,0.8244978170548918,0.0488070896397136,0.1323762980925707,0.0,0.0210942780265915,0.1387038014419478,0.0,0.1813128470259041,0.0347436092392358
1.0,1.0,0.122644427656462,0.6515597581231969,0.0383201446340829,0.1404800805689708,0.0,0.0292470256808497,0.1323236717535896,0.0,0.1691033204465712,0.0439940490681749
1.0,1.0,0.0,0.5982246755894891,0.1611022417291791,0.1216835403105865,0.1535951665749433,0.0175465716106363,0.3731950050518514,0.0,0.4133713173843469,0.0308272385435443
1.0,0.0,0.0,0.4826919397624408,0.1777152930852293,0.9703812784443452,0.6608690911073551,1.0,0.7020181170990832,0.9717527251225484,0.4842676179571659,0.9629041002294828
1.0,1.0,0.0672915778691715,0.8882271609571935,0.0243485518290982,0.2084608570143314,0.0,0.0349716159193709,0.1440036865372203,0.0,0.1540278543326845,0.0559542844068069
1.0,1.0,0.35316097768508,0.9622213354631132,0.0716515946269854,0.2820003026406266,0.0,0.0494449348884465,0.0679865726544938,0.0,0.1117416636833885,0.0931677417809412
1.0,0.7156973059547601,0.1584709408443392,1.0,0.0832026975752223,0.2006834920379571,0.0,0.0449411188609683,0.1122984041744662,0.0,0.1568104839692239,0.0637163782052132
0.3519431062170222,0.0,0.0,0.5150283313704854,0.4070780760113175,0.9529849767937946,0.929356886135964,1.0,1.0,0.9781824439913928,0.78867324309857,0.9637176109827432
0.3174842731477182,0.0,0.0,0.5135309106802923,0.468564092707152,0.9524641793760178,0.9310889792199056,1.0,1.0,0.9789846422818702,0.8236433142783881,0.9639752572562006
1.0,1.0,0.0,0.7218849491243873,0.102784704645942,0.1335997335244055,0.1276934461808254,0.013191258258321,0.2718849303823838,0.0,0.2823959777870366,0.0396548334235346
1.0,1.0,0.0295264971668293,0.5991116183758225,0.1149941820808088,0.1024505687336208,0.0,0.0014981546135452,0.241029036097848,0.0,0.3195776324412523,0.0352883164044289
1.0,0.0,0.0,0.4735286561008485,0.383650261280004,0.9617674641076908,0.7842573688705623,1.0,0.8506046335518346,0.9710583669119478,0.6739905384153659,0.9616953259065336
1.0,1.0,0.0,0.5988999665054906,0.2285700897250198,0.0998522613797676,0.1515931156517801,0.0037957316548758,0.4536056249400284,0.0,0.5090360975304956,0.0350447641139013
1.0,1.0,0.0448117296435977,0.7264773728171915,0.0465371628594255,0.1399051041734412,0.0,0.0302140716243092,0.1485165952551939,0.0,0.1734679556505824,0.0368115757010798
1.0,1.0,0.0907121481287184,0.771771818546947,0.0656182561730235,0.1566224712425638,0.0,0.0312263646083544,0.130564067101451,0.0,0.175026528203355,0.0391163437029586
1.0,1.0,0.0,0.5818542115190309,0.2783915052529124,0.1207635406294849,0.2956414652930175,0.0002174983151876,0.5389372847614774,0.0,0.5656595562272063,0.0426856436079004
1.0,1.0,0.0,0.7837229665109177,0.0774187997540155,0.1467313550687062,0.0634227941798732,0.0251413511510925,0.2242379278633771,0.0,0.2351887479054652,0.0423910125945638
1.0,0.0,0.0,0.266826185817778,0.4284929741897425,0.9392120987784888,0.6850566088031811,1.0,0.7256379751646925,0.9405578763682504,0.6315071739039217,0.9115884934694104
1.0,1.0,0.0458665418309458,0.911556411015268,0.0256556227828339,0.1720081292675478,0.0,0.0210874179494361,0.1272712730420716,0.0,0.1472057813367465,0.0590442421968704
0.8838095462525475,0.0,0.0,0.4965533399151051,0.4658811608205369,0.9774629650046858,0.8901485784307944,1.0,1.0,0.9755116116487332,0.8375605330442665,0.9689919615517611
1.0,0.8243710845570787,0.0896434606727686,1.0,0.0856992101991959,0.2164749765793893,0.0,0.0406054747595068,0.1348852851767984,0.0,0.1875652126377635,0.0719726046959358
1.0,0.0,0.0,0.44570437783892,0.4639541874280357,0.9614459702934284,0.8310440633523201,1.0,0.8771860999874328,0.9596947940239536,0.7198752110102338,0.9481220389756274
1.0,0.0,0.0,0.4342874000103137,0.5427691227796504,0.9620490415853952,0.8809054926199619,1.0,0.9222100067343468,0.9694472166693456,0.7810571279871485,0.9570487989103892
1.0,0.0,0.0,0.4084301361533468,0.3677578104008798,0.9440986478212512,0.673228822787222,1.0,0.7282406308971829,0.9457441583800072,0.5909475870759744,0.9219034247859436
1.0,0.91612752062531,0.0841287748286968,1.0,0.0746881846820394,0.2162149900856888,0.0,0.0349556954181724,0.1117603745161474,0.0,0.164057978846774,0.062637206996672
1.0,1.0,0.1858379297092781,0.6394973954827655,0.0791839650982154,0.1133633143727216,0.0,0.0189496596901046,0.2307209318689919,0.0,0.3032291006980718,0.0236541426236527
1.0,1.0,0.0,0.7408519811885502,0.1357977452818886,0.1551527506720219,0.1403722167482867,0.010547377595085,0.2717776381448819,0.0,0.2884178587757237,0.06144586305808
1.0,0.0,0.0,0.39296966540815,0.3400474828898548,0.976626013120644,0.6461583531841533,1.0,0.6997655018644497,0.9666930727151964,0.5936222869997362,0.958725801504482
1.0,0.0,0.0,0.1141726632174797,0.321282488360787,0.9450955183453889,0.5815098261641954,1.0,0.6278437025186514,0.9514869157653636,0.5295455071602027,0.9248054371501134
1.0,0.0,0.440482918558652,0.8872165544119229,0.1375986592091706,0.9142763176090056,0.0,1.0,0.2377526162960682,0.9306391972705652,0.136267612495862,0.8723011628220819
1.0,1.0,0.0243996423089085,0.6215066146917786,0.0817349274460939,0.1138530977338462,0.0,0.0177936644546555,0.2873235366183113,0.0,0.3746395340801287,0.0257136005699336
0.3320373881195714,0.0,0.0,0.4768883823617291,0.4151541463737104,0.9457575090348528,0.950732048805257,1.0,1.0,0.9816054015845788,0.8000829244696301,0.9685455785616272
1.0,1.0,0.0,0.6310914576647358,0.0839854143673864,0.1135033199787438,0.0264690717913823,0.0127304383049222,0.2650737874812865,0.0,0.3225901300572948,0.0281691860646855
1.0,1.0,0.0,0.7463881274049619,0.1704712290167783,0.1317652526518104,0.1233179992859122,0.0187855411609747,0.2965435669374594,0.0,0.3121859495644478,0.0371786603069912
1.0,1.0,0.0,0.6039450773834639,0.1437244211844823,0.102023949830489,0.1207926944718292,0.0058210989373414,0.2984522844340045,0.0,0.3242701996786143,0.0278708190053076
1.0,0.0,0.0,0.2503207365071782,0.3949432559523727,0.957304973225145,0.6276813405290417,1.0,0.7001169738896091,0.9731294925252578,0.6182448956535038,0.9527091417116372
1.0,0.1747767237623999,0.0,1.0,0.0769316155460229,0.2776118433669021,0.1211480481534263,0.0727812833336703,0.2496114926559579,0.0,0.2960569190114367,0.0589034482293828
1.0,1.0,0.0710072755098333,0.9507951065495378,0.0175207394541545,0.1777373740674905,0.0,0.0149022795897034,0.1073605324847273,0.0,0.1253598280113212,0.057146511933109
1.0,1.0,0.0595061527177897,0.7674062520077837,0.0973867927090943,0.1229112423375553,0.0,0.0360032323859456,0.1674164018145759,0.0,0.2023429223372173,0.0318779326894426
0.0,0.0,0.0346833826823957,0.5013501930721427,0.538069276683743,0.9563294536692448,0.9761420783005124,1.0,1.0,0.978601626354019,0.8250986981247357,0.9684519462459156
1.0,0.8750951895684524,0.0667654559317165,1.0,0.0566350246463333,0.2110849532876033,0.0,0.0464563140608972,0.1421013337683676,0.0,0.1764770524546064,0.0571599822761565
0.638116048766539,0.0,0.0,0.506463067107448,0.3949133560163854,0.957354578808284,0.8918608826912894,1.0,1.0,0.9842354922077812,0.7783715678695988,0.9741628587021154
1.0,1.0,0.0,0.743083102375308,0.0989086543708392,0.1516617843253566,0.0875453211587665,0.0077365033798488,0.219752143281555,0.0,0.2435956200662107,0.0493168433689572
1.0,1.0,0.0,0.612908400602993,0.0862478298157173,0.099116435833008,0.020695191080804,0.0059880481605377,0.2191781538268454,0.0,0.2575407367121969,0.0259868579573331
0.9296355019879516,0.0,0.0,0.4910661640295734,0.5420276887786586,0.9671833181226224,0.9583922701245842,1.0,1.0,0.9583058814179796,0.8276063219714165,0.9478822716598811
1.0,0.0,0.0,0.2397807167272365,0.4654187793069255,0.9156254186238466,0.6947606521545746,1.0,0.7672245307714785,0.9404236149222396,0.6803273480487456,0.9138628771935888
1.0,0.0,0.0,0.470687730099864,0.4096117781601433,0.9734130196629068,0.7913336357877481,1.0,0.8817333564703989,0.97454928282632,0.7250982105709907,0.9658526131587613
1.0,1.0,0.0875766200187771,0.6356654438565261,0.1556191290755459,0.0827727581538583,0.0,0.0066601104372362,0.3126367117416031,0.0,0.3981193379833807,0.0259982494681457
1.0,0.7200184781335354,0.0,1.0,0.1367226700932835,0.2414501122133999,0.1118649005281872,0.0433324350105802,0.2448597692466255,0.0,0.2758844579073202,0.0715479447548824
1.0,1.0,0.0,0.7095301884362386,0.0744901363712564,0.1476775318170514,0.0325204602171251,0.0206617693463836,0.2032660862371196,0.0,0.2316212825510316,0.0432807653858336
1.0,1.0,0.0,0.578473047042712,0.1535731305349263,0.0905529109068516,0.0059320519439259,0.0105740332755654,0.3024254398157375,0.0,0.4026150669155295,0.0299675956539316
0.9453100872551482,0.0,0.0,0.4762071928640055,0.522456156243952,0.9583352644744776,0.9296955746527747,1.0,1.0,0.9792238441024202,0.8224981573063278,0.96699752855688
1.0,0.0,0.6465432320375457,0.5561170966626129,0.1482485212799988,0.9079516843056716,0.0,1.0,0.0185480304894375,0.9674991920215116,0.1369725971620866,0.9383726319742128
1.0,0.7409318529564464,0.1725888818847587,1.0,0.0905453959610802,0.2245975239633054,0.0,0.0538948519203807,0.1277805830344552,0.0,0.181015104054599,0.0566871402073508
1.0,0.0,0.0,0.4491141593622523,0.3828538887642582,0.9607881317919704,0.7308342009544792,1.0,0.8284832831934632,0.9609719228757556,0.6873841174519357,0.9466730575225616
1.0,0.6956679134548448,0.0,1.0,0.1367956243296616,0.2092177746345634,0.1113479346433334,0.0255725043166698,0.2444486976017578,0.0,0.2728579932913348,0.0653629527255228
0.0,0.0,0.1556595585120816,0.5049736503897546,0.6240443571066514,0.9379242254958317,0.9864022692395826,1.0,1.0,0.9691156304424108,0.874181497503698,0.952563436040842
0.0,0.0,0.0355550794924154,0.5382535832366128,0.4924245186697783,0.9643510094992972,0.9395328908984832,1.0,1.0,0.9827775148539752,0.8230678420361727,0.9755690409235108
0.7083608698388721,0.0,0.0,0.4985762102951587,0.5194938790281974,0.9722839940139344,0.9341208773917422,1.0,1.0,0.9757042230619644,0.8308589816213494,0.9685054524405168
1.0,1.0,0.0,0.7016779657057052,0.0395913175073134,0.1377127803189609,0.042515073101931,0.0145806877514525,0.2211906343327388,0.0,0.2304218538668999,0.0392241457299361
1.0,1.0,0.0,0.8344102739671938,0.0542771099271732,0.1546567269149533,0.0469944361741939,0.0171008262635393,0.1700785877114177,0.0,0.1880851726934559,0.0508562955502918
1.0,1.0,0.0,0.8677012527993904,0.0958047458374351,0.1754235221491931,0.0482699711682735,0.0229222390066105,0.2085315357966799,0.0,0.2247734918452054,0.0547487945996899
1.0,1.0,0.0,0.6628464616951381,0.139603271731573,0.1322707547045293,0.1166926397778932,0.0127754656596622,0.2956150931656967,0.0,0.3309429266560426,0.0432570438556821
1.0,1.0,0.0,0.6175081854428699,0.0630440452798692,0.1212876503424375,0.0619816028795492,0.0165630341197719,0.316500026082874,0.0,0.357074544853849,0.0311142903249538
1.0,0.0,0.0,0.425367016624014,0.410127109174686,0.9506906377287128,0.735412981137483,1.0,0.7847093684801318,0.9613398339845032,0.6558891415567334,0.9501390118587082
1.0,1.0,0.0007645688953779,0.6231292803258899,0.1294903809283356,0.0914917846053456,0.0,0.0067755018817231,0.3046304349859277,0.0,0.383322577929915,0.0283594287953492
1.0,1.0,0.009922916238353,0.960691025937781,0.0222773847868076,0.1890827581941304,0.0,0.0279075646661914,0.1454210418110242,0.0,0.1775071258696353,0.048899954273361
1.0,0.5302265816873452,0.2305927240931604,1.0,0.1048832834318106,0.2692358620638567,0.0,0.0758347539251081,0.1005664926737501,0.0,0.1613036220555895,0.0511403779252538
1.0,1.0,0.0,0.5977990218014935,0.1670235546038606,0.0976432788143461,0.0679079609239385,0.0065505153246681,0.4404514526817277,0.0,0.5170387592970364,0.0321326027667023
1.0,0.0,0.0,0.4613880532419844,0.3742386796504804,0.963676953066258,0.6996331580096206,1.0,0.7527249107538946,0.9747920963060602,0.6173665533047485,0.9639590059594711
1.0,1.0,0.0,0.7014812280156845,0.1005600124863408,0.1359630331331933,0.0780259091618519,0.0009703090065437,0.223901357889806,0.0,0.2487117215545478,0.0537576992642869
1.0,0.0,0.0,0.2873897246147955,0.3578055911733454,0.9376538040450068,0.6164373889702125,1.0,0.6749463841955377,0.963439262207686,0.5727416115378956,0.93813472841119
1.0,0.0,0.0,0.4507400498064017,0.4602955463516879,0.9604830452268536,0.8150060885654272,1.0,0.8695191074901621,0.9653901025134132,0.7224106552735677,0.9517210999192892
1.0,0.6564470788026677,0.0,1.0,0.1165959790830474,0.2120751930525802,0.0779610138077676,0.0330200289475822,0.2302166362817446,0.0,0.2661794971895526,0.0616673006556191
1.0,1.0,0.0986250748084033,0.6455171259538333,0.0356446305481727,0.1230392970464687,0.0,0.0254772084740886,0.2112608677968465,0.0,0.2763388525310941,0.0304635677589399
0.3974611448469202,0.0,0.0,0.4995294427881432,0.4140276657182895,0.952444406397376,0.9230248630515095,1.0,1.0,0.9854178187450504,0.7668690814896651,0.9737762415815132
0.0,0.0,0.0030565537624823,0.5226145759981442,0.5410744549002615,0.9560032959677772,0.9595688605262124,1.0,1.0,0.9809316391666844,0.8431856894000126,0.970449023871804
1.0,1.0,0.0,0.6189941330893601,0.1932048158489089,0.1110228748574429,0.2063648165602603,0.0007130832977846,0.4342960288808664,0.0,0.4626113709519659,0.0389878490922631
1.0,1.0,0.0,0.916764204887741,0.0357581346991993,0.1805762542870122,0.0312927853314959,0.018952916875792,0.1729197137707644,0.0,0.1892786015487943,0.052487867944752
1.0,0.0,0.0,0.4571737697354304,0.447904967522402,0.9715686078663986,0.8213630009708937,1.0,0.8875953954024568,0.9716665560453688,0.7302902099395001,0.963024884637022
1.0,1.0,0.1637851754997018,0.6546028029414258,0.0778544056348681,0.1221191632789509,0.0,0.023026784427697,0.1633762661240369,0.0,0.2184109426088418,0.0304270210877452
1.0,0.5773277026238582,0.0858252017207747,1.0,0.0492263471444795,0.2214595262263349,0.0,0.0441074483199355,0.1343425570252573,0.0,0.1751893644026114,0.0483976132968035
1.0,0.0,0.0,0.4442055597881248,0.221244610868554,0.9626325691907196,0.5841349442422774,1.0,0.6562095692994422,0.9600045758925926,0.5158302682546445,0.949165921708206
1.0,1.0,0.0,0.6762842945700152,0.1696720680222823,0.1281292122703036,0.1480414500086996,0.0,0.2924247912810083,0.0004513648889638,0.3398062129375825,0.0390612045709765
0.8115296166174926,0.0,0.0,0.4980092586909876,0.5140135342511531,0.9662910718567947,0.9336039011005924,1.0,1.0,0.977671483824534,0.8152957264656653,0.9652567066830764
1.0,1.0,0.0,0.7412351238980355,0.0676185754041838,0.1457948533652038,0.0478930277748321,0.0202049930134108,0.157398835812939,0.0,0.1911393384597306,0.0364671697966029
1.0,1.0,0.1134633286936198,0.631093719219948,0.0529695655048323,0.1249001585764894,0.0,0.0248620546752769,0.2158896188942914,0.0,0.2606845929946914,0.030899877515376
1.0,1.0,0.0,0.6962200148736396,0.1472222492531363,0.1428180246663807,0.1770887057274186,0.013162937506098,0.353981167021854,0.0,0.3606161750824724,0.0406834830908925
1.0,0.0,0.0,0.3600556630625518,0.4213873271255575,0.9460415623548092,0.6284931186294241,1.0,0.7058704183838481,0.9723033411369888,0.6261866739025717,0.9508387801038384
1.0,0.0,0.0,0.2795898628133682,0.3729475229646797,0.9546481221897374,0.6240514588829603,1.0,0.6926543963369015,0.964366106001736,0.590061482902353,0.9429819095399808
