BODY_1_x,BODY_1_y,BODY_1_z,BODY_2_x,BODY_2_y,BODY_2_z,BODY_3_x,BODY_3_y,BODY_3_z,BODY_4_x,BODY_4_y,BODY_4_z
1027.126235961914,757.6357698440552,0.12507207691669464,1045.528335571289,763.3874988555908,-0.1210227832198143,835.6449508666992,805.8135652542114,0.0763838142156601,827.508659362793,806.4677882194519,-0.0764671042561531
1027.4655532836914,755.2188205718994,0.1167791411280632,1046.759033203125,762.977249622345,-0.11667226999998093,837.1871566772461,812.0429420471191,0.07118730247020721,827.3032379150391,810.954909324646,-0.07122469693422318
1024.4986724853516,742.3801374435425,0.10989046841859818,1040.7115173339844,756.0685443878174,-0.11225194483995438,829.0679740905762,806.805682182312,0.06784718483686447,827.2555160522461,814.2219042778015,-0.06788203120231628
1007.4443435668945,734.433867931366,0.13075144588947296,1030.5818939208984,753.0944466590881,-0.11028055101633072,809.5763397216797,797.5589489936829,0.07447423040866852,808.6470222473145,803.4007358551025,-0.07448889315128326
1005.0881195068359,734.3741297721863,0.13166488707065582,1024.7148513793945,753.8628029823303,-0.1184932291507721,802.8046989440918,791.4132571220398,0.07749946415424347,801.0191917419434,800.6269669532776,-0.07749663293361664
997.1391677856445,734.5610046386719,0.11569284647703171,1020.9607315063477,756.3036346435547,-0.12388849258422852,793.8125610351562,787.6083612442017,0.07310858368873596,788.4505462646484,796.803982257843,-0.07309489697217941
992.0018005371094,736.2711381912231,0.11943282186985016,1014.6290588378906,750.8597373962402,-0.12012425065040588,786.7449188232422,787.4389314651489,0.07327132672071457,776.414680480957,795.2411985397339,-0.07327640056610107
991.2674331665039,737.1921873092651,0.12559133768081665,1018.2558059692383,753.5693907737732,-0.10919594019651413,788.5567474365234,792.5955963134766,0.07299723476171494,786.719799041748,797.7968716621399,-0.07299869507551193
1004.3815612792969,733.4080195426941,0.12031572312116623,1038.5625457763672,752.3251247406006,-0.11006805300712585,820.7460594177246,805.4898977279663,0.07008232176303864,820.4791259765625,818.9108991622925,-0.07005845755338669
1019.0123748779297,731.4723873138428,0.12817512452602386,1048.293800354004,749.445333480835,-0.10350419580936432,836.5997886657715,810.0046992301941,0.07140100747346878,837.3801040649414,826.4725399017334,-0.07141762226819992
