LEFT_LEG_1_x,LEFT_LEG_1_y,LEFT_LEG_1_z,LEFT_LEG_2_x,LEFT_LEG_2_y,LEFT_LEG_2_z,LEFT_LEG_3_x,LEFT_LEG_3_y,LEFT_LEG_3_z,LEFT_LEG_4_x,LEFT_LEG_4_y,LEFT_LEG_4_z,LEFT_LEG_5_x,LEFT_LEG_5_y,LEFT_LEG_5_z
835.6449508666992,805.8135652542114,0.0763838142156601,752.2543716430664,950.7114315032959,0.09329403936862946,665.3800392150879,817.0067453384399,0.1527225524187088,669.9892616271973,780.4014158248901,0.16034983098506927,596.7247581481934,805.7555651664734,0.17250022292137146
837.1871566772461,812.0429420471191,0.07118730247020721,746.9680023193359,947.7993893623352,0.08742041885852814,633.9200592041016,812.6942682266235,0.14460740983486176,631.4960861206055,785.310308933258,0.15163138508796692,589.3048095703125,810.1375651359558,0.16011358797550201
829.0679740905762,806.805682182312,0.06784718483686447,738.0549430847168,950.2892088890076,0.08579693734645844,644.4197845458984,820.6530904769897,0.13997706770896912,622.4851226806641,789.9028086662292,0.14685168862342834,577.4549102783203,810.8733487129211,0.15357226133346558
809.5763397216797,797.5589489936829,0.07447423040866852,737.713565826416,956.8183708190918,0.09558822214603424,622.8713035583496,823.9504051208496,0.15708453953266144,643.5959243774414,786.8551325798035,0.16457228362560272,570.8340454101562,816.8969249725342,0.16816581785678864
802.8046989440918,791.4132571220398,0.07749946415424347,736.2000846862793,952.5570702552795,0.10501337051391602,641.411190032959,821.8858981132507,0.17041704058647156,641.1517524719238,786.0310935974121,0.1785755306482315,566.5929222106934,820.0803637504578,0.18766005337238312
793.8125610351562,787.6083612442017,0.07310858368873596,740.8407211303711,946.2977600097656,0.10995493829250336,639.2923736572266,822.9782438278198,0.18293246626853943,642.6696395874023,787.2816681861877,0.19196389615535736,575.8098793029785,822.5568580627441,0.20938511192798615
786.7449188232422,787.4389314651489,0.07327132672071457,739.4035720825195,946.3128876686096,0.11116679757833481,632.2674751281738,829.7165536880493,0.18172863125801086,634.0743255615234,794.6191620826721,0.19043925404548645,563.8022232055664,832.3495388031006,0.20910236239433289
788.5567474365234,792.5955963134766,0.07299723476171494,730.7633399963379,956.9572877883911,0.10008600354194641,633.8540267944336,829.9842166900635,0.16631895303726196,630.9988403320312,795.3742575645447,0.17455045878887177,558.3370971679688,837.3555707931519,0.1836109757423401
820.7460594177246,805.4898977279663,0.07008232176303864,738.8528251647949,938.1344890594482,0.1029653251171112,642.4134635925293,821.8363308906555,0.15723691880702972,632.958869934082,794.1095209121704,0.16389232873916626,573.2162475585938,823.1681442260742,0.1674514263868332
836.5997886657715,810.0046992301941,0.07140100747346878,736.5759658813477,927.3986792564392,0.10510584712028503,653.1145477294922,816.3338541984558,0.1495184451341629,622.3991203308105,800.7647252082825,0.15522585809230804,585.6944847106934,811.667582988739,0.155570849776268
832.2754669189453,807.2879004478455,0.07246963679790497,737.4159049987793,942.2987794876099,0.09297970682382584,622.6678848266602,835.2380204200745,0.14932775497436523,617.8118133544922,811.5184307098389,0.15661078691482544,575.1624298095703,823.0567789077759,0.15979395806789398
875.7151222229004,833.0245542526245,0.06881199777126312,752.7878952026367,927.2410941123962,0.07856406271457672,662.9612159729004,819.2548441886902,0.13171172142028809,662.138786315918,798.2082796096802,0.13873182237148285,622.5876617431641,798.9071130752563,0.14847654104232788
878.2852935791016,841.3322138786316,0.06663666665554047,746.5739250183105,934.1790246963501,0.06384994834661484,677.1050262451172,802.8925108909607,0.10879716277122498,681.9411849975586,781.0672903060913,0.11475533992052078,635.7005882263184,783.2445788383484,0.12462909519672394
879.7691917419434,844.8059749603271,0.06288422644138336,755.5636596679688,934.2209315299988,0.06332821398973465,692.354621887207,808.9493036270142,0.10425775498151779,677.9605293273926,792.5597405433655,0.10919112712144852,638.2404327392578,792.1785879135132,0.11413551867008209
892.2687721252441,853.2343983650208,0.06758616119623184,761.5521812438965,928.1860256195068,0.05857456848025322,689.8872756958008,804.0518045425415,0.09239058941602707,695.178108215332,783.5773229598999,0.09605305641889572,644.8480224609375,774.3163633346558,0.0925627052783966
884.7793579101562,850.7220482826233,0.06923846900463104,770.4788017272949,918.3858776092529,0.07425183802843094,710.7120895385742,794.762134552002,0.12155675888061523,717.502498626709,774.1819524765015,0.12718383967876434,673.1782722473145,760.6940674781799,0.13355527818202972
879.9732398986816,843.214545249939,0.061027705669403076,757.199821472168,925.8158111572266,0.0542839951813221,699.3247604370117,807.7001452445984,0.12929953634738922,700.7033729553223,780.8969593048096,0.13880519568920135,648.1446647644043,781.2230730056763,0.15205354988574982
880.0768089294434,840.5162215232849,0.06685079634189606,750.3324508666992,932.3642206192017,0.081336110830307,685.7651710510254,807.5780296325684,0.120752714574337,659.600715637207,792.4186992645264,0.1253473311662674,618.47900390625,791.1773943901062,0.12564808130264282
864.7899055480957,825.8548808097839,0.07243657112121582,738.3053970336914,918.3555579185486,0.09987444430589676,656.5616226196289,814.5248436927795,0.14483049511909485,624.9252891540527,804.9859857559204,0.149976447224617,583.6709976196289,807.6992440223694,0.14781661331653595
856.8077659606934,820.0137376785278,0.07047627866268158,741.4780426025391,917.7129864692688,0.09237181395292282,652.9114151000977,817.7404689788818,0.13337625563144684,625.0690841674805,808.1206941604614,0.13810819387435913,585.2375221252441,811.9557166099548,0.1359461396932602
850.6108474731445,814.3949389457703,0.06951867789030075,747.2063255310059,916.6863012313843,0.10779473930597305,672.337703704834,810.7515549659729,0.15466085076332092,645.6425285339355,794.0970325469971,0.16019606590270996,609.5294380187988,799.4266676902771,0.1610284000635147
833.9895629882812,805.8037805557251,0.0703631117939949,740.0054740905762,926.4406156539917,0.11158566176891327,642.5043296813965,816.2936210632324,0.15784339606761932,618.2889175415039,796.8711876869202,0.16341182589530945,583.9150428771973,809.404034614563,0.16392377018928528
829.5883941650391,807.6698899269104,0.06967078149318695,741.4508628845215,926.4328908920288,0.11863157153129578,651.1734008789062,821.2882590293884,0.17415982484817505,649.5966339111328,789.6445441246033,0.18048404157161713,584.0647315979004,815.6444835662842,0.18308542668819427
868.8847160339355,828.7764501571655,0.06383029371500015,742.0749664306641,934.8465085029602,0.06935571134090424,650.3556060791016,814.0991449356079,0.1194959208369255,648.8170623779297,793.02090883255,0.12557047605514526,607.9443740844727,795.8695435523987,0.1273195892572403
