RIGHT_ARM_1_x,RIGHT_ARM_1_y,RIGHT_ARM_1_z,RIGHT_ARM_2_x,RIGHT_ARM_2_y,RIGHT_ARM_2_z,RIGHT_ARM_3_x,RIGHT_ARM_3_y,RIGHT_ARM_3_z,RIGHT_ARM_4_x,RIGHT_ARM_4_y,RIGHT_ARM_4_z,RIGHT_ARM_5_x,RIGHT_ARM_5_y,RIGHT_ARM_5_z,RIGHT_ARM_6_x,RIGHT_ARM_6_y,RIGHT_ARM_6_z
1045.528335571289,763.3874988555908,-0.1210227832198143,1047.5551986694336,881.4674377441406,-0.1478046029806137,1076.9725799560547,988.6259150505066,-0.1190631315112114,1102.573127746582,998.9113712310791,-0.14178238809108734,1103.9673614501953,993.8715434074402,-0.12191689759492874,1093.7462997436523,991.4810514450073,-0.11081186681985855
1046.759033203125,762.977249622345,-0.11667226999998093,1048.5162734985352,882.5874638557434,-0.14498791098594666,1073.477783203125,989.0671277046204,-0.11864940822124481,1098.651351928711,998.8668251037598,-0.14053583145141602,1100.7600402832031,994.4283056259155,-0.11909554153680801,1091.8107604980469,992.1547794342041,-0.10987750440835953
1040.7115173339844,756.0685443878174,-0.11225194483995438,1043.9182662963867,878.0789065361023,-0.14171729981899261,1072.6951217651367,986.0408878326416,-0.11237382143735886,1096.161117553711,996.8380451202393,-0.1329222470521927,1097.7803421020508,991.66020154953,-0.11201298981904984,1089.1977310180664,988.3534240722656,-0.1038111224770546
1030.5818939208984,753.0944466590881,-0.11028055101633072,1041.9776916503906,873.4191370010376,-0.14332477748394012,1071.8196487426758,982.0653390884399,-0.10623046010732651,1095.3084182739258,996.3038778305054,-0.12772852182388306,1095.8579635620117,989.2065596580505,-0.1056654155254364,1086.694564819336,985.8213758468628,-0.09723186492919922
1024.7148513793945,753.8628029823303,-0.1184932291507721,1034.9765396118164,874.6635961532593,-0.15127557516098022,1065.8543014526367,978.2348871231079,-0.11764558404684067,1089.7423553466797,993.0847764015198,-0.14186455309391022,1090.638771057129,985.6965565681458,-0.11926355957984924,1082.3443222045898,981.7369079589844,-0.10858919471502304
1020.9607315063477,756.3036346435547,-0.12388849258422852,1038.662109375,883.7579584121704,-0.15667341649532318,1070.3290557861328,986.880054473877,-0.13082587718963623,1097.7418899536133,994.8790454864502,-0.15643520653247833,1099.163589477539,989.0042352676392,-0.13237546384334564,1088.7871170043945,986.7077922821045,-0.12156493216753006
1014.6290588378906,750.8597373962402,-0.12012425065040588,1033.7133407592773,874.7297072410583,-0.1600552648305893,1068.5841751098633,982.9078531265259,-0.13989099860191345,1095.9804153442383,991.6764235496521,-0.16604608297348022,1097.4748992919922,986.6350507736206,-0.14099563658237457,1087.2699737548828,984.6011209487915,-0.13026739656925201
1018.2558059692383,753.5693907737732,-0.10919594019651413,1033.8885498046875,874.8608994483948,-0.14516517519950867,1070.9299850463867,981.5797090530396,-0.11714451014995575,1097.2673034667969,993.7134432792664,-0.14137035608291626,1098.8044738769531,987.3462438583374,-0.11688496917486191,1088.9036178588867,984.905412197113,-0.1076243594288826
1038.5625457763672,752.3251247406006,-0.11006805300712585,1048.381576538086,880.6451368331909,-0.1370399296283722,1077.3603057861328,986.3826441764832,-0.09581128507852554,1100.1649475097656,995.1858472824097,-0.11633671075105667,1102.386817932129,989.1940069198608,-0.09175834059715271,1092.0673370361328,986.7995238304138,-0.08572099357843399
1048.293800354004,749.445333480835,-0.10350419580936432,1053.0804061889648,871.3975024223328,-0.1302785575389862,1078.2503128051758,983.8284516334534,-0.09321480244398117,1101.6162872314453,994.8064970970154,-0.11311808973550797,1103.4028244018555,988.3832287788391,-0.08842972666025162,1092.7792739868164,984.8344731330872,-0.08300206810235977
