RIGHT_LEG_1_x,RIGHT_LEG_1_y,RIGHT_LEG_1_z,RIGHT_LEG_2_x,RIGHT_LEG_2_y,RIGHT_LEG_2_z,RIGHT_LEG_3_x,RIGHT_LEG_3_y,RIGHT_LEG_3_z,RIGHT_LEG_4_x,RIGHT_LEG_4_y,RIGHT_LEG_4_z,RIGHT_LEG_5_x,RIGHT_LEG_5_y,RIGHT_LEG_5_z
827.508659362793,806.4677882194519,-0.0764671042561531,721.1856079101562,965.8422446250916,-0.10725375264883041,627.0358085632324,830.0366163253784,-0.0326853021979332,623.6837768554688,794.1502690315247,-0.021792776882648468,548.1764602661133,832.4460983276367,0.00715115200728178
827.3032379150391,810.954909324646,-0.07122469693422318,714.4613456726074,966.6649961471558,-0.09479478001594543,613.1312942504883,821.8984508514404,-0.03699304163455963,608.4148406982422,790.4378128051758,-0.028438102453947067,534.5996475219727,835.9128427505493,-0.00915822759270668
827.2555160522461,814.2219042778015,-0.06788203120231628,712.8647232055664,965.1624011993408,-0.08954962342977524,619.5719146728516,821.7181420326233,-0.02296261303126812,612.1119117736816,795.2496957778931,-0.013107731007039547,534.843578338623,829.8359656333923,0.010102301836013794
808.6470222473145,803.4007358551025,-0.07448889315128326,712.1617698669434,959.6708679199219,-0.09197402745485306,610.6689834594727,828.0033946037292,-0.016796547919511795,602.8642845153809,806.082193851471,-0.0058722407557070255,520.6481552124023,844.6427893638611,0.014413530007004738
801.0191917419434,800.6269669532776,-0.07749663293361664,710.6168746948242,965.270676612854,-0.09913031756877899,609.1854286193848,833.4819889068604,-0.008555172942578793,604.7360229492188,808.000123500824,0.004267844837158918,519.3838691711426,850.2041673660278,0.033273130655288696
788.4505462646484,796.803982257843,-0.07309489697217941,706.8103408813477,966.1928200721741,-0.097367063164711,595.3842544555664,840.8993053436279,-9.324307757196948e-05,586.1907577514648,811.9125866889954,0.013346044346690178,515.5099868774414,857.2103977203369,0.04650554805994034
776.414680480957,795.2411985397339,-0.07327640056610107,706.9466972351074,972.8219532966614,-0.10528779774904251,595.2243232727051,843.6441707611084,-0.00843880046159029,585.2499389648438,814.4765639305115,0.005127325654029846,511.4781188964844,860.3928065299988,0.041775453835725784
786.719799041748,797.7968716621399,-0.07299869507551193,705.5874252319336,971.1063480377197,-0.09228073060512543,589.7374534606934,844.04141664505,-0.010522979311645031,582.4671363830566,818.3088827133179,0.0012504446785897017,508.24853897094727,863.6392664909363,0.027851710096001625
820.4791259765625,818.9108991622925,-0.07005845755338669,709.5423316955566,967.6853084564209,-0.08110027760267258,595.7200241088867,839.6229815483093,-0.02510887011885643,595.2087020874023,808.3385324478149,-0.01651727966964245,522.5168037414551,853.6734867095947,-0.0033807605504989624
837.3801040649414,826.4725399017334,-0.07141762226819992,714.5466041564941,964.0123128890991,-0.0866352766752243,616.6474342346191,824.5503616333008,-0.02454516291618347,620.8620071411133,795.5118227005005,-0.015218641608953476,553.8210296630859,825.9585213661194,-0.0003242029924876988
836.3804054260254,819.9071359634399,-0.07245437800884247,717.8546333312988,965.6817626953125,-0.0915074497461319,619.2360305786133,828.2821297645569,-0.013604193925857544,642.3790168762207,784.9732518196106,-0.0020479136146605015,552.1392059326172,811.9028663635254,0.01877257227897644
886.0040473937988,852.9420161247253,-0.06876454502344131,723.6270332336426,962.143177986145,-0.09673210978507996,671.0586547851562,812.4137949943542,-0.035781070590019226,698.5301971435547,776.2159466743469,-0.025538062676787376,628.1987571716309,775.5095171928406,-0.00022434620768763125
893.4920310974121,865.9393787384033,-0.06660468131303787,729.7623252868652,970.3503513336182,-0.09981133043766022,691.5937042236328,803.9573049545288,-0.03716345503926277,725.9648895263672,771.1301565170288,-0.027224207296967506,647.9854202270508,768.5119771957397,0.0005813488969579339
891.0738945007324,870.2240467071533,-0.06276813894510269,727.8024101257324,964.0968346595764,-0.09653295576572418,679.8369598388672,796.9550657272339,-0.042740412056446075,690.2554893493652,771.7455625534058,-0.03389102220535278,630.1257133483887,749.8869323730469,-0.013207911513745785
906.8931770324707,878.0810308456421,-0.06742962449789047,739.0752983093262,956.4802193641663,-0.1052878275513649,695.8295059204102,799.5981574058533,-0.05781548097729683,731.898021697998,766.1332654953003,-0.050125837326049805,641.7593765258789,747.3989152908325,-0.038574643433094025
894.5536422729492,883.5379314422607,-0.06912299245595932,730.2065849304199,964.3750548362732,-0.10707759857177734,701.759033203125,805.8014631271362,-0.03679775446653366,717.3232269287109,786.359395980835,-0.02663472294807434,656.700439453125,758.6618757247925,-0.006070121191442013
892.8885841369629,870.4151701927185,-0.06099644675850868,733.3526229858398,960.2364492416382,-0.10072100907564163,695.5781936645508,804.5014500617981,-0.010601144284009933,710.1211738586426,780.3488230705261,0.0026211387012153864,645.0423431396484,759.7713446617126,0.03141012042760849
890.1960182189941,868.0331110954285,-0.06681057065725327,729.6805572509766,963.5095596313477,-0.09695415943861008,698.1069374084473,801.3151144981384,-0.02387213706970215,698.0256271362305,780.967447757721,-0.01318281888961792,638.9258766174316,772.9418063163757,0.00974651612341404
875.7064247131348,860.166985988617,-0.07242311537265778,727.2700881958008,970.0465750694275,-0.11101061850786209,656.4340209960938,819.2742204666138,-0.016187841072678566,664.7661209106445,792.3048233985901,-0.0035970930475741625,603.171558380127,783.4160041809082,0.01738883927464485
865.2017211914062,847.5006294250488,-0.07043839246034622,723.2647705078125,965.7012677192688,-0.10844402015209198,657.3294067382812,818.6962795257568,-0.019320156425237656,666.6910743713379,793.6207365989685,-0.007335364818572998,604.6532249450684,783.3450651168823,0.014305920340120792
855.5256271362305,841.3951706886292,-0.06952687352895737,716.8437767028809,968.4544372558594,-0.09100186079740524,651.6347694396973,809.119119644165,-0.023308642208576202,645.3432083129883,786.4865970611572,-0.013815253041684628,583.7691879272461,800.2505779266357,0.0009330944740213454
838.2081985473633,830.455105304718,-0.07035042345523834,712.4179458618164,961.1242818832397,-0.0861305519938469,612.6810836791992,820.0596356391907,-0.01616041362285614,617.1976089477539,790.355544090271,-0.0064618149772286415,551.6389846801758,820.8921718597412,0.008989379741251469
834.6195602416992,831.3050222396851,-0.06969858705997467,712.9516983032227,965.167293548584,-0.07962139695882797,607.122917175293,824.0745806694031,-0.01035165786743164,610.4129219055176,792.5440335273743,-0.0006131798145361245,544.8040580749512,826.228244304657,0.013151499442756176
881.9576454162598,850.979733467102,-0.063834547996521,718.4263229370117,963.0095100402832,-0.0876617506146431,633.5467529296875,811.3991475105286,-0.040974315255880356,637.089729309082,785.4146575927734,-0.03292864188551903,568.1819343566895,805.1513600349426,-0.0267092976719141
