LEFT_ARM_1_x,LEFT_ARM_1_y,LEFT_ARM_1_z,LEFT_ARM_2_x,LEFT_ARM_2_y,LEFT_ARM_2_z,LEFT_ARM_3_x,LEFT_ARM_3_y,LEFT_ARM_3_z,LEFT_ARM_4_x,LEFT_ARM_4_y,LEFT_ARM_4_z,LEFT_ARM_5_x,LEFT_ARM_5_y,LEFT_ARM_5_z,LEFT_ARM_6_x,LEFT_ARM_6_y,LEFT_ARM_6_z
1027.126235961914,757.6357698440552,0.12507207691669464,1009.427604675293,850.2046823501587,0.17530955374240875,1037.1656799316406,940.4206323623657,0.12777474522590637,1053.8496780395508,946.341404914856,0.13077974319458008,1057.5532150268555,949.027111530304,0.11020906269550323,1052.5074005126953,949.9298143386841,0.116967111825943
1027.4655532836914,755.2188205718994,0.1167791411280632,1012.9679489135742,851.8714284896851,0.1526608020067215,1037.1114349365234,941.1000895500183,0.10323188453912735,1054.9634170532227,946.2662172317505,0.10604492574930191,1058.6640930175781,948.9414310455322,0.0873616635799408,1052.9272842407227,950.3846740722656,0.09330422431230545
1024.4986724853516,742.3801374435425,0.10989046841859818,1008.6926651000977,842.7654147148132,0.14403663575649261,1036.7954635620117,932.4377346038818,0.1041620597243309,1052.3200607299805,935.8941793441772,0.10627797991037369,1055.2490615844727,938.4192752838135,0.08764400333166122,1050.9696578979492,940.6832098960876,0.09444667398929596
1007.4443435668945,734.433867931366,0.13075144588947296,1009.0229415893555,836.4643263816833,0.16533640027046204,1033.9347839355469,925.5151891708374,0.12098836153745651,1050.142593383789,930.888147354126,0.12245775759220123,1052.9208755493164,933.4605574607849,0.10153157263994217,1047.4171829223633,935.2393770217896,0.11026617139577866
1005.0881195068359,734.3741297721863,0.13166488707065582,1007.0172500610352,835.9550714492798,0.16450007259845734,1032.7556991577148,922.2898435592651,0.11013715714216232,1049.410400390625,926.6642475128174,0.11138196289539337,1052.5258255004883,929.6917104721069,0.08811236172914505,1047.1283340454102,931.9576406478882,0.09836465865373611
997.1391677856445,734.5610046386719,0.11569284647703171,1004.5962524414062,838.926272392273,0.14610685408115387,1033.0858612060547,927.9836368560791,0.09747826308012009,1050.8082962036133,928.2487893104553,0.10044389218091965,1054.7513580322266,931.5694069862366,0.0763794481754303,1048.6235046386719,934.836208820343,0.08583946526050568
992.0018005371094,736.2711381912231,0.11943282186985016,998.3634567260742,839.2299842834473,0.14706489443778992,1030.5204391479492,928.5641527175903,0.09233587235212326,1049.000358581543,932.3863005638123,0.09518454223871231,1053.237075805664,935.9785079956055,0.06968440115451813,1047.3023986816406,938.2779121398926,0.08010881394147873
991.2674331665039,737.1921873092651,0.12559133768081665,999.2748641967773,843.8291788101196,0.15501108765602112,1031.3277053833008,930.5279803276062,0.10726911574602127,1048.3765411376953,932.2365689277649,0.1095186397433281,1052.3374557495117,936.1377668380737,0.08694667369127274,1046.5587615966797,939.1161775588989,0.09615926444530487
1004.3815612792969,733.4080195426941,0.12031572312116623,1013.4619903564453,843.314516544342,0.1395982950925827,1034.5801162719727,933.071551322937,0.09916072338819504,1049.776725769043,933.5256385803223,0.10359471291303635,1056.0266876220703,937.7110433578491,0.08311595022678375,1051.1845779418945,941.6120481491089,0.08917077630758286
1019.0123748779297,731.4723873138428,0.12817512452602386,1013.9299392700195,836.4520955085754,0.15533392131328583,1034.0138626098633,923.4931039810181,0.1283733993768692,1048.1496047973633,926.6643762588501,0.13470827043056488,1052.977180480957,929.2692947387695,0.11362580955028534,1048.6326599121094,931.7334294319153,0.11856525391340256
1015.5522537231445,737.5209403038025,0.135800302028656,1012.7397537231445,840.1319146156311,0.1707785427570343,1032.3909759521484,926.0251522064209,0.14746138453483582,1046.7547988891602,926.4127421379089,0.15324145555496216,1051.5407180786133,928.759331703186,0.13381758332252502,1047.6076126098633,932.4436569213867,0.13821931183338165
1064.2845153808594,765.6053423881531,0.14655190706253052,1016.3074493408203,857.6103472709656,0.1808527559041977,1034.3139266967773,938.6430358886719,0.16112937033176422,1052.2441864013672,939.2834186553955,0.1662093549966812,1058.1072235107422,940.5038022994995,0.14762452244758606,1053.3027648925781,943.1971049308777,0.1524399220943451
1074.4987106323242,781.9872450828552,0.15351706743240356,1018.1270599365234,869.0281248092651,0.19517232477664948,1037.0087814331055,936.451005935669,0.19260011613368988,1052.9047393798828,938.5139679908752,0.2002408802509308,1056.1509704589844,940.4295802116394,0.18181130290031433,1051.9486999511719,943.1226897239685,0.18462839722633362
1084.9433898925781,790.8289432525635,0.13518276810646057,1016.9943237304688,870.5075454711914,0.1681099832057953,1038.149757385254,938.4478569030762,0.1647460013628006,1054.4087219238281,942.1076560020447,0.1741078794002533,1059.6501159667969,944.901123046875,0.15438951551914215,1055.7326889038086,947.2733974456787,0.156459778547287
1095.0947570800781,819.7801280021667,0.14841173589229584,1011.7577362060547,867.4203443527222,0.1784099042415619,1051.6048049926758,944.3134617805481,0.17833419144153595,1067.5181579589844,944.3010377883911,0.18877816200256348,1074.2677688598633,951.50714635849,0.1742001473903656,1068.3942031860352,953.235433101654,0.17221562564373016
1084.7397994995117,809.5872402191162,0.12217564880847931,1021.9551086425781,869.2221450805664,0.16629624366760254,1050.7570266723633,938.7623190879822,0.1744167059659958,1069.8518371582031,938.894476890564,0.1867414116859436,1076.8850326538086,944.902925491333,0.16560368239879608,1070.035057067871,947.9152607917786,0.16568368673324585
1079.619140625,781.1689352989197,0.1282293200492859,1030.0535202026367,873.3796763420105,0.14976875483989716,1041.9784927368164,939.1178512573242,0.1403532773256302,1061.5000534057617,942.8988003730774,0.1493542343378067,1066.9086456298828,946.0581636428833,0.13128843903541565,1061.2771224975586,948.7499856948853,0.13271866738796234
1070.5577087402344,767.0296597480774,0.1307910829782486,1018.1861114501953,863.8357329368591,0.14875486493110657,1038.3229064941406,937.4632716178894,0.12768706679344177,1052.7916717529297,938.6926674842834,0.13457852602005005,1056.9868469238281,939.7477412223816,0.11581175029277802,1054.7918701171875,942.9076838493347,0.11916227638721466
1048.0688095092773,739.1495132446289,0.12418188154697418,1014.0065002441406,843.2943677902222,0.1420966237783432,1040.0200653076172,918.7172698974609,0.11444853246212006,1051.8150329589844,925.4859638214111,0.12182193249464035,1055.3154373168945,928.1669068336487,0.09870629757642746,1064.6949005126953,928.9890789985657,0.10391650348901749
1039.1994094848633,734.590744972229,0.12749060988426208,1020.2221298217773,841.2183380126953,0.1493859887123108,1036.5594863891602,926.6651487350464,0.12656858563423157,1051.0344314575195,926.0052609443665,0.13393279910087585,1054.874153137207,930.4911589622498,0.11108942329883575,1051.7952346801758,935.1291060447693,0.11624851077795029
1034.5914459228516,733.042573928833,0.1198788434267044,1016.7917633056641,837.2817349433899,0.13840852677822113,1037.8827667236328,925.2884030342102,0.11566121876239777,1051.4198684692383,926.0290145874023,0.12390998750925064,1056.0948944091797,930.3249478340149,0.10108409076929092,1051.8665313720703,935.0656986236572,0.10559556633234024
1019.4218444824219,727.9806017875671,0.10739584267139435,1011.4851379394531,837.6377820968628,0.128553107380867,1032.5275039672852,921.540412902832,0.09844180196523666,1052.7751922607422,923.4235167503357,0.10463837534189224,1059.8704147338867,927.3442840576172,0.08176946640014648,1053.1955337524414,930.2748656272888,0.0880052000284195
1019.666862487793,728.8812446594238,0.10337071120738983,1011.9786071777344,840.8368635177612,0.11839883774518967,1035.5552673339844,934.9382400512695,0.07586722820997238,1053.9826583862305,937.7341532707214,0.08123952895402908,1060.4433059692383,941.9346857070923,0.0586593933403492,1053.1781387329102,944.8392605781555,0.06519399583339691
1058.7804794311523,767.2722816467285,0.15637840330600739,1005.1340103149414,858.9248442649841,0.17991162836551666,1023.3560943603516,938.7442302703857,0.1597931981086731,1038.3126068115234,937.6030254364014,0.1658095270395279,1044.0004348754883,940.5102396011353,0.15228646993637085,1040.0658416748047,943.8439249992371,0.1532215029001236
