FACE_NECK_1_x,FACE_NECK_1_y,FACE_NECK_1_z,FACE_NECK_2_x,FACE_NECK_2_y,FACE_NECK_2_z,FACE_NECK_3_x,FACE_NECK_3_y,FACE_NECK_3_z,FACE_NECK_4_x,FACE_NECK_4_y,FACE_NECK_4_z,FACE_NECK_5_x,FACE_NECK_5_y,FACE_NECK_5_z,FACE_NECK_6_x,FACE_NECK_6_y,FACE_NECK_6_z,FACE_NECK_7_x,FACE_NECK_7_y,FACE_NECK_7_z,FACE_NECK_8_x,FACE_NECK_8_y,FACE_NECK_8_z,FACE_NECK_9_x,FACE_NECK_9_y,FACE_NECK_9_z,FACE_NECK_10_x,FACE_NECK_10_y,FACE_NECK_10_z,FACE_NECK_11_x,FACE_NECK_11_y,FACE_NECK_11_z
1110.7245254516602,777.9960536956787,-0.10754276067018509,1125.17578125,773.6167573928833,-0.09133187681436539,1126.2107849121094,774.8386216163635,-0.09133859723806381,1127.1147537231445,775.8852624893188,-0.09137846529483795,1122.443618774414,765.4225873947144,-0.1085900291800499,1121.1722946166992,760.7784605026245,-0.10857273638248444,1119.1617965698242,755.3205299377441,-0.10854358971118927,1118.4769821166992,764.4835782051086,-0.0022074016742408276,1107.6987075805664,737.2986602783203,-0.07708635181188583,1096.0235595703125,780.9547662734985,-0.07180207222700119,1093.2077407836914,772.2352480888367,-0.09347673505544662
1110.7016372680664,778.0568861961365,-0.10344221442937851,1124.3792724609375,773.0481505393982,-0.08851755410432816,1125.3180313110352,774.0049910545349,-0.08851920813322067,1126.2255477905273,774.7561597824097,-0.0885518491268158,1121.8223190307617,765.6278085708618,-0.10458443313837051,1120.191535949707,760.8571887016296,-0.10456817597150803,1117.9365921020508,755.344090461731,-0.1045345589518547,1117.4695587158203,763.060290813446,-0.004261539317667484,1105.8384704589844,737.0767021179199,-0.07389234751462936,1097.3206329345703,780.9847640991211,-0.06936072558164597,1093.3209228515625,772.6731777191162,-0.0895378440618515
1113.629150390625,776.6234278678894,-0.06215247884392738,1125.8103561401367,768.7460374832153,-0.05165663734078407,1126.3648223876953,768.7616157531738,-0.051667653024196625,1126.867561340332,768.6176133155823,-0.05170153081417084,1123.7083053588867,763.7600898742676,-0.06957673281431198,1122.1759414672852,759.903244972229,-0.06954719871282578,1119.755630493164,754.8676657676697,-0.06950791925191879,1115.8101654052734,752.5347232818604,0.014188040979206562,1105.4338073730469,734.0047574043274,-0.06487061083316803,1099.786605834961,778.722825050354,-0.03455931320786476,1096.0424423217773,772.3040628433228,-0.05747218802571297
1100.8583450317383,765.3343963623047,0.016275836154818535,1110.9819030761719,752.8048324584961,0.020565498620271683,1110.6272506713867,751.1981463432312,0.020539719611406326,1110.080795288086,749.2807960510254,0.020508000627160072,1110.3430938720703,752.0835971832275,-0.0036584967747330666,1109.4815826416016,750.214204788208,-0.0036416177172213793,1108.3650970458984,748.1422305107117,-0.0036494098603725433,1093.4425735473633,730.9172344207764,0.05846772342920303,1093.5369873046875,734.9592804908752,-0.050592176616191864,1085.3145217895508,766.2578916549683,0.033936891704797745,1085.016860961914,764.2059373855591,0.002262284280732274
1098.8628387451172,763.1515717506409,0.007867835462093353,1107.9911041259766,750.019862651825,0.013043869286775589,1107.586441040039,748.4365439414978,0.013014615513384342,1106.9799041748047,746.588716506958,0.01298864372074604,1107.1479034423828,749.3068027496338,-0.012070923112332821,1106.2123489379883,747.4848532676697,-0.012060442939400673,1105.0622177124023,745.479633808136,-0.012064461596310139,1090.1340866088867,729.433114528656,0.05443871393799782,1089.6324920654297,732.8927779197693,-0.058444079011678696,1083.5405731201172,765.2633285522461,0.02681989036500454,1082.9284286499023,763.440670967102,-0.00597061263397336
1086.5195846557617,766.3545155525208,-0.008572284132242203,1096.1671829223633,752.8042531013489,-0.003897602902725339,1095.706672668457,751.223509311676,-0.003920184448361397,1095.1585006713867,749.3810892105103,-0.003941432572901249,1095.9383010864258,751.8767023086548,-0.02755616419017315,1095.3374862670898,749.8860955238342,-0.027541305869817734,1094.6144485473633,747.7046871185303,-0.027545088902115822,1079.428367614746,731.5743541717529,0.03678569570183754,1079.7739791870117,734.7372579574585,-0.06908392161130905,1072.1205139160156,767.670750617981,0.010348426178097725,1072.3249053955078,765.762734413147,-0.020539887249469757
1078.454475402832,766.9717884063721,-0.0017870336305350065,1088.2788848876953,754.5047950744629,0.003384712152183056,1087.8855514526367,752.6160264015198,0.0033630284015089273,1087.4206924438477,750.4601097106934,0.0033504776656627655,1088.2682418823242,754.0391206741333,-0.02058478072285652,1087.866325378418,752.0413684844971,-0.020582646131515503,1087.3877334594727,749.8696160316467,-0.020593060180544853,1073.3436584472656,731.457839012146,0.04386220872402191,1073.6402893066406,735.5760383605957,-0.06355989724397659,1063.117446899414,766.8715596199036,0.01675189658999443,1063.3982849121094,765.4783987998962,-0.014622162096202374
1081.5111923217773,763.8277459144592,0.00516938092187047,1090.0865936279297,751.22962474823,0.010225308127701283,1089.7751998901367,749.7440886497498,0.010205292142927647,1089.4071578979492,748.0099439620972,0.010182938538491726,1089.6913146972656,750.2517986297607,-0.01256308238953352,1089.1248321533203,748.3164238929749,-0.012562261894345284,1088.4722900390625,746.1893463134766,-0.012568756937980652,1074.2926025390625,730.7627391815186,0.05126287043094635,1074.3284225463867,733.8090634346008,-0.050640616565942764,1067.417221069336,765.9643507003784,0.02381937950849533,1067.1742630004883,763.8989424705505,-0.005891657900065184
1106.3434982299805,755.9495830535889,0.0041728210635483265,1114.2354583740234,741.4298629760742,0.008322052657604218,1113.541488647461,739.5356225967407,0.008314738981425762,1112.7415466308594,737.482316493988,0.008304979652166367,1114.5477676391602,741.4146709442139,-0.013582384213805199,1114.1553497314453,739.7080779075623,-0.013583909720182419,1113.6411666870117,737.9149675369263,-0.013604478910565376,1096.1338806152344,721.3956928253174,0.0456191822886467,1099.350700378418,727.5671982765198,-0.05229268968105316,1090.997657775879,756.4926338195801,0.021668974310159683,1091.6204452514648,755.6609988212585,-0.006843115668743849
1121.3615798950195,740.1667356491089,0.012007342651486397,1127.625732421875,725.388879776001,0.01656161993741989,1126.692008972168,723.8055610656738,0.016558732837438583,1125.5718612670898,722.0952343940735,0.01654639095067978,1127.0597076416016,725.1568794250488,-0.0057469820603728294,1125.7884979248047,723.5443997383118,-0.005758245475590229,1124.2539596557617,721.802659034729,-0.0057784272357821465,1106.3136291503906,708.7263751029968,0.05507293716073036,1106.8006896972656,712.2191905975342,-0.044691044837236404,1107.1277618408203,744.5016145706177,0.03001975268125534,1106.4068984985352,742.5416493415833,0.0010150059824809432
